Department Family,Entity,Date,Expense Type,Expense Area ,Supplier,Transaction No,Sum of Amount,Item Text,Postal Code
Department for Transport,BTP,20/05/2013,KENNELS FEES,FHQ EXPLOSIVE DOGS,HARVESTERS FARM KENNELS,31074,704,OPERATIONS DEPT,CM2 8UF
Department for Transport,BTP,31/05/2013,KENNELS FEES,FHQ TRAINING CENTRE DOGS,MINISTRY OF DEFENCE - DBS FINANCE,296370,612,HUMAN RESOURCES TOTAL,L2 3YL
Department for Transport,BTP,31/05/2013,FORENSIC SERVICES,FHQ SCIENTIFIC SUPPORT,CCL FORENSICS LTD,293125,5616,ACC (PROTECTIVE SERVICES),CU37 6RP
Department for Transport,BTP,20/05/2013,FORENSIC SERVICES,FHQ SCIENTIFIC SUPPORT,Cellmark,296022,900,ACC (PROTECTIVE SERVICES),OX141YX
Department for Transport,BTP,03/05/2013,FORENSIC SERVICES,PROFESSIONAL STANDARDS,DILIGENCE INTERNATIONAL,293629,1469.76,DEP. CHIEF CONSTABLE TOTAL,E14 5AA
Department for Transport,BTP,24/05/2013,FORENSIC SERVICES,NW PROACTIVE UNIT,DR C P JOHNSON,31200,2960.82,NW CRIME SECTOR COMMAND,L19  0PH
Department for Transport,BTP,03/05/2013,FORENSIC SERVICES,FHQ SCENES OF CRIME,DR SAFA AL-SARRAJ,30912,1700,ACC (PROTECTIVE SERVICES),SE5 9RS
Department for Transport,BTP,20/05/2013,FORENSIC SERVICES,LS CID,FORENSIC TELECOMMUNICATIONS SERVICE LTD,295904,570,LS Total Command,TN15 6ZT
Department for Transport,BTP,03/05/2013,FORENSIC SERVICES,FHQ SCIENTIFIC SUPPORT,Lgc Ltd,295052,11824.8,ACC (PROTECTIVE SERVICES),TW11 0LY
Department for Transport,BTP,03/05/2013,FORENSIC SERVICES,FHQ SCIENTIFIC SUPPORT,Lgc Ltd,295044,5454,ACC (PROTECTIVE SERVICES),TW11 0LY
Department for Transport,BTP,03/05/2013,FORENSIC SERVICES,FHQ SCIENTIFIC SUPPORT,Lgc Ltd,295071,30480,ACC (PROTECTIVE SERVICES),TW11 0LY
Department for Transport,BTP,03/05/2013,FORENSIC SERVICES,FHQ SCIENTIFIC SUPPORT,Lgc Ltd,295060,4343.4,ACC (PROTECTIVE SERVICES),TW11 0LY
Department for Transport,BTP,03/05/2013,FORENSIC SERVICES,FHQ SCIENTIFIC SUPPORT,Lgc Ltd,295041,720,ACC (PROTECTIVE SERVICES),TW11 0LY
Department for Transport,BTP,03/05/2013,FORENSIC SERVICES,FHQ SCIENTIFIC SUPPORT,Lgc Ltd,295058,630,ACC (PROTECTIVE SERVICES),TW11 0LY
Department for Transport,BTP,03/05/2013,FORENSIC SERVICES,LU NON STAFF RECHARGE,Lgc Ltd,295031,3024,LONDON U'GROUND OFFCHARGE,TW11 0LY
Department for Transport,BTP,03/05/2013,FORENSIC SERVICES,LU NON STAFF RECHARGE,Lgc Ltd,295029,4500,LONDON U'GROUND OFFCHARGE,TW11 0LY
Department for Transport,BTP,03/05/2013,FORENSIC SERVICES,LU NON STAFF RECHARGE,Lgc Ltd,295030,960,LONDON U'GROUND OFFCHARGE,TW11 0LY
Department for Transport,BTP,03/05/2013,FORENSIC SERVICES,FHQ SCIENTIFIC SUPPORT,Lgc Ltd,292572,23318.4,ACC (PROTECTIVE SERVICES),TW11 0LY
Department for Transport,BTP,03/05/2013,FORENSIC SERVICES,FHQ SCIENTIFIC SUPPORT,Lgc Ltd,295066,-612,ACC (PROTECTIVE SERVICES),TW11 0LY
Department for Transport,BTP,20/05/2013,FORENSIC SERVICES,FHQ SCIENTIFIC SUPPORT,Lgc Ltd,295333,10108.8,ACC (PROTECTIVE SERVICES),TW11 0LY
Department for Transport,BTP,20/05/2013,FORENSIC SERVICES,FHQ SCIENTIFIC SUPPORT,Lgc Ltd,295334,4572,ACC (PROTECTIVE SERVICES),TW11 0LY
Department for Transport,BTP,20/05/2013,FORENSIC SERVICES,FHQ SCIENTIFIC SUPPORT,Lgc Ltd,295330,5526.84,ACC (PROTECTIVE SERVICES),TW11 0LY
Department for Transport,BTP,20/05/2013,FORENSIC SERVICES,FHQ SCIENTIFIC SUPPORT,Lgc Ltd,295335,786,ACC (PROTECTIVE SERVICES),TW11 0LY
Department for Transport,BTP,20/05/2013,FORENSIC SERVICES,FHQ SCIENTIFIC SUPPORT,Lgc Ltd,295337,35016,ACC (PROTECTIVE SERVICES),TW11 0LY
Department for Transport,BTP,20/05/2013,FORENSIC SERVICES,LU NON STAFF RECHARGE,Lgc Ltd,295331,782.4,LONDON U'GROUND OFFCHARGE,TW11 0LY
Department for Transport,BTP,20/05/2013,FORENSIC SERVICES,LU NON STAFF RECHARGE,Lgc Ltd,295332,4704,LONDON U'GROUND OFFCHARGE,TW11 0LY
Department for Transport,BTP,20/05/2013,FORENSIC SERVICES,FHQ SCIENTIFIC SUPPORT,Lgc Ltd,295336,-650.4,ACC (PROTECTIVE SERVICES),TW11 0LY
Department for Transport,BTP,03/05/2013,FORENSIC SERVICES,PS MIU,ST GEORGE'S HEALTCARE NHS TRUST,30913,600,ACC (PROTECTIVE SERVICES),NW1 9LN
Department for Transport,BTP,20/05/2013,SOCO EQUIP,FHQ SCENES OF CRIME,TETRA SCENE OF CRIME LIMITED,289709,630,ACC (PROTECTIVE SERVICES),SS14 3WE
Department for Transport,BTP,20/05/2013,IT HARDWARE PURCH (NONCAP),LU NON STAFF RECHARGE,Dtp Group Ltd,296337,771.44,LONDON U'GROUND OFFCHARGE,LS10 1RJ
Department for Transport,BTP,20/05/2013,IT HARDWARE PURCH (NONCAP),LU NON STAFF RECHARGE,Dtp Group Ltd,296338,4963.81,LONDON U'GROUND OFFCHARGE,LS10 1RJ
Department for Transport,BTP,31/05/2013,IT HARDWARE PURCH (NONCAP),LU NON STAFF RECHARGE,KELWAY (UK) LIMITED,294697,733.2,LONDON U'GROUND OFFCHARGE,EC4M 7RB
Department for Transport,BTP,31/05/2013,IT HARDWARE PURCH (NONCAP),LU NON STAFF RECHARGE,KELWAY (UK) LIMITED,295579,1623.68,LONDON U'GROUND OFFCHARGE,EC4M 7RB
Department for Transport,BTP,03/05/2013,IT HARDWARE PURCH (NONCAP),FHQ TECHNOLOGY MANAGER,MISCO COMPUTER SUPPLIES LTD,294477,780.08,OPERATIONS DEPT,NN8 6GS
Department for Transport,BTP,03/05/2013,IT HARDWARE PURCH (NONCAP),WN SUPPORT SERVICES,PC WORLD - Please use  Kelway (UK) Limited,291371,922.77,Ww West Sector Command,BL9 7BJ
Department for Transport,BTP,20/05/2013,IT HARDWARE PURCH (NONCAP),LU NON STAFF RECHARGE,PC WORLD - Please use  Kelway (UK) Limited,295294,733.2,LONDON U'GROUND OFFCHARGE,BL9 7BJ
Department for Transport,BTP,24/05/2013,IT HARDWARE PURCH (NONCAP),LU NON STAFF RECHARGE,PC WORLD - Please use  Kelway (UK) Limited,296924,731.56,LONDON U'GROUND OFFCHARGE,BL9 7BJ
Department for Transport,BTP,24/05/2013,IT HARDWARE PURCH (NONCAP),SC AREA COMMAND,PC WORLD - Please use  Kelway (UK) Limited,296838,608.4,Scot Command Sector,BL9 7BJ
Department for Transport,BTP,24/05/2013,IT HARDWARE PURCH (NONCAP),LS CROYDON STAFF COSTS,PC WORLD - Please use  Kelway (UK) Limited,296837,658.2,LS Outer London,BL9 7BJ
Department for Transport,BTP,20/05/2013,IT HARDWARE PURCH (NONCAP),LU NON STAFF RECHARGE,PHOENIX SOFTWARE LTD,295157,1942.75,LONDON U'GROUND OFFCHARGE,YO42 1NS
Department for Transport,BTP,20/05/2013,IT HARDWARE PURCH (NONCAP),LU NON STAFF RECHARGE,PHOENIX SOFTWARE LTD,295585,1611.72,LONDON U'GROUND OFFCHARGE,YO42 1NS
Department for Transport,BTP,20/05/2013,IT HARDWARE PURCH (NONCAP),LU NON STAFF RECHARGE,PHOENIX SOFTWARE LTD,296358,1110.14,LONDON U'GROUND OFFCHARGE,YO42 1NS
Department for Transport,BTP,20/05/2013,IT HARDWARE PURCH (NONCAP),FHQ TECHNOLOGY MANAGER,Sysop Ltd,295663,598.8,OPERATIONS DEPT,OL10 2DY
Department for Transport,BTP,10/05/2013,IT HARDWARE MAINTENANCE,FHQ TECHNOLOGY MANAGER,Airwave Solutions Limited,294260,171277.15,OPERATIONS DEPT,SL1 2EJ
Department for Transport,BTP,31/05/2013,IT HARDWARE MAINTENANCE,FHQ TECHNOLOGY MANAGER,L8 SOLUTIONS,289059,3723.22,OPERATIONS DEPT,WV6 7HS
Department for Transport,BTP,20/05/2013,IT HARDWARE MAINTENANCE,FHQ TECHNOLOGY MANAGER,SIEMENS ENTERPRISE COMMUNICATIONS LTD,294684,2293.55,OPERATIONS DEPT,MK15 ODJ
Department for Transport,BTP,31/05/2013,IT HARDWARE MAINTENANCE,FHQ TECHNOLOGY MANAGER,Sysop Ltd,297368,14195.41,OPERATIONS DEPT,OL10 2DY
Department for Transport,BTP,10/05/2013,IT SOFTWARE MAINTENANCE,FHQ TECHNOLOGY MANAGER,ALTERIAN TECHNOLOGY LTD,290338,1800,OPERATIONS DEPT,BS1 3LG
Department for Transport,BTP,10/05/2013,IT SOFTWARE MAINTENANCE,FHQ TECHNOLOGY MANAGER,ALTERIAN TECHNOLOGY LTD,293680,-1800,OPERATIONS DEPT,BS1 3LG
Department for Transport,BTP,24/05/2013,IT SOFTWARE MAINTENANCE,FHQ TECHNOLOGY MANAGER,BITEA LTD,296823,838.8,OPERATIONS DEPT,CM9 4LA
Department for Transport,BTP,03/05/2013,IT SOFTWARE MAINTENANCE,FHQ TECHNOLOGY MANAGER,CAPITA SECURE INFORMATION SOLUTIONS,288423,6103.21,OPERATIONS DEPT,DL1 9HN
Department for Transport,BTP,03/05/2013,IT SOFTWARE MAINTENANCE,FHQ TECHNOLOGY MANAGER,CAPITA SECURE INFORMATION SOLUTIONS,295252,-12206.44,OPERATIONS DEPT,DL1 9HN
Department for Transport,BTP,03/05/2013,IT SOFTWARE MAINTENANCE,FHQ TECHNOLOGY MANAGER,CAPITA SECURE INFORMATION SOLUTIONS,292563,6103.21,OPERATIONS DEPT,DL1 9HN
Department for Transport,BTP,20/05/2013,IT SOFTWARE MAINTENANCE,FHQ TECHNOLOGY MANAGER,CAPITA SECURE INFORMATION SOLUTIONS,292562,13660.01,OPERATIONS DEPT,DL1 9HN
Department for Transport,BTP,03/05/2013,IT SOFTWARE MAINTENANCE,FHQ TECHNOLOGY MANAGER,CAPITA SECURE RESOURCE SOLUTIONS,290336,2573.62,OPERATIONS DEPT,PE29 6SZ
Department for Transport,BTP,03/05/2013,IT SOFTWARE MAINTENANCE,FHQ TECHNOLOGY MANAGER,CAPITA SECURE RESOURCE SOLUTIONS,290337,8678.95,OPERATIONS DEPT,PE29 6SZ
Department for Transport,BTP,24/05/2013,IT SOFTWARE MAINTENANCE,FHQ TECHNOLOGY MANAGER,CAPITA SECURE RESOURCE SOLUTIONS,295705,8687.06,OPERATIONS DEPT,PE29 6SZ
Department for Transport,BTP,20/05/2013,IT SOFTWARE MAINTENANCE,FHQ TECHNOLOGY MANAGER,ESSEX POLICE AUTHORITY,296045,2448,OPERATIONS DEPT,CM2 6DA
Department for Transport,BTP,20/05/2013,IT SOFTWARE MAINTENANCE,PROFESSIONAL STANDARDS,FORCE INFORMATION SYSTEMS LTD,289760,5199.6,DEP. CHIEF CONSTABLE TOTAL,CW1 6LD
Department for Transport,BTP,20/05/2013,IT SOFTWARE MAINTENANCE,FHQ TECHNOLOGY MANAGER,FSI (FM SOLUTIONS) LTD,295394,27933.16,OPERATIONS DEPT,RM14 3BT
Department for Transport,BTP,24/05/2013,IT SOFTWARE MAINTENANCE,FHQ TECHNOLOGY MANAGER,Gsa Ltd,287131,1822.27,OPERATIONS DEPT,CV13 0LF
Department for Transport,BTP,20/05/2013,IT SOFTWARE MAINTENANCE,FHQ TECHNOLOGY MANAGER,INFOTERRA LTD,295934,11340,OPERATIONS DEPT,LE3 1UT
Department for Transport,BTP,10/05/2013,IT SOFTWARE MAINTENANCE,FHQ VEHICLE FLEET MANAGER,Jaama Ltd,292017,4912.21,FINANCE & CORPORATE SERVICES,B77 4RP
Department for Transport,BTP,10/05/2013,IT SOFTWARE MAINTENANCE,LU NON STAFF RECHARGE,NORTHGATE INFORMATION SOLUTIONS LTD,287270,38989.42,LONDON U'GROUND OFFCHARGE,HP2 4NW
Department for Transport,BTP,10/05/2013,IT SOFTWARE MAINTENANCE,LU NON STAFF RECHARGE,NORTHGATE INFORMATION SOLUTIONS LTD,287231,100699.8,LONDON U'GROUND OFFCHARGE,HP2 4NW
Department for Transport,BTP,10/05/2013,IT SOFTWARE MAINTENANCE,LU NON STAFF RECHARGE,NORTHGATE INFORMATION SOLUTIONS LTD,295200,-100699.8,LONDON U'GROUND OFFCHARGE,HP2 4NW
Department for Transport,BTP,10/05/2013,IT SOFTWARE MAINTENANCE,LU NON STAFF RECHARGE,NORTHGATE INFORMATION SOLUTIONS LTD,295196,-38989.42,LONDON U'GROUND OFFCHARGE,HP2 4NW
Department for Transport,BTP,20/05/2013,IT SOFTWARE MAINTENANCE,FHQ TECHNOLOGY MANAGER,NORTHGATE INFORMATION SOLUTIONS LTD,292689,20078.47,OPERATIONS DEPT,HP2 4NW
Department for Transport,BTP,03/05/2013,IT SOFTWARE MAINTENANCE,PS FHQ SPECIAL BRANCH,SERCO JUSTICE - OSS,295327,1149.43,ACC (PROTECTIVE SERVICES),GL2 4NF
Department for Transport,BTP,31/05/2013,IT SOFTWARE MAINTENANCE,PS FHQ SPECIAL BRANCH,SERCO JUSTICE - OSS,297141,585.24,ACC (PROTECTIVE SERVICES),GL2 4NF
Department for Transport,BTP,31/05/2013,PHOTOGRAPHIC EQUIPMENT,FHQ PHOTOGRAPHICS UNIT,CALUMET,297110,1794.47,ACC (PROTECTIVE SERVICES),MK7 8AJ
Department for Transport,BTP,20/05/2013,ANNUAL LICENCES- SOFTWARE,PROFESSIONAL STANDARDS,FORCE INFORMATION SYSTEMS LTD,295725,23025.6,DEP. CHIEF CONSTABLE TOTAL,CW1 6LD
Department for Transport,BTP,31/05/2013,ANNUAL LICENCES- SOFTWARE,LS OP SUPPORT PLANNING,MOBILE CONTENT MANAGEMENT SOLUTIONS LIMITED,296875,4917.46,LS Total Command,RH12 1PA
Department for Transport,BTP,03/05/2013,ANNUAL LICENCES- SOFTWARE,STRATEGIC DEVELOPMENT DEPT,POLICE AND CRIME COMMISSIONER  WEST YORKSHIRE,295112,13210.78,DEP. CHIEF CONSTABLE TOTAL,WF1 3QP
Department for Transport,BTP,10/05/2013,ANNUAL LICENCES- SOFTWARE,FHQ HR CORPORATE SERVICES,RPMI,239074,600,HUMAN RESOURCES TOTAL,DL3 6EH
Department for Transport,BTP,20/05/2013,ANNUAL LICENCES- SOFTWARE,HR RECRUITMENT BC BIRMINGHAM,WORLD CAREERS NETWORK PLC,296057,7000.01,HUMAN RESOURCES TOTAL,SW19 8DR
Department for Transport,BTP,20/05/2013,ANNUAL LICENCES- SOFTWARE,HR RECRUITMENT BC BIRMINGHAM,WORLD CAREERS NETWORK PLC,296414,1424.4,HUMAN RESOURCES TOTAL,SW19 8DR
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,HI TECH CRIME,BRITISH TELECOMMUNICATIONS PLC,295583,55.36,ACC (PROTECTIVE SERVICES),NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,FHQ POLICE AUTHORITY,BRITISH TELECOMMUNICATIONS PLC,295583,30.3,FHQ POLICE AUTHORITY,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,LN FINANCE,BRITISH TELECOMMUNICATIONS PLC,295583,18.46,LN AREA COMMAND SECTOR,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,LN CAMBRIDGE STAFF COSTS,BRITISH TELECOMMUNICATIONS PLC,295583,18.46,LN East Sector Command,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,LN SOUTHEND STAFF COSTS,BRITISH TELECOMMUNICATIONS PLC,295583,18.67,LN East Sector Command,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,LN PETERBOROUGH STAFF COSTS,BRITISH TELECOMMUNICATIONS PLC,295583,15.21,LN East Sector Command,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,LN CUSTODY,BRITISH TELECOMMUNICATIONS PLC,295583,75.44,LN Operations,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,LN AIB,BRITISH TELECOMMUNICATIONS PLC,295583,51.34,LN TASKING & CO-ORDINATING,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,LN OXFORD,BRITISH TELECOMMUNICATIONS PLC,295583,84.47,LN West Sector Command,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,LS INNER LONDON TEAM 5,BRITISH TELECOMMUNICATIONS PLC,295583,15.16,London South Inner London,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,LS TRAVELSAFE,BRITISH TELECOMMUNICATIONS PLC,295583,43.95,London South Inner London,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,LU NON STAFF RECHARGE,BRITISH TELECOMMUNICATIONS PLC,295583,245.46,LONDON U'GROUND OFFCHARGE,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,LS SOUTHAMPTON STAFF COSTS,BRITISH TELECOMMUNICATIONS PLC,295583,62.59,LS Outer London,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,LS PORTSMOUTH STAFF COSTS,BRITISH TELECOMMUNICATIONS PLC,295583,18.89,LS Outer London,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,LS BOURNEMOUTH STAFF COSTS,BRITISH TELECOMMUNICATIONS PLC,295583,49.36,LS Outer London,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,LS CROYDON STAFF COSTS,BRITISH TELECOMMUNICATIONS PLC,295583,159.58,LS Outer London,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,LS BRIGHTON STAFF COSTS,BRITISH TELECOMMUNICATIONS PLC,295583,103.77,LS Outer London,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,LS AREA COMMAND,BRITISH TELECOMMUNICATIONS PLC,295583,49.48,LS Total Command,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,LS OP SUPPORT PLANNING,BRITISH TELECOMMUNICATIONS PLC,295583,60.46,LS Total Command,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,LS A.I.B,BRITISH TELECOMMUNICATIONS PLC,295583,63.2,LS Total Command,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,NE A.I.B,BRITISH TELECOMMUNICATIONS PLC,295583,48.04,NE Central Cost Sector Command,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,NE AREA COMMAND,BRITISH TELECOMMUNICATIONS PLC,295583,15.16,NE Command Sector,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,NE NOTTINGHAM,BRITISH TELECOMMUNICATIONS PLC,295583,7.88,NE EAST MIDLAND SECTOR COMMAND,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,NE LEEDS STAFF COSTS,BRITISH TELECOMMUNICATIONS PLC,295583,20.56,N.E East Sector Command,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,NE NEWCASTLE STAFF COSTS,BRITISH TELECOMMUNICATIONS PLC,295583,6.97,N.E North Sector Command,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,NE M'BROUGH STAFF COSTS,BRITISH TELECOMMUNICATIONS PLC,295583,10.78,N.E North Sector Command,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,NE SHEFFIELD STAFF COSTS,BRITISH TELECOMMUNICATIONS PLC,295583,6.97,NE South Sector Command,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,NW A.I.B,BRITISH TELECOMMUNICATIONS PLC,295583,54.04,NW Central Cost Sector Command,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,NW AJU,BRITISH TELECOMMUNICATIONS PLC,295583,45.48,NW Central Cost Sector Command,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,NW PROACTIVE UNIT,BRITISH TELECOMMUNICATIONS PLC,295583,36.92,NW CRIME SECTOR COMMAND,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,NW CUSTODY SUITE,BRITISH TELECOMMUNICATIONS PLC,295583,15.16,NW CUSTODY SUITE,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,NW PRESTON,BRITISH TELECOMMUNICATIONS PLC,295583,70.59,NW East Sector Command,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,NW CARLISLE,BRITISH TELECOMMUNICATIONS PLC,295583,17.84,NW East Sector Command,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,NW BLACKPOOL,BRITISH TELECOMMUNICATIONS PLC,295583,15.16,NW East Sector Command,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,NW LANCASTER,BRITISH TELECOMMUNICATIONS PLC,295583,43.86,NW East Sector Command,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,NW WIGAN,BRITISH TELECOMMUNICATIONS PLC,295583,15.16,NW East Sector Command,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,NW REACTIVE UNIT,BRITISH TELECOMMUNICATIONS PLC,295583,35.42,NW SECTOR COMMAND,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,NW STOKE,BRITISH TELECOMMUNICATIONS PLC,295583,18.9,NW West Sector Command,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,NW CHESTER,BRITISH TELECOMMUNICATIONS PLC,295583,29.35,NW West Sector Command,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,NW CREWE,BRITISH TELECOMMUNICATIONS PLC,295583,15.16,NW West Sector Command,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,NW SOUTHPORT,BRITISH TELECOMMUNICATIONS PLC,295583,33.04,NW West Sector Command,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,NW LIVERPOOL,BRITISH TELECOMMUNICATIONS PLC,295583,30.63,NW West Sector Command,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,CONTROL ROOM BIRMINGHAM,BRITISH TELECOMMUNICATIONS PLC,295583,15.15,OPERATIONS DEPT,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,CRIME RECORDING CENTRE,BRITISH TELECOMMUNICATIONS PLC,295583,15.15,OPERATIONS DEPT,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,FHQ TECHNOLOGY MANAGER,BRITISH TELECOMMUNICATIONS PLC,295583,19679.49,OPERATIONS DEPT,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,OPERATIONS MANAGEMENT,BRITISH TELECOMMUNICATIONS PLC,295583,43.95,OPERATIONS DEPT,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,NEIGHBRHOOD POLICE & PRTNRSHP,BRITISH TELECOMMUNICATIONS PLC,295583,15.15,OPERATIONS DEPT,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,Rhyl Police Station,BRITISH TELECOMMUNICATIONS PLC,295583,36.9,Rhyl Police Station,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,SC CID,BRITISH TELECOMMUNICATIONS PLC,295583,15.16,Sc Central Cost Sector Command,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,SC A.I.B,BRITISH TELECOMMUNICATIONS PLC,295583,158.81,Sc Central Cost Sector Command,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,SC CASE MANAGEMENT,BRITISH TELECOMMUNICATIONS PLC,295583,147.62,Sc Central Cost Sector Command,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,SC EDINBURGH STAFF COSTS,BRITISH TELECOMMUNICATIONS PLC,295583,33.62,Scot East Sector Command,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,SC KIRKCALDY STAFF COSTS,BRITISH TELECOMMUNICATIONS PLC,295583,20.33,Scot East Sector Command,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,SC ABERDEEN STAFF COSTS,BRITISH TELECOMMUNICATIONS PLC,295583,90.01,Scot North Sector Command,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,SC INVERNESS STAFF COSTS,BRITISH TELECOMMUNICATIONS PLC,295583,81.64,Scot North Sector Command,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,SC DUNDEE STAFF COSTS,BRITISH TELECOMMUNICATIONS PLC,295583,41.09,Scot North Sector Command,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,SC GLASGOW STAFF COSTS,BRITISH TELECOMMUNICATIONS PLC,295583,36.39,Scot West Sector Command,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,SC MOTHERWELL STAFF COSTS,BRITISH TELECOMMUNICATIONS PLC,295583,27.48,Scot West Sector Command,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,SC KILWINNING STAFF COSTS,BRITISH TELECOMMUNICATIONS PLC,295583,62.95,Scot West Sector Command,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,SC DALMUIR STAFF COSTS,BRITISH TELECOMMUNICATIONS PLC,295583,15.16,Scot West Sector Command,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,SC PAISLEY STAFF COSTS,BRITISH TELECOMMUNICATIONS PLC,295583,17.03,Scot West Sector Command,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,SC STIRLING STAFF COSTS,BRITISH TELECOMMUNICATIONS PLC,295583,15.16,Scot West Sector Command,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,WN CID,BRITISH TELECOMMUNICATIONS PLC,295583,30.3,WW Central Cost Sector Command,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,WN A.I.B,BRITISH TELECOMMUNICATIONS PLC,295583,54.04,WW Central Cost Sector Command,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,WN BIRMINGHAM STAFF COSTS,BRITISH TELECOMMUNICATIONS PLC,295583,30.28,Ww North Sector Command,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,WN COVENTRY STAFF COSTS,BRITISH TELECOMMUNICATIONS PLC,295583,82.8,Ww North Sector Command,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,WN BRISTOL T M STAFF COSTS,BRITISH TELECOMMUNICATIONS PLC,295583,173.04,WW South Sector Command,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,WN PLYMOUTH STAFF COSTS,BRITISH TELECOMMUNICATIONS PLC,295583,15.15,WW South Sector Command,NE82 6AA
Department for Transport,BTP,10/05/2013,TELEPHONE CALLS,WN GLOUCESTER STAFF COSTS,BRITISH TELECOMMUNICATIONS PLC,295583,35.49,WW South Sector Command,NE82 6AA
