Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,SumOfAmount,Text,Postcode
Department For Transport,British Transport Police,40851,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,Ridge & Partners,250479,4200,CAPITAL CONTROL ACCOUNT,OX20 1QR
Department For Transport,British Transport Police,40865,PENSION EMPLOYER CONTS,CORPORATE FINANCE,LRT PENSION FUND TRUSTEE CO LTD,255113,10244,FINANCE & CORPORATE SERVICES,SW1H 0BD
Department For Transport,British Transport Police,40872,SERVICE CHARGES,NE NEWCASTLE STAFF COSTS,SANDERSON WEATHERALL CLIENT PREMIUM A/C,243167,8997.48,N.E North Sector Command,LS1 4WG
Department For Transport,British Transport Police,40872,SERVICE CHARGES,NE ADMIN OF JUSTICE,SANDERSON WEATHERALL CLIENT PREMIUM A/C,243165,4650.83,NE Central Cost Sector Command,LS1 4WG
Department For Transport,British Transport Police,40872,SERVICE CHARGES,NE NEWCASTLE STAFF COSTS,SANDERSON WEATHERALL CLIENT PREMIUM A/C,243152,1732.5,N.E North Sector Command,LS1 4WG
Department For Transport,British Transport Police,40872,SERVICE CHARGES,NE ADMIN OF JUSTICE,SANDERSON WEATHERALL CLIENT PREMIUM A/C,243151,645.6,NE Central Cost Sector Command,LS1 4WG
Department For Transport,British Transport Police,40872,SERVICE CHARGES,NE ADMIN OF JUSTICE,SANDERSON WEATHERALL CLIENT PREMIUM A/C,243154,4673.1,NE Central Cost Sector Command,LS1 4WG
Department For Transport,British Transport Police,40872,SERVICE CHARGES,NE NEWCASTLE STAFF COSTS,SANDERSON WEATHERALL CLIENT PREMIUM A/C,243153,8332.5,N.E North Sector Command,LS1 4WG
Department For Transport,British Transport Police,40872,SERVICE CHARGES,NE NEWCASTLE STAFF COSTS,SANDERSON WEATHERALL CLIENT PREMIUM A/C,250027,8332.5,N.E North Sector Command,LS1 4WG
Department For Transport,British Transport Police,40872,SERVICE CHARGES,NE ADMIN OF JUSTICE,SANDERSON WEATHERALL CLIENT PREMIUM A/C,250026,4673.1,NE Central Cost Sector Command,LS1 4WG
Department For Transport,British Transport Police,40872,BUILDING RENTAL,NW LIVERPOOL STAFF COSTS,SANDERSON WEATHERALL CLIENT PREMIUM A/C,255733,14310,N.W West Sector Command,LS1 4WG
Department For Transport,British Transport Police,40872,SERVICE CHARGES,NW LIVERPOOL STAFF COSTS,SANDERSON WEATHERALL CLIENT PREMIUM A/C,255733,11237.4,N.W West Sector Command,LS1 4WG
Department For Transport,British Transport Police,40872,BUILDING RENTAL,NW LIVERPOOL STAFF COSTS,SANDERSON WEATHERALL CLIENT PREMIUM A/C,255732,17558.7,N.W West Sector Command,LS1 4WG
Department For Transport,British Transport Police,40872,SERVICE CHARGES,NW LIVERPOOL STAFF COSTS,SANDERSON WEATHERALL CLIENT PREMIUM A/C,255732,11325.6,N.W West Sector Command,LS1 4WG
Department For Transport,British Transport Police,40872,BUILDING RENTAL,N/West Custody Suites,SANDERSON WEATHERALL CLIENT PREMIUM A/C,255730,1950,N/West Custody Suites,LS1 4WG
Department For Transport,British Transport Police,40872,SERVICE CHARGES,N/West Custody Suites,SANDERSON WEATHERALL CLIENT PREMIUM A/C,255730,1885.5,N/West Custody Suites,LS1 4WG
Department For Transport,British Transport Police,40851,TRAINING-POLICE,LEADERSHIP & MGT DEV FACULTY,SCOTTISH POLICE SERVICES AUTHORITY,254230,27940,HUMAN RESOURCES TOTAL,G2 2AF
Department For Transport,British Transport Police,40872,OSPRE&SCOTTISH PROMOTION EXAMS,LEADERSHIP & MGT DEV FACULTY,SCOTTISH POLICE SERVICES AUTHORITY,255612,12250,HUMAN RESOURCES TOTAL,G2 2AF
Department For Transport,British Transport Police,40865,ELECTRICITY,NW CREWE STAFF COSTS,SCOTTISH POWER Plc,254414,945.56,N.W West Sector Command,G44 4YU
Department For Transport,British Transport Police,40872,ELECTRICITY,SC GLASGOW STAFF COSTS,SCOTTISH POWER Plc,255728,3492.95,Scot West Sector Command,G44 4YU
Department For Transport,British Transport Police,40851,TRAINING-POLICE,HR LEARNING AND DEVELOPMENT,SDR CONSULTING LIMITED,254238,14040,HUMAN RESOURCES TOTAL,LA1 4FU
Department For Transport,British Transport Police,40851,INVENTORIES -ADDITIONS-FORCE,FORCE BALANCE SHEET (EXCL.FAR),SEALSKINZ LTD,254228,1368,FORCE BALANCE SHEET (EXCL.FAR),PE30 4PP
Department For Transport,British Transport Police,40851,TEMPORARY STAFF,FHQ SCENES OF CRIME,SERVOCA PLC,247788,1519.8,ACC (PROTECTIVE SERVICES),WC2H 7DT
Department For Transport,British Transport Police,40872,GAS,SC GLASGOW STAFF COSTS,SCOTTISH GAS,254604,984.81,Scot West Sector Command,EH95 1AB
Department For Transport,British Transport Police,40865,SECURITY- SHREDDING,NE AREA COMMAND,SHRED-IT LTD,253964,948,NE Command Sector,M33 7JQ
Department For Transport,British Transport Police,40851,FIRE SAFETY MAINTENANCE,FHQ FACILITIES,Siemens Plc,251525,1833.3,FINANCE & CORPORATE SERVICES,TW16 7HG
Department For Transport,British Transport Police,40851,HIRE OF CONSULTANTS,STRATEGIC DEVELOPMENT DEPT,SIEMENS ENTERPRISE COMMUNICATIONS LTD,254240,1800,DEP. CHIEF CONSTABLE TOTAL,MK15 ODJ
Department For Transport,British Transport Police,40851,EQUIP PURCH - POLICE  (NONCAP),STRATEGIC DEVELOPMENT DEPT,SIEMENS ENTERPRISE COMMUNICATIONS LTD,254241,1440,DEP. CHIEF CONSTABLE TOTAL,MK15 ODJ
Department For Transport,British Transport Police,40872,HIRE OF CONSULTANTS,FHQ TECHNOLOGY MANAGER,SIGNUM INTERNATIONAL LTD,255422,990,OPERATIONS DEPT,ME19 4AE
Department For Transport,British Transport Police,40872,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,Software Box Ltd,254565,5759.87,CAPITAL CONTROL ACCOUNT,YO61 1ET
Department For Transport,British Transport Police,40872,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,Software Box Ltd,254567,954,CAPITAL CONTROL ACCOUNT,YO61 1ET
Department For Transport,British Transport Police,40872,TRAINING-POLICE,HR LEARNING AND DEVELOPMENT,SOUTH WALES POLICE,255611,825,HUMAN RESOURCES TOTAL,CF31 3SU
Department For Transport,British Transport Police,40872,EQUIP PURCH - POLICE  (NONCAP),REGIONAL TRAINER OUTER LONDON,ST JOHN AMBULANCE SUPPLIES,232299,-542.85,HUMAN RESOURCES TOTAL,S2 4SW
Department For Transport,British Transport Police,40872,TRAINING-POLICE,HR LEARNING AND DEVELOPMENT,ST JOHN AMBULANCE SUPPLIES,255608,624,HUMAN RESOURCES TOTAL,S2 4SW
Department For Transport,British Transport Police,40858,ADHOC MTCE- BUILDINGS,NE AREA COMMAND,STRATEGIC TEAM GROUP CO LTD,251993,6786.84,NE Command Sector,WF10 4UA
Department For Transport,British Transport Police,40865,ADHOC MTCE- BUILDINGS,FORCEWIDE MAINTENANCE,STRATEGIC TEAM GROUP CO LTD,255133,834,FINANCE & CORPORATE SERVICES,WF10 4UA
Department For Transport,British Transport Police,40865,ADHOC MTCE- BUILDINGS,FORCEWIDE MAINTENANCE,STRATEGIC TEAM GROUP CO LTD,255130,843.3,FINANCE & CORPORATE SERVICES,WF10 4UA
Department For Transport,British Transport Police,40865,ADHOC MTCE- BUILDINGS,FORCEWIDE MAINTENANCE,STRATEGIC TEAM GROUP CO LTD,255129,655.5,FINANCE & CORPORATE SERVICES,WF10 4UA
Department For Transport,British Transport Police,40865,ADHOC MTCE- BUILDINGS,FORCEWIDE MAINTENANCE,STRATEGIC TEAM GROUP CO LTD,255128,599.99,FINANCE & CORPORATE SERVICES,WF10 4UA
Department For Transport,British Transport Police,40865,ADHOC MTCE- BUILDINGS,FORCEWIDE MAINTENANCE,STRATEGIC TEAM GROUP CO LTD,255127,930.6,FINANCE & CORPORATE SERVICES,WF10 4UA
Department For Transport,British Transport Police,40872,ADHOC MTCE- BUILDINGS,FORCEWIDE MAINTENANCE,STRATEGIC TEAM GROUP CO LTD,255131,1802.91,FINANCE & CORPORATE SERVICES,WF10 4UA
Department For Transport,British Transport Police,40865,TRAINING-STAFF,DATA MANAGEMENT SYSTEM,Strategic Direction,254545,1374,OPERATIONS DEPT,CH64 9XF
Department For Transport,British Transport Police,40872,INVENTORIES -ADDITIONS-FORCE,FORCE BALANCE SHEET (EXCL.FAR),WILLIAM SUGDEN & SONS LTD,254087,7017.84,FORCE BALANCE SHEET (EXCL.FAR),WF1 5RQ
Department For Transport,British Transport Police,40872,INVENTORIES -ADDITIONS-FORCE,FORCE BALANCE SHEET (EXCL.FAR),WILLIAM SUGDEN & SONS LTD,254092,870.16,FORCE BALANCE SHEET (EXCL.FAR),WF1 5RQ
Department For Transport,British Transport Police,40851,IT SOFTWARE MAINTENANCE,FHQ JUSTICE MANAGEMENT,Capita Secure Information System,252453,-17700,ACC (PROTECTIVE SERVICES),SN14 0TW
Department For Transport,British Transport Police,40851,IT SOFTWARE MAINTENANCE,FHQ JUSTICE MANAGEMENT,Capita Secure Information System,252449,17700,ACC (PROTECTIVE SERVICES),SN14 0TW
Department For Transport,British Transport Police,40851,IT HARDWARE MAINTENANCE,FHQ TECHNOLOGY MANAGER,Capita Secure Information System,253500,19351.46,OPERATIONS DEPT,SN14 0TW
Department For Transport,British Transport Police,40851,IT HARDWARE MAINTENANCE,FHQ TECHNOLOGY MANAGER,Capita Secure Information System,253501,57678.17,OPERATIONS DEPT,SN14 0TW
Department For Transport,British Transport Police,40858,IT SOFTWARE MAINTENANCE,FHQ JUSTICE MANAGEMENT,Capita Secure Information System,254407,17700,ACC (PROTECTIVE SERVICES),SN14 0TW
Department For Transport,British Transport Police,40865,INTANG ASSETS LICENCES - ADD,CAPITAL CONTROL ACCOUNT,Capita Secure Information System,251295,39776.4,CAPITAL CONTROL ACCOUNT,SN14 0TW
Department For Transport,British Transport Police,40858,ELECTRICITY,WN ST DAVIDS HOUSE STAFF COSTS,Swalec,254539,613.95,Ww West Sector Command,PO9 5JB
Department For Transport,British Transport Police,40858,ELECTRICITY,WN ST DAVIDS HOUSE STAFF COSTS,Swalec,254541,-613.95,Ww West Sector Command,PO9 5JB
Department For Transport,British Transport Police,40872,IT SOFTWARE MAINTENANCE,B4 - NATIONAL CRIME TEAM,ALTIA SOLUTIONS LIMITED,255158,4176,ACC (PROTECTIVE SERVICES),G2 5SG
Department For Transport,British Transport Police,40851,SOLICITORS FEES,FHQ LEGAL ADVISORY SUPPORT,SIMONS MUIRHEAD & BURTON,254229,9240,HUMAN RESOURCES TOTAL,W1D 3JB
Department For Transport,British Transport Police,40872,CLAIM - EMPLOYMENT TRIBUNALS,FHQ LEGAL ADVISORY SUPPORT,SIMONS MUIRHEAD & BURTON,255137,3855,HUMAN RESOURCES TOTAL,W1D 3JB
Department For Transport,British Transport Police,40851,VEHICLE OWNED - ADDIT 3 YEARS,CAPITAL CONTROL ACCOUNT,SPECIAL VEHICLE PREPERATIONS LTD,252929,1104.48,CAPITAL CONTROL ACCOUNT,CO6 2NS
Department For Transport,British Transport Police,40851,VEHICLE OWNED - ADDIT 5 YEARS,CAPITAL CONTROL ACCOUNT,SPECIAL VEHICLE PREPERATIONS LTD,252929,644.28,CAPITAL CONTROL ACCOUNT,CO6 2NS
Department For Transport,British Transport Police,40865,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,SARAX LTD,255116,19800,CAPITAL CONTROL ACCOUNT,GU47 8LS
Department For Transport,British Transport Police,40865,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,SARAX LTD,255114,15300,CAPITAL CONTROL ACCOUNT,GU47 8LS
Department For Transport,British Transport Police,40865,LH BUILDINGS - ADDITIONS,CAPITAL CONTROL ACCOUNT,SARAX LTD,255115,7080,CAPITAL CONTROL ACCOUNT,GU47 8LS
Department For Transport,British Transport Police,40865,TRAINING-STAFF,HR LEARNING AND DEVELOPMENT,CITY OF LONDON POLICE,253985,650,HUMAN RESOURCES TOTAL,EC2M 4WN
Department For Transport,British Transport Police,40865,TRAINING-STAFF,HR LEARNING AND DEVELOPMENT,CITY OF LONDON POLICE,253986,-650,HUMAN RESOURCES TOTAL,EC2M 4WN
Department For Transport,British Transport Police,40872,ENTERTAINMENT (BUSINESS),FHQ CHIEF CONSTABLE,CHILD VICTIMS OF CRIME,255533,1200,DEP. CHIEF CONSTABLE TOTAL,ST16 2EZ
Department For Transport,British Transport Police,40865,TRAINING-STAFF,HR LEARNING AND DEVELOPMENT,PPA,254830,1140,HUMAN RESOURCES TOTAL,GU1 1HZ
Department For Transport,British Transport Police,40858,MTCE OF NON POLICE EQUIP,LN OPERATIONAL SUPPORT UNIT,MERRYWEATHER,254007,985.2,LN Operations,TN26 3EH
Department For Transport,British Transport Police,40872,FIRE SAFETY MAINTENANCE,NW OPERATIONS,MERRYWEATHER,253583,751.2,N.W West Sector Command,TN26 3EH
Department For Transport,British Transport Police,40872,INVENTORIES -ADDITIONS-FORCE,FORCE BALANCE SHEET (EXCL.FAR),KHAKIS BLUES N 2'S LTD,255095,4968,FORCE BALANCE SHEET (EXCL.FAR),L33 7TX
Department For Transport,British Transport Police,40872,INVENTORIES -ADDITIONS-FORCE,FORCE BALANCE SHEET (EXCL.FAR),KHAKIS BLUES N 2'S LTD,255771,6988,FORCE BALANCE SHEET (EXCL.FAR),L33 7TX
Department For Transport,British Transport Police,40851,FORENSIC SERVICES,FHQ SCIENTIFIC SUPPORT,NATIONAL POLICING IMPROVEMENT AGENCY,253402,998.71,ACC (PROTECTIVE SERVICES),RG27 0JW
Department For Transport,British Transport Police,40858,CLEANING CONTRACT- BUILDINGS,BLUNDELL STREET,TERRY PEARMAN,254266,650,FINANCE & CORPORATE SERVICES,W10 4JB
Department For Transport,British Transport Police,40858,CLEANING CONTRACT- BUILDINGS,SPRING HOUSE,TERRY PEARMAN,254267,1200,FINANCE & CORPORATE SERVICES,W10 4JB
Department For Transport,British Transport Police,40865,IT SOFTWARE MAINTENANCE,FHQ TECHNOLOGY MANAGER,L8 Solutions,251972,2280,OPERATIONS DEPT,DY3 3QT
Department For Transport,British Transport Police,40865,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,L8 Solutions,253977,7192.8,CAPITAL CONTROL ACCOUNT,DY3 3QT
Department For Transport,British Transport Police,40865,EQUIP PURCH - POLICE  (NONCAP),FIREARMS PROJECT,POLICE RESOURCE INTERNATIONAL,250930,2095.8,ACC (PROTECTIVE SERVICES),EX5 2BB
Department For Transport,British Transport Police,40851,PUBLICITY,TKAP,ARC Theatre,252132,12000,OPERATIONS DEPT,IG11 7BT
Department For Transport,British Transport Police,40858,ADHOC MTCE- BUILDINGS,FORCEWIDE MAINTENANCE,Cam-tech Security Systems Ltd,252625,580.87,FINANCE & CORPORATE SERVICES,TN12 0DT
Department For Transport,British Transport Police,40872,OPERATIONAL FEEDING,LS OPERATIONS,MONSTER FOODS LIMITED,255623,1320,LS Total Command,RH19 1RL
Department For Transport,British Transport Police,40872,TRAINING-POLICE,NW TRAINING,SOLUTIONS FIRE SAFETY LTD,255374,1022.88,NW Central Cost Sector Command,SS14 3GW
Department For Transport,British Transport Police,40872,TEMPORARY STAFF,LN FINANCE,ISS FACILITIES SERVICES - SECURITY,255688,3542.7,LN AREA COMMAND SECTOR,E14 9SH
Department For Transport,British Transport Police,40851,EQUIP PURCH  NON POL  (NONCAP),SC A.I.B,THE ENIGMA ENCODING CO LTD,254185,6612,Sc Central Cost Sector Command,PE8 5BD
Department For Transport,British Transport Police,40851,CARRIAGE,SC A.I.B,THE ENIGMA ENCODING CO LTD,254185,78,Sc Central Cost Sector Command,PE8 5BD
Department For Transport,British Transport Police,40851,BUILDING RENTAL,PAYROLL TRANSITION (FINANCE),SACO (THE SERVICED APARTMENTS CO LTD),253984,1133.56,FINANCE & CORPORATE SERVICES,BS8 1NN
Department For Transport,British Transport Police,40872,BUILDING RENTAL,HR PAYROLL BIRMINGHAM,SACO (THE SERVICED APARTMENTS CO LTD),255551,1794.8,HUMAN RESOURCES TOTAL,BS8 1NN
Department For Transport,British Transport Police,40872,BUILDING RENTAL,HR PAYROLL BIRMINGHAM,SACO (THE SERVICED APARTMENTS CO LTD),255761,1951.04,HUMAN RESOURCES TOTAL,BS8 1NN
Department For Transport,British Transport Police,40865,HIRE OF CONSULTANTS,FIREARMS PROJECT,PETER J HILTON,255117,3436.9,ACC (PROTECTIVE SERVICES),OX28 2EG
Department For Transport,British Transport Police,40872,HIRE OF CONSULTANTS,FIREARMS PROJECT,PETER J HILTON,255768,2861,ACC (PROTECTIVE SERVICES),OX28 2EG
Department For Transport,British Transport Police,40865,HIRE OF CONSULTANTS,HR ORGANISATIONAL DEVELOPMENT,BARBARA HAYES,254913,4000,HUMAN RESOURCES TOTAL,HA5 4LH
Department For Transport,British Transport Police,40851,EQUIP PURCH - POLICE  (NONCAP),DFT OLYMPICS,TENBOSS LTD,253963,21537,DFT OLYMPICS FUNDING,BN3 1FG
Department For Transport,British Transport Police,40858,TRAINING-STAFF,DFT OLYMPICS,TENBOSS LTD,254706,44359.2,DFT OLYMPICS FUNDING,BN3 1FG
Department For Transport,British Transport Police,40865,VEHICLE STORAGE,NE YORK STAFF COSTS,MENNELL MOTORS,254688,1358,NE South Sector Command,YO41 4AU
Department For Transport,British Transport Police,40865,TRAINING-STAFF,MANAGEMENT SERVICES,BLUEPRINT MANAGEMENT SYSTEMS LTD,254880,2844,DEP. CHIEF CONSTABLE TOTAL,EC4A 3DW
Department For Transport,British Transport Police,40865,TRAINING-STAFF,FHQ ESTATES MANAGER,ENCOMPASSED LTD,254914,594,FINANCE & CORPORATE SERVICES,BS40 7RE
Department For Transport,British Transport Police,40872,TRAINING-POLICE,REGIONAL TRAINER LONDON-LN/LS,DR P M KEANE,255387,2700,HUMAN RESOURCES TOTAL,N3 3NR
Department For Transport,British Transport Police,40851,HIRE OF ROOMS (EXTERNAL),LS SPECIAL CONSTABLES,RFCA-GL,254138,544,LS Total Command,SW6 3JS
Department For Transport,British Transport Police,40865,INVENTORIES -ADDITIONS-FORCE,FORCE BALANCE SHEET (EXCL.FAR),TCH UK LTD,255125,3300,FORCE BALANCE SHEET (EXCL.FAR),B42 1DN
Department For Transport,British Transport Police,40872,IT SOFTWARE PURCH (NONCAP),LS SPECIAL CONSTABLES,ENABLEMART UK T/A TECHREADY,255609,868.8,LS Total Command,SO16 6RB
Department For Transport,British Transport Police,40858,CLEANING CONTRACT- BUILDINGS,SPRING HOUSE,TEKNI KLEEN COMPUTER SERVICES LTD,254500,511.2,FINANCE & CORPORATE SERVICES,TW18 1TF
Department For Transport,British Transport Police,40858,SOCO EQUIP,FHQ SCENES OF CRIME,TETRA SCENE OF CRIME LIMITED,251274,706.58,ACC (PROTECTIVE SERVICES),SS14 3WE
Department For Transport,British Transport Police,40858,EQUIP PURCH - POLICE  (NONCAP),NW LIVERPOOL STAFF COSTS,TETRA SCENE OF CRIME LIMITED,253534,846.72,N.W West Sector Command,SS14 3WE
Department For Transport,British Transport Police,40858,SOCO EQUIP,FHQ SCENES OF CRIME,TETRA SCENE OF CRIME LIMITED,254518,1394.86,ACC (PROTECTIVE SERVICES),SS14 3WE
Department For Transport,British Transport Police,40872,VEHICLE SERVICING- PLANNED,LN WCML MOTORCYCLE TEAM,THAMES VALLEY POLICE AUTHORITY,255739,1843.26,LN West Sector Command,OX5 2YS
Department For Transport,British Transport Police,40872,TEMPORARY STAFF,FHQ TECHNOLOGY MANAGER,TLP CONSULTANCY LTD,254563,2237.28,OPERATIONS DEPT,RH1 4HW
Department For Transport,British Transport Police,40851,ADVERTISING- EMPLOYEES,HR RECRUITMENT BC BIRMINGHAM,TMP (UK) Ltd,251225,1196.33,HUMAN RESOURCES TOTAL,W1T 7RQ
Department For Transport,British Transport Police,40851,ADVERTISING- EMPLOYEES,HR RECRUITMENT BC BIRMINGHAM,TMP (UK) Ltd,252944,2010.25,HUMAN RESOURCES TOTAL,W1T 7RQ
Department For Transport,British Transport Police,40851,RECRUITMENT COSTS,HR RECRUITMENT BC BIRMINGHAM,TMP (UK) Ltd,254233,1411.06,HUMAN RESOURCES TOTAL,W1T 7RQ
Department For Transport,British Transport Police,40851,IMPROVEMENT WORKS (NON CAP),FORCEWIDE MAINTENANCE,Tocanos Ltd t/a Arc Electrical,254048,803.56,FINANCE & CORPORATE SERVICES,SE1 1PN
Department For Transport,British Transport Police,40865,IMPROVEMENT WORKS (NON CAP),FORCEWIDE MAINTENANCE,Tocanos Ltd t/a Arc Electrical,254989,594.4,FINANCE & CORPORATE SERVICES,SE1 1PN
Department For Transport,British Transport Police,40865,ADHOC MTCE- BUILDINGS,FORCEWIDE MAINTENANCE,Tocanos Ltd t/a Arc Electrical,254916,613.92,FINANCE & CORPORATE SERVICES,SE1 1PN
Department For Transport,British Transport Police,40858,BUILDING RENTAL,NE DONCASTER STAFF COSTS,Trafcourt Properties Limited,254203,7950,NE South Sector Command,DE6 1DG
Department For Transport,British Transport Police,40858,BUILDING RENTAL,NE CABLE TEAM,Trafcourt Properties Limited,254204,8640,NE Crime Supp Sector Command,DE6 1DG
Department For Transport,British Transport Police,40865,INSURANCE - PREMIUMS,NE DONCASTER STAFF COSTS,Trafcourt Properties Limited,252466,1929.66,NE South Sector Command,DE6 1DG
Department For Transport,British Transport Police,40851,CLEANING CONTRACT- BUILDINGS,NE DONCASTER STAFF COSTS,Trustclean Ltd,251463,1419.07,NE South Sector Command,DN5 9QH
Department For Transport,British Transport Police,40858,CLEANING CONTRACT- BUILDINGS,NE DONCASTER STAFF COSTS,Trustclean Ltd,252653,1457.41,NE South Sector Command,DN5 9QH
Department For Transport,British Transport Police,40865,CLEANING CONTRACT- BUILDINGS,NE DONCASTER STAFF COSTS,Trustclean Ltd,255026,1457.41,NE South Sector Command,DN5 9QH
Department For Transport,British Transport Police,40865,SOLICITORS FEES,FHQ ESTATES MANAGER,THOMSON SNELL & PASSMORE,255119,588,FINANCE & CORPORATE SERVICES,TN1 1NX
Department For Transport,British Transport Police,40865,SOLICITORS FEES,FHQ ESTATES MANAGER,THOMSON SNELL & PASSMORE,255122,1274.4,FINANCE & CORPORATE SERVICES,TN1 1NX
Department For Transport,British Transport Police,40865,SOLICITORS FEES,FHQ ESTATES MANAGER,THOMSON SNELL & PASSMORE,255124,970.55,FINANCE & CORPORATE SERVICES,TN1 1NX
Department For Transport,British Transport Police,40851,EQUIP PURCH - POLICE  (NONCAP),COUNTER TERRORISM,TACTICAL SAFETY RESPONSES LIMITED,252740,22968,OPERATIONS DEPT,NN11 8QT
Department For Transport,British Transport Police,40851,EQUIP PURCH - POLICE  (NONCAP),COUNTER TERRORISM,TACTICAL SAFETY RESPONSES LIMITED,254243,27048,OPERATIONS DEPT,NN11 8QT
