Department Family,Entity,Date,Expense Type,Expense Area Rev,Supplier,Transaction Number,Amount,Description,Supplier Postcode
Department for Transport,DVSA,31/10/2014,Health and Safety,Chief Executive,OSMOND GROUP LIMITED,984876,617.03,"VOSAPO18823,Flo High Back Chair",BH21 7SE
Department for Transport,DVSA,31/10/2014,Health and Safety,Chief Executive,OSMOND GROUP LIMITED,984876,74,"VOSAPO18823,Shipping - header level",BH21 7SE
Department for Transport,DVSA,31/10/2014,Health and Safety,Chief Executive,OSMOND GROUP LIMITED,984876,154.12,"VOSAPO18823,Value Added Tax - header level",BH21 7SE
Department for Transport,DVSA,31/10/2014,Impounded Vehicles,Strategy and Customer,WINCANTON GROUP LIMITED,984866,18307.67,"VOSAPO19231,Immobilisation costs Sept 14 - Dec 14",SN14 0WT
Department for Transport,DVSA,31/10/2014,Impounded Vehicles,Operations,WINCANTON GROUP LIMITED,984866,12329.8,"VOSAPO19231,Impounding charges Sept 14 - Dec 14",SN14 0WT
Department for Transport,DVSA,31/10/2014,Postage and Stationery,Office of the Traffic Commissioners and Licensing,NEOPOST LTD,984644,5000,FRANKING MACHINE TOP UP,RM1 2AR
Department for Transport,DVSA,31/10/2014,Testing Equipment Maintenance,Finance Estates and Performance,VL TEST SYSTEMS LTD,984891,18500,"VOSAPO19312,Monthly maintenance charge for VLT. Equipment volumes of 34 RBTs and  2 WPDs for October 2014.",MK18 1WA
Department for Transport,DVSA,31/10/2014,Travel and Subsistence,Chief Information Officer,MERCURE HOLLAND HOUSE HOTEL,984657,1680,ACCOMMODATION FOR TEAM BRIEFING 07/10/14,BS1 6SQ
Department for Transport,DVSA,20/10/2014,Business rates,ABERDEEN BALGOWNIE ROAD,ABERDEEN CITY COUNCIL,DIRECT DEBIT,618.1,826011 30009075 ABERDEEN CITY COUN 00032680011536 NDR 802701,#
Department for Transport,DVSA,20/10/2014,Business rates,ABERDEEN MPTC,ABERDEENSHIRE COUNCIL,DIRECT DEBIT,3590.9,826011 10002215 NDR - ABERDEENSHIR 9589456            802703,#
Department for Transport,DVSA,22/10/2014,Motorcycle Maintenance,BANBURY,ABINGDON HONDA,5100003897,1610.35,#,OX14 1TZ
Department for Transport,DVSA,22/10/2014,Conferences / Seminars,MERGER CHANGE,ACCOMMODATIONS UK,5100003910,650.55,#,NE3 1ND
Department for Transport,DVSA,10/10/2014,Rent - L&B (non-PFI),HORSFORTH LEEDS,ACE (LEEDS) LIMITED,5100003718,551.4,#,SW1X 9EJ
Department for Transport,DVSA,08/09/2014,Media & Press,ONLINE AND STAFF COMMUNICATIONS,AMAZON  MKTPLCE EU-UK,GPC,539,Media equipment,#
Department for Transport,DVSA,08/09/2014,Media & Press,ONLINE AND STAFF COMMUNICATIONS,AMAZON EU,GPC,699,Media equipment,#
Department for Transport,DVSA,08/09/2014,Media & Press,ONLINE AND STAFF COMMUNICATIONS,AMAZON EU,GPC,699,Media equipment,#
Department for Transport,DVSA,17/09/2014,IT Equip Cap Cost,LEARNING MATERIALS,APPLE ONLINE STORE GBP,GPC,4801.2,IT hardware,#
Department for Transport,DVSA,13/10/2014,Rent - L&B (non-PFI),DORCHESTER DTC,AQUA PEVERELL LLP,5100003720,570.08,#,BH14 0HU
Department for Transport,DVSA,20/10/2014,Fuel,VARIOUS DTCS,ARVAL,DIRECT DEBIT,31564.73,602140 58904530 ALLSTAR BUSINESS   424803-HO          697682,#
Department for Transport,DVSA,03/10/2014,Other Professional Fees,FINANCIAL CONTROL & GOVERNANCE,ARVATO LTD,5100003608,262264.8,#,HU10 6FE
Department for Transport,DVSA,31/10/2014,Business rates,SUTTON IN ASHFIELD (SHERWOOD HOUSE),ASHFIELD DISTRICT COUNCIL,DIRECT DEBIT,753,089074 61170005 ASHFIELD D.C.      23321441           973229,#
Department for Transport,DVSA,15/10/2014,Rent - L&B (non-PFI),ASHFORD DTC,ASHFORD BOROUGH COUNCIL,1900002300,6840,Ashford DTC Hire of 9 parking spaces 2014 - 2015,TN23 1PL
Department for Transport,DVSA,22/10/2014,LGV/PCV Maintenance,CARDINGTON/VOC TRNG,ATS EUROMASTER LTD,5100003831,767.02,#,EN11 1HH
Department for Transport,DVSA,22/10/2014,Tel & Fax Repairs & Maintenance,INFRAS/CONTRACTS,AZZURI COMMUNICATIONS LTD,5100003886,675.6,#,BB11 5FH
Department for Transport,DVSA,08/10/2014,Agency Staff Costs,FINANCE BUSINESS PARTNERS,BADENOCH & CLARK,5100003690,1383.6,JT 30.09.2014,W1T 5AE
Department for Transport,DVSA,23/10/2014,Agency Staff Costs,FINANCE BUSINESS PARTNERS,BADENOCH & CLARK,5100003915,1383.6,#,W1T 5AE
Department for Transport,DVSA,02/10/2014,Agency Staff Costs,FINANCE BUSINESS PARTNERS,BADENOCH & CLARK,5100003495,1729.5,#,W1T 5AE
Department for Transport,DVSA,17/10/2014,Property Maintenance,BRADFORD HEATON DTC,BAKER & JOINER LTD,5100002465,40749.08,Refurbishment,WS12 4DH
Department for Transport,DVSA,17/10/2014,Property Maintenance,BRADFORD HEATON DTC,BAKER & JOINER LTD,5100003788,42806.96,Refurbishment on site - 03.10.2014,WS12 4DH
Department for Transport,DVSA,03/10/2014,Stationery (Non-stock),HQ SITE COSTS,BANNER BUSINESS SERVICES LTD,5100003535,1186.04,#,NR3 1QU
Department for Transport,DVSA,27/10/2014,Stationery (Non-stock),OPS LOGISTICS,BANNER BUSINESS SERVICES LTD,5100003962,6470.42,#,NR3 1QU
Department for Transport,DVSA,09/10/2014,Bank charges,FINANCIAL CONTROL & GOVERNANCE,BARCLAYS MERCHANTS,DIRECT DEBIT,542.77,200401 01041180 BARCLAYS MERCH CHG 034069603/3385226O 990385,#
Department for Transport,DVSA,09/10/2014,Bank charges,FINANCIAL CONTROL & GOVERNANCE,BARCLAYS MERCHANTS,DIRECT DEBIT,730.1,200401 01041180 BARCLAYS MERCH CHG 034064208/2691525O 990385 DRIVING STANDARDS,#
Department for Transport,DVSA,09/10/2014,Bank charges,FINANCIAL CONTROL & GOVERNANCE,BARCLAYS MERCHANTS,DIRECT DEBIT,12081.54,200401 01041180 BARCLAYS MERCH CHG 033994840/0930644C 990385 DRIVING STANDARDS,#
Department for Transport,DVSA,09/10/2014,Bank charges,FINANCIAL CONTROL & GOVERNANCE,BARCLAYS MERCHANTS,DIRECT DEBIT,35468.8,200401 01041180 BARCLAYS MERCH CHG 034069602/3385192O 990385 DRIVING STANDARDS,#
Department for Transport,DVSA,09/10/2014,Bank charges,FINANCIAL CONTROL & GOVERNANCE,BARCLAYS MERCHANTS,DIRECT DEBIT,55324.5,200401 01041180 BARCLAYS MERCH CHG 034081177/4566501O 990385 DRIVING STANDARDS,#
Department for Transport,DVSA,03/10/2014,Business rates,BASILDON MPTC,BASILDON COUNCIL,DIRECT DEBIT,3129.73,600239 54244870 BASILDON COUNCIL   01      1700372286 990817,#
Department for Transport,DVSA,14/10/2014,Business rates,CARDINGTON,BEDFORD BOROUGH COUNCIL,DIRECT DEBIT,7230,600213 62288849 BEDFORD BOROUGH CO 1600225237         990788,#
Department for Transport,DVSA,22/10/2014,Conferences / Seminars,MERGER CHANGE,BEST WESTERN PLUS MANOR HOTEL,5100003907,720,#,CV7 7NH
Department for Transport,DVSA,22/10/2014,Conferences / Seminars,MERGER CHANGE,BEST WESTERN PLUS MANOR HOTEL,5100003908,2275,#,CV7 7NH
Department for Transport,DVSA,31/10/2014,Business rates,SIDCUP DTC,BEXLEY LONDON BOROOUGH,DIRECT DEBIT,1085,517014 21101167 BEXLEY LONDON BORO    958062310       852391,#
Department for Transport,DVSA,31/10/2014,Business rates,ERITH MPTC,BEXLEY LONDON BOROUGH,DIRECT DEBIT,4288,517014 21101167 BEXLEY LONDON BORO    958081919       852391,#
Department for Transport,DVSA,31/10/2014,Business rates,BIRMINGHAM SOUTH YARDLEY,BIRMINGHAM CITY COUNCIL,DIRECT DEBIT,1110,089001 61314298 BIRMINGHAM CITY CO 6003146692         930084,#
Department for Transport,DVSA,31/10/2014,Business rates,GARRETS GREEN MPTC,BIRMINGHAM CITY COUNCIL,DIRECT DEBIT,4899,089001 61314298 BIRMINGHAM CITY CO 6004360654         930084,#
Department for Transport,DVSA,31/10/2014,Business rates,SUTTON COLDFIELD,BIRMINGHAM CITY COUNCIL,DIRECT DEBIT,707,089001 61314298 BIRMINGHAM CITY CO 6002934743         930084,#
Department for Transport,DVSA,14/10/2014,Business rates,BLACKBURN (DARWEN) MPTC,BLACKBURN & DARWEN BOROUGH COUNCIL,DIRECT DEBIT,2144,161326 10048009 BWD BACS NNDR PYTS 500019223X         852777,#
Department for Transport,DVSA,07/10/2014,Business rates,BOLTON DTC,BOLTON METROPOLITAN BOROUGH,DIRECT DEBIT,813,089018 61009697 BMBC               50300803           973266,#
Department for Transport,DVSA,27/10/2014,Business rates,KINGS LYNN MPTC,BOROUGH COUNCIL OF KING'S LYNN & WEST NORFOLK,DIRECT DEBIT,2295,089014 61521133 BCKLWN BUS RATES   734293X            648499,#
Department for Transport,DVSA,01/10/2014,Business rates,BRENTWOOD DTC,BRENTWOOD BOROUGH COUNCIL,DIRECT DEBIT,904,089004 61073953 BRENTWOOD B.C      1806262            973784,#
Department for Transport,DVSA,31/10/2014,Business rates,BRENTWOOD DTC,BRENTWOOD BOROUGH COUNCIL,DIRECT DEBIT,904,309117 01731291 BRENTWOOD B.C      1806262            973784,#
Department for Transport,DVSA,27/10/2014,Telephone charges,VARIOUS DTCS,BRITISH TELECOMVP28060270M03801   ,DIRECT DEBIT,22758.63,200000 10596159 BRITISH TELECOM    VP28060270M14301   942769,#
Department for Transport,DVSA,31/10/2014,Business rates,NORWICH MPTC,BROADLAND DISTRICT COUNCIL,DIRECT DEBIT,2031,089014 61520804 BROADLAND D C      11593124X          926063,#
Department for Transport,DVSA,16/10/2014,Training,CARDINGTON - NON VOC,BSI GROUP,5100003797,3828,#,MK1 9EL
Department for Transport,DVSA,20/10/2014,Child care vouchers,HR - POLICY TEAM,BUSY BEES CHILDCARE VOUCH,DIRECT DEBIT,11430.12,160895 10000391 COMP VOUCHER SERV  0000318545         558546,#
Department for Transport,DVSA,29/10/2014,Gas,KIRKCALDY MPTC,CALOR GAS LIMITED,5100004032,551.89,#,CV34 6RL
Department for Transport,DVSA,31/10/2014,Business rates,CANTERBURY DTC,CANTERBURY CITY COUNCIL,DIRECT DEBIT,1285,600427 54829550 CANTERBURY CITY C  21209431           678850,#
Department for Transport,DVSA,31/10/2014,Business rates,HERNE BAY MPTC,CANTERBURY CITY COUNCIL,DIRECT DEBIT,2827,600427 54829550 CANTERBURY CITY C  23030983           678850,#
Department for Transport,DVSA,17/10/2014,IT Ser Running Costs,CARDINGTON - NON VOC,CAPITA BUSINESS SERVICES LTD,5100003834,736.58,#,DL1 9HN
Department for Transport,DVSA,17/10/2014,IT Ser Running Costs,CARDINGTON - NON VOC,CAPITA BUSINESS SERVICES LTD,5100003838,763.62,#,DL1 9HN
Department for Transport,DVSA,31/10/2014,IT Ser Running Costs,CARDINGTON - NON VOC,CAPITA BUSINESS SERVICES LTD,5100004050,1148.78,#,DL1 9HN
Department for Transport,DVSA,20/10/2014,IT Ser Running Costs,CENTRAL OPERATIONS,CAPITA BUSINESS SERVICES LTD,5100003840,16278.04,#,DL1 9HN
Department for Transport,DVSA,08/10/2014,IT Ser Running Costs,COBRIDGE,CAPITA BUSINESS SERVICES LTD,5100003675,524.4,#,DL1 9HN
Department for Transport,DVSA,08/10/2014,IT Ser Running Costs,COLCHESTER,CAPITA BUSINESS SERVICES LTD,5100003669,524.4,#,DL1 9HN
Department for Transport,DVSA,08/10/2014,IT Ser Running Costs,INFRAS/CONTRACTS,CAPITA BUSINESS SERVICES LTD,5100003681,612,#,DL1 9HN
Department for Transport,DVSA,08/10/2014,IT Ser Running Costs,INFRAS/CONTRACTS,CAPITA BUSINESS SERVICES LTD,5100003684,612,#,DL1 9HN
Department for Transport,DVSA,08/10/2014,IT Ser Running Costs,INFRAS/CONTRACTS,CAPITA BUSINESS SERVICES LTD,5100003673,816,#,DL1 9HN
Department for Transport,DVSA,08/10/2014,IT Ser Running Costs,INFRAS/CONTRACTS,CAPITA BUSINESS SERVICES LTD,5100003680,816,#,DL1 9HN
Department for Transport,DVSA,08/10/2014,IT Ser Running Costs,INFRAS/CONTRACTS,CAPITA BUSINESS SERVICES LTD,5100003677,1867.82,#,DL1 9HN
Department for Transport,DVSA,08/10/2014,IT Ser Running Costs,INFRAS/CONTRACTS,CAPITA BUSINESS SERVICES LTD,5100003670,2000.35,#,DL1 9HN
Department for Transport,DVSA,08/10/2014,IT Ser Running Costs,INFRAS/CONTRACTS,CAPITA BUSINESS SERVICES LTD,5100003666,7208.7,#,DL1 9HN
Department for Transport,DVSA,22/10/2014,IT Ser Running Costs,INFRAS/CONTRACTS,CAPITA BUSINESS SERVICES LTD,5100003909,9071.52,#,DL1 9HN
Department for Transport,DVSA,17/10/2014,IT Ser Running Costs,INFRAS/CONTRACTS,CAPITA BUSINESS SERVICES LTD,5100003820,11525.42,#,DL1 9HN
Department for Transport,DVSA,08/10/2014,IT Ser Running Costs,INFRAS/CONTRACTS,CAPITA BUSINESS SERVICES LTD,5100003671,562938.92,#,DL1 9HN
Department for Transport,DVSA,08/10/2014,IT Ser Running Costs,NEWPORT IOW,CAPITA BUSINESS SERVICES LTD,5100003674,996.96,#,DL1 9HN
Department for Transport,DVSA,08/10/2014,IT Ser Running Costs,PLYMOUTH MPTC,CAPITA BUSINESS SERVICES LTD,5100003682,590.4,#,DL1 9HN
Department for Transport,DVSA,14/10/2014,Business rates,CARDIFF (LLANISHEN) DTC,CARDIFF COUNCIL,DIRECT DEBIT,1281,309163 01467509 CARDIFF CO         10406182241        824913,#
Department for Transport,DVSA,31/10/2014,Business rates,CARLISLE MPTC,CARLISLE CITY COUNCIL,DIRECT DEBIT,1679,401622 71275984 BUSINESS RATES     108112302          982870,#
Department for Transport,DVSA,31/10/2014,Business rates,CHELMSFORD,CHELMSFORD BOROUGH,DIRECT DEBIT,1215,600513 55600018 CHELM CITY COUNCIL 700023876          284589,#
Department for Transport,DVSA,31/10/2014,Business rates,CHESTER MPTC,CHESHIRE WEST AND CHESTER COUNCIL,DIRECT DEBIT,1868,309192 02895329 CHESHIRE WEST AND  600245728          250013,#
Department for Transport,DVSA,06/10/2014,Motorcycle Maintenance,MITCHAM DTC,CHISWICK HONDA,5100003615,620.06,#,W4 5YT
Department for Transport,DVSA,27/10/2014,Business rates,EDINBURGH CURRIE DTC,CITY OF EDINBURGH COUNCIL,DIRECT DEBIT,820,830608 00740589 CEC COLLECTION A/C 2066597R           916372,#
Department for Transport,DVSA,14/10/2014,Business rates,LINCOLN MPTC,CITY OF LINCOLN,DIRECT DEBIT,1740,309505 00214663 CITY OF LINCOLN    30246091           930085,#
Department for Transport,DVSA,31/10/2014,Business rates,ELSWICK,CITY OF NEWCASTLE,DIRECT DEBIT,1651,089006 61145043 CITY OF NEWCASTLE  69493189           971418,#
Department for Transport,DVSA,31/10/2014,Business rates,NORTH AREA OFFICE,CITY OF NEWCASTLE,DIRECT DEBIT,18557,089006 61145043 CITY OF NEWCASTLE  69364591           971418,#
Department for Transport,DVSA,31/10/2014,Business rates,YORK,CITY OF YORK COUNCIL,DIRECT DEBIT,500,404731 70897558 CITY OF YORK GENER 4010440054         940784,#
Department for Transport,DVSA,28/10/2014,Rent - L&B (non-PFI),HULL MPTC,COAST & VALE COMMUNITY ACTION,1900002388,1593.97,August rental rooms 1&7,YO12 7PW
Department for Transport,DVSA,28/10/2014,Rent - L&B (non-PFI),HULL MPTC,COAST & VALE COMMUNITY ACTION,1900002389,1593.97,Sept rental rooms 1&7,YO12 7PW
Department for Transport,DVSA,28/10/2014,Rent - L&B (non-PFI),HULL MPTC,COAST & VALE COMMUNITY ACTION,5100003980,1593.97,RC - Hull MPTC (Craven Park)temp site rent,YO12 7PW
Department for Transport,DVSA,31/10/2014,Business rates,COLCHESTER,COLCHESTER BOROUGH COUNCIL,DIRECT DEBIT,612,309216 00216003 COLCHESTER BC NNDR 6598321X           990688,#
Department for Transport,DVSA,28/10/2014,Gas,CARDINGTON/VOC TRNG,CORONA ENERGY,DIRECT DEBIT,721.82,200574 30877700 CORONA ENERGY      20148848           625736,#
Department for Transport,DVSA,28/10/2014,Gas,NORTH AREA OFFICE,CORONA ENERGY,DIRECT DEBIT,652.27,200574 30877700 CORONA ENERGY      20148848           625736,#
Department for Transport,DVSA,17/10/2014,Business rates,SKIPTON DTC,CRAVEN DISTRICT COUNCIL,DIRECT DEBIT,1095,309112 00654605 CRAVEN DISTRICT CO 50006330460        994216,#
Department for Transport,DVSA,23/10/2014,Motorcycle Maintenance,CHESTER MPTC,CREWE HONDA CENTRE,5100003920,590.4,#,CW1 3HQ
Department for Transport,DVSA,27/10/2014,Cycle to work scheme,HR CRPTE EXPENDITURE,CYCLESCHEME LTD,1900002384,779.97,#,BA1 1WX
Department for Transport,DVSA,21/10/2014,Cycle to work scheme,HR CRPTE EXPENDITURE,CYCLESCHEME LTD,1900002336,999.98,#,BA1 1WX
Department for Transport,DVSA,03/10/2014,Business rates,BANGOR MPTC,CYNGOR GWYNEDD COUNCIL,DIRECT DEBIT,1733,203547 00923680 CYNG GWYNEDD COUN  130187903          850916,#
Department for Transport,DVSA,23/10/2014,Motorcycle Maintenance,PLYMOUTH MPTC,DAMERELLS MOTORCYCLES LTD,5100003921,523.22,#,TR9 6TF
Department for Transport,DVSA,14/10/2014,Machinery Rental,INFRAS/CONTRACTS,DANWOOD GROUP LTD,5100003767,504.42,#,LN6 3DG
Department for Transport,DVSA,14/10/2014,Business rates,DARLINGTON MPTC,DARLINGTON BOROUGH COUNCIL,DIRECT DEBIT,2282,523018 94123918 DBC COLLECTION ACC 60001901935        971466,#
Department for Transport,DVSA,21/10/2014,Rent - L&B (non-PFI),CHINGFORD DTC,DB INVESTMENTS LTD,1900002308,932.66,Insurance Year to 30.09.2015,IG7 6LP
Department for Transport,DVSA,16/10/2014,Other Professional Fees,OPERATIONAL SUPPORT,DEPARTMENT FOR TRANSPORT,5100003803,14357,#,SW1P 4DR
Department for Transport,DVSA,28/10/2014,Motorcycle Maintenance,BRISTOL MPTC,DICK LOVETT MOTORRAD,5100004004,811.61,#,BS10 7TU
Department for Transport,DVSA,06/10/2014,Business rates,DONCASTER DTC,DONCASTER METROPOLITAN BOROUGH,DIRECT DEBIT,823,089082 61040177 DMBC DEBITS        9400120284         971420,#
Department for Transport,DVSA,03/10/2014,Motorcycle Maintenance,IPSWICH MPTC,DOUGLAS PARK MOTORRAD,5100003527,695.26,#,G74 3XH
Department for Transport,DVSA,23/10/2014,Motorcycle Maintenance,SWANSEA - MPTC,DOUGLAS PARK MOTORRAD,5100003939,1196.39,#,G74 3XH
Department for Transport,DVSA,16/10/2014,Electricity recharges,LEICESTER WIGSTON MPTC,DRAPER PROPERTY LTD,5100003806,562.33,#,LE18 4WS
Department for Transport,DVSA,02/10/2014,Estate Management,HQ ESTATES,DTZ,5100003501,1216,#,EH3 9QG
Department for Transport,DVSA,02/10/2014,Estate Management,HQ ESTATES,DTZ,5100003500,11635.6,#,EH3 9QG
Department for Transport,DVSA,03/10/2014,Estate Management,HQ ESTATES,DTZ,5100003499,106200,#,EH3 9QG
Department for Transport,DVSA,14/10/2014,Business rates,DUNDEE MPTC,DUNDEE CITY COUNCIL,DIRECT DEBIT,2362,835000 00658059 DCC LOCAL TAX ACC  7910150747         916366,#
Department for Transport,DVSA,23/10/2014,Agents Fees,BOREHAMWOOD,DVLA SWANSEA,1900002371,16198.34,#,SA7 OEA
Department for Transport,DVSA,06/10/2014,Agents Fees,THEORY TEST,DVLA SWANSEA,5100003617,9380,#,SA7 OEA
Department for Transport,DVSA,24/10/2014,Agents Fees,THEORY TEST,DVLA SWANSEA,5100003952,9380,#,SA7 OEA
Department for Transport,DVSA,10/10/2014,Rates,VARIOUS DTCS,DWP SHARED SERVICES,1900002276,40514.63,#,CF14 3UW
Department for Transport,DVSA,14/10/2014,Business rates,BISHOP STORTFORD DTC,EAST HERTS COUNCIL,DIRECT DEBIT,773,600236 52507637 EAST HERTS COUNCIL 101555865          658952,#
Department for Transport,DVSA,27/10/2014,Business rates,EDINBURGH MUSSELBURGH MPTC,EAST LOTHIAN COUNCIL,DIRECT DEBIT,2540,832225 00100325 ELC BUSINESS RATES 308535109          800438,#
Department for Transport,DVSA,31/10/2014,Business rates,BURTON ON TRENT MPTC,EAST STAFFORDSHIRE BOROUGH COUNCIL,DIRECT DEBIT,1854,161470 10028206 EAST STAFFS B.C    9100135928         670816,#
Department for Transport,DVSA,03/10/2014,Business rates,EASTBOURNE,EASTBOURNE BOROUGH COUNCIL,DIRECT DEBIT,506,089025 61111381 EASTBOURNE BC      6110510            250340,#
Department for Transport,DVSA,17/10/2014,Stationery (Non-stock),HR CRPTE EXPENDITURE,EDENRED (INCENTIVES & MOTIVATION),5100003828,2868.88,#,CH4 9QJ
Department for Transport,DVSA,22/10/2014,Electricity,CARDINGTON,EDF  ENERGY,DIRECT DEBIT,2735.1,400530 70954160 EDF ENERGY 1 LTD   16616873           941528,#
