Department Family,Entity,Date,Expense Type,Expense Area ,Supplier,Transaction No,Sum of Amount,Item Text,Postal Code
Department for Transport,BTP,26/04/2013,VEHICLE OWNED - ADDIT 6 YEARS,CAPITAL CONTROL ACCOUNT,GMUK SPECIAL VEHICLES,294494,23409.71,CAPITAL CONTROL ACCOUNT,MK45  2JQ
Department for Transport,BTP,26/04/2013,VEHICLE OWNED - ADDIT 6 YEARS,CAPITAL CONTROL ACCOUNT,GMUK SPECIAL VEHICLES,294492,23409.71,CAPITAL CONTROL ACCOUNT,MK45  2JQ
Department for Transport,BTP,26/04/2013,VEHICLE OWNED - ADDIT 6 YEARS,CAPITAL CONTROL ACCOUNT,GMUK SPECIAL VEHICLES,294491,23409.71,CAPITAL CONTROL ACCOUNT,MK45  2JQ
Department for Transport,BTP,26/04/2013,VEHICLE OWNED - ADDIT 6 YEARS,CAPITAL CONTROL ACCOUNT,GMUK SPECIAL VEHICLES,294490,23445.94,CAPITAL CONTROL ACCOUNT,MK45  2JQ
Department for Transport,BTP,26/04/2013,VEHICLE OWNED - ADDIT 6 YEARS,CAPITAL CONTROL ACCOUNT,GMUK SPECIAL VEHICLES,294489,23445.94,CAPITAL CONTROL ACCOUNT,MK45  2JQ
Department for Transport,BTP,26/04/2013,VEHICLE OWNED - ADDIT 6 YEARS,CAPITAL CONTROL ACCOUNT,GMUK SPECIAL VEHICLES,294488,23445.94,CAPITAL CONTROL ACCOUNT,MK45  2JQ
Department for Transport,BTP,12/04/2013,VEHICLE OWNED - ADDIT 7 YEARS,CAPITAL CONTROL ACCOUNT,FORD MOTOR COMPANY LIMITED,292977,154524.45,CAPITAL CONTROL ACCOUNT,CO6 2NS
Department for Transport,BTP,12/04/2013,VEHICLE OWNED - ADDIT 7 YEARS,CAPITAL CONTROL ACCOUNT,FORD MOTOR COMPANY LIMITED,293001,103322.36,CAPITAL CONTROL ACCOUNT,CO6 2NS
Department for Transport,BTP,19/04/2013,FURNITURE & FITTINGS - ADD,CAPITAL CONTROL ACCOUNT,HARROW GREEN LIMITED,293167,10610.46,CAPITAL CONTROL ACCOUNT,E16 2BZ
Department for Transport,BTP,19/04/2013,FURNITURE & FITTINGS - ADD,CAPITAL CONTROL ACCOUNT,HARROW GREEN LIMITED,293309,55491.06,CAPITAL CONTROL ACCOUNT,E16 2BZ
Department for Transport,BTP,12/04/2013,FURNITURE & FITTINGS - ADD,CAPITAL CONTROL ACCOUNT,THE OFFICE FURNITURE CO LTD,292570,17469.6,CAPITAL CONTROL ACCOUNT,HP4 1EH
Department for Transport,BTP,26/04/2013,FURNITURE & FITTINGS - ADD,CAPITAL CONTROL ACCOUNT,THE OFFICE FURNITURE CO LTD,294234,1240.32,CAPITAL CONTROL ACCOUNT,HP4 1EH
Department for Transport,BTP,19/04/2013,FURNITURE & FITTINGS - ADD,CAPITAL CONTROL ACCOUNT,REFLEX LTD.,293817,1323.6,CAPITAL CONTROL ACCOUNT,RG2 0QX
Department for Transport,BTP,19/04/2013,FURNITURE & FITTINGS - ADD,CAPITAL CONTROL ACCOUNT,STRATEGIC TEAM GROUP CO LTD,293645,11864.42,CAPITAL CONTROL ACCOUNT,WF10 4UA
Department for Transport,BTP,04/04/2013,FURNITURE & FITTINGS - ADD,CAPITAL CONTROL ACCOUNT,SENATOR INTERNATIONAL LTD,292608,37872.29,CAPITAL CONTROL ACCOUNT,BB5 5YE
Department for Transport,BTP,12/04/2013,FURNITURE & FITTINGS - ADD,CAPITAL CONTROL ACCOUNT,SENATOR INTERNATIONAL LTD,292607,5713.74,CAPITAL CONTROL ACCOUNT,BB5 5YE
Department for Transport,BTP,04/04/2013,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,AVENTE LTD,292590,765,CAPITAL CONTROL ACCOUNT,WD25 8HR
Department for Transport,BTP,04/04/2013,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,AVENTE LTD,292587,1630.8,CAPITAL CONTROL ACCOUNT,WD25 8HR
Department for Transport,BTP,04/04/2013,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,AVENTE LTD,292596,2535.36,CAPITAL CONTROL ACCOUNT,WD25 8HR
Department for Transport,BTP,04/04/2013,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,AVENTE LTD,292597,4412.76,CAPITAL CONTROL ACCOUNT,WD25 8HR
Department for Transport,BTP,26/04/2013,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,AVENTE LTD,293163,23906.4,CAPITAL CONTROL ACCOUNT,WD25 8HR
Department for Transport,BTP,26/04/2013,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,AVENTE LTD,293156,3064.8,CAPITAL CONTROL ACCOUNT,WD25 8HR
Department for Transport,BTP,26/04/2013,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,AVENTE LTD,293165,3816.12,CAPITAL CONTROL ACCOUNT,WD25 8HR
Department for Transport,BTP,12/04/2013,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,Bellard Electronics Limited,293039,3204,CAPITAL CONTROL ACCOUNT,CW6 0EU
Department for Transport,BTP,12/04/2013,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,BRITISH TELECOMMUNICATIONS PLC,293042,21302.59,CAPITAL CONTROL ACCOUNT,NE82 6AA
Department for Transport,BTP,04/04/2013,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,Dtp Group Ltd,285166,1347.34,CAPITAL CONTROL ACCOUNT,LS10 1RJ
Department for Transport,BTP,04/04/2013,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,Dtp Group Ltd,292653,13027.8,CAPITAL CONTROL ACCOUNT,LS10 1RJ
Department for Transport,BTP,12/04/2013,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,Dtp Group Ltd,291609,6063.01,CAPITAL CONTROL ACCOUNT,LS10 1RJ
Department for Transport,BTP,12/04/2013,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,Dtp Group Ltd,291288,673.67,CAPITAL CONTROL ACCOUNT,LS10 1RJ
Department for Transport,BTP,12/04/2013,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,Dtp Group Ltd,291253,673.67,CAPITAL CONTROL ACCOUNT,LS10 1RJ
Department for Transport,BTP,12/04/2013,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,Dtp Group Ltd,291255,771.44,CAPITAL CONTROL ACCOUNT,LS10 1RJ
Department for Transport,BTP,12/04/2013,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,Dtp Group Ltd,291617,3127.03,CAPITAL CONTROL ACCOUNT,LS10 1RJ
Department for Transport,BTP,12/04/2013,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,Dtp Group Ltd,292995,1542.89,CAPITAL CONTROL ACCOUNT,LS10 1RJ
Department for Transport,BTP,12/04/2013,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,Dtp Group Ltd,292040,2314.33,CAPITAL CONTROL ACCOUNT,LS10 1RJ
Department for Transport,BTP,12/04/2013,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,Dtp Group Ltd,293067,26946.72,CAPITAL CONTROL ACCOUNT,LS10 1RJ
Department for Transport,BTP,12/04/2013,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,Dtp Group Ltd,293063,6736.68,CAPITAL CONTROL ACCOUNT,LS10 1RJ
Department for Transport,BTP,12/04/2013,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,Dtp Group Ltd,293064,6736.68,CAPITAL CONTROL ACCOUNT,LS10 1RJ
Department for Transport,BTP,12/04/2013,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,Dtp Group Ltd,293066,6736.68,CAPITAL CONTROL ACCOUNT,LS10 1RJ
Department for Transport,BTP,12/04/2013,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,Dtp Group Ltd,293065,6736.68,CAPITAL CONTROL ACCOUNT,LS10 1RJ
Department for Transport,BTP,19/04/2013,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,Dtp Group Ltd,293657,787.03,CAPITAL CONTROL ACCOUNT,LS10 1RJ
Department for Transport,BTP,19/04/2013,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,Dtp Group Ltd,293659,3148.13,CAPITAL CONTROL ACCOUNT,LS10 1RJ
Department for Transport,BTP,26/04/2013,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,Dtp Group Ltd,293266,3140.78,CAPITAL CONTROL ACCOUNT,LS10 1RJ
Department for Transport,BTP,26/04/2013,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,Dtp Group Ltd,293697,2134.37,CAPITAL CONTROL ACCOUNT,LS10 1RJ
Department for Transport,BTP,26/04/2013,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,MTI TECHNOLOGY LTD,293492,6600,CAPITAL CONTROL ACCOUNT,GU7 1XE
Department for Transport,BTP,26/04/2013,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,Q Associates,292578,1200,CAPITAL CONTROL ACCOUNT,RG20 8RY
Department for Transport,BTP,26/04/2013,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,RADIO TACTICS LIMITED,294636,8949.6,CAPITAL CONTROL ACCOUNT,SO15 0DJ
Department for Transport,BTP,13/04/2013,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,Software Box Ltd,281370,-30756.67,CAPITAL CONTROL ACCOUNT,YO61 1ET
Department for Transport,BTP,26/04/2013,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,Software Box Ltd,294275,28225.92,CAPITAL CONTROL ACCOUNT,YO61 1ET
Department for Transport,BTP,12/04/2013,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,SPECIALIST COMPUTER CENTRES PLC,291829,7200,CAPITAL CONTROL ACCOUNT,B11 2LE
Department for Transport,BTP,12/04/2013,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,SPECIALIST COMPUTER CENTRES PLC,291534,112672.08,CAPITAL CONTROL ACCOUNT,B11 2LE
Department for Transport,BTP,12/04/2013,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,SPECIALIST COMPUTER CENTRES PLC,293110,16264.47,CAPITAL CONTROL ACCOUNT,B11 2LE
Department for Transport,BTP,12/04/2013,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,SPECIALIST COMPUTER CENTRES PLC,293111,3312.83,CAPITAL CONTROL ACCOUNT,B11 2LE
Department for Transport,BTP,12/04/2013,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,SPECIALIST COMPUTER CENTRES PLC,292992,15119.63,CAPITAL CONTROL ACCOUNT,B11 2LE
Department for Transport,BTP,12/04/2013,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,SPECIALIST COMPUTER CENTRES PLC,292991,7140,CAPITAL CONTROL ACCOUNT,B11 2LE
Department for Transport,BTP,19/04/2013,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,SPECIALIST COMPUTER CENTRES PLC,293655,1209.24,CAPITAL CONTROL ACCOUNT,B11 2LE
Department for Transport,BTP,19/04/2013,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,SPECIALIST COMPUTER CENTRES PLC,293106,115320,CAPITAL CONTROL ACCOUNT,B11 2LE
Department for Transport,BTP,26/04/2013,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,BT GLOBAL SERVICES,292694,9935.32,CAPITAL CONTROL ACCOUNT,NW9 5BA
Department for Transport,BTP,26/04/2013,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,BT GLOBAL SERVICES,292695,2908.72,CAPITAL CONTROL ACCOUNT,NW9 5BA
Department for Transport,BTP,26/04/2013,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,TELEVISION INSTALLATION SERVICES (MANSFIELD),294282,780,CAPITAL CONTROL ACCOUNT,NG18 5BU
Department for Transport,BTP,19/04/2013,IT - ADDITIONS,CAPITAL CONTROL ACCOUNT,ARRIVA TRAINS WALES LTD,293857,19431.26,CAPITAL CONTROL ACCOUNT,CF10 5DJ
Department for Transport,BTP,19/04/2013,INVENTORIES -ADDITIONS-FORCE,FORCE BALANCE SHEET (EXCL.FAR),BUTTS INTERNATIONAL LTD,293799,907.5,FORCE BALANCE SHEET (EXCL.FAR),RG6 1PE
Department for Transport,BTP,12/04/2013,INVENTORIES -ADDITIONS-FORCE,FORCE BALANCE SHEET (EXCL.FAR),C.W.HEADDRESS,293226,673.2,FORCE BALANCE SHEET (EXCL.FAR),OX28 4FH
Department for Transport,BTP,12/04/2013,INVENTORIES -ADDITIONS-FORCE,FORCE BALANCE SHEET (EXCL.FAR),C.W.HEADDRESS,293225,1208.76,FORCE BALANCE SHEET (EXCL.FAR),OX28 4FH
Department for Transport,BTP,12/04/2013,INVENTORIES -ADDITIONS-FORCE,FORCE BALANCE SHEET (EXCL.FAR),C.W.HEADDRESS,293223,2502.3,FORCE BALANCE SHEET (EXCL.FAR),OX28 4FH
Department for Transport,BTP,12/04/2013,INVENTORIES -ADDITIONS-FORCE,FORCE BALANCE SHEET (EXCL.FAR),C.W.HEADDRESS,293224,609.38,FORCE BALANCE SHEET (EXCL.FAR),OX28 4FH
Department for Transport,BTP,26/04/2013,INVENTORIES -ADDITIONS-FORCE,FORCE BALANCE SHEET (EXCL.FAR),Derby Unitex Ltd,294720,10816,FORCE BALANCE SHEET (EXCL.FAR),DE1 2BU
Department for Transport,BTP,26/04/2013,INVENTORIES -ADDITIONS-FORCE,FORCE BALANCE SHEET (EXCL.FAR),HAWK PROTECTION LTD,294723,986.04,FORCE BALANCE SHEET (EXCL.FAR),BT75 0NE
Department for Transport,BTP,26/04/2013,INVENTORIES -ADDITIONS-FORCE,FORCE BALANCE SHEET (EXCL.FAR),HAWK PROTECTION LTD,294725,702.43,FORCE BALANCE SHEET (EXCL.FAR),BT75 0NE
Department for Transport,BTP,26/04/2013,INVENTORIES -ADDITIONS-FORCE,FORCE BALANCE SHEET (EXCL.FAR),Mitre Blue Light Limited,293527,3405.6,FORCE BALANCE SHEET (EXCL.FAR),SO32 1DR
Department for Transport,BTP,19/04/2013,INVENTORIES -ADDITIONS-FORCE,FORCE BALANCE SHEET (EXCL.FAR),Michael Lupton Associates,293495,1314,FORCE BALANCE SHEET (EXCL.FAR),YO42 4LU
Department for Transport,BTP,26/04/2013,INVENTORIES -ADDITIONS-FORCE,FORCE BALANCE SHEET (EXCL.FAR),Paramo Ltd,294471,683.1,FORCE BALANCE SHEET (EXCL.FAR),TN5 6DF
Department for Transport,BTP,26/04/2013,INVENTORIES -ADDITIONS-FORCE,FORCE BALANCE SHEET (EXCL.FAR),PORTWEST CLOTHING LTD,294384,2059.2,FORCE BALANCE SHEET (EXCL.FAR),S63 0JF
Department for Transport,BTP,12/04/2013,INVENTORIES -ADDITIONS-FORCE,FORCE BALANCE SHEET (EXCL.FAR),TCH UK LTD,293202,3420,FORCE BALANCE SHEET (EXCL.FAR),B42 1DN
Department for Transport,BTP,19/04/2013,INVENTORIES -ADDITIONS-FORCE,FORCE BALANCE SHEET (EXCL.FAR),TCH UK LTD,293835,3420,FORCE BALANCE SHEET (EXCL.FAR),B42 1DN
Department for Transport,BTP,26/04/2013,INVENTORIES -ADDITIONS-FORCE,FORCE BALANCE SHEET (EXCL.FAR),WORKIN TOGS,293696,2620.8,FORCE BALANCE SHEET (EXCL.FAR),
Department for Transport,BTP,12/04/2013,INVENTORIES -ADDITIONS-FORCE,FORCE BALANCE SHEET (EXCL.FAR),MWUK Ltd.,293086,1127.52,FORCE BALANCE SHEET (EXCL.FAR),G32 8NB
Department for Transport,BTP,19/04/2013,INVENTORIES -ADDITIONS-FORCE,FORCE BALANCE SHEET (EXCL.FAR),MWUK Ltd.,291363,902.05,FORCE BALANCE SHEET (EXCL.FAR),G32 8NB
Department for Transport,BTP,04/04/2013,SEASON TICKET LOAN,FORCE BALANCE SHEET (EXCL.FAR),ATOC RAIL TRAVEL ACCOUNT,292614,6492,FORCE BALANCE SHEET (EXCL.FAR),SG1 2YN
Department for Transport,BTP,12/04/2013,SEASON TICKET LOAN,FORCE BALANCE SHEET (EXCL.FAR),ATOC RAIL TRAVEL ACCOUNT,293082,8876,FORCE BALANCE SHEET (EXCL.FAR),SG1 2YN
Department for Transport,BTP,26/04/2013,VAT INPUT,FORCE BALANCE SHEET (EXCL.FAR),CAPITA SECURE RESOURCE SOLUTIONS,290335,3780,FORCE BALANCE SHEET (EXCL.FAR),PE29 6SZ
Department for Transport,BTP,26/04/2013,VAT INPUT,FORCE BALANCE SHEET (EXCL.FAR),CAPITA SECURE RESOURCE SOLUTIONS,293176,-3780,FORCE BALANCE SHEET (EXCL.FAR),PE29 6SZ
Department for Transport,BTP,30/04/2013,HMRC PENSION RESERVE UTILISED,FORCE BALANCE SHEET (EXCL.FAR),HM REVENUE & CUSTOMS - BRADFORD,30860,2105.4,FORCE BALANCE SHEET (EXCL.FAR),BD98 1GG
Department for Transport,BTP,30/04/2013,HMRC PENSION RESERVE UTILISED,FORCE BALANCE SHEET (EXCL.FAR),HM REVENUE & CUSTOMS - BRADFORD,30859,2048,FORCE BALANCE SHEET (EXCL.FAR),BD98 1GG
Department for Transport,BTP,30/04/2013,HMRC PENSION RESERVE UTILISED,FORCE BALANCE SHEET (EXCL.FAR),HM REVENUE & CUSTOMS - BRADFORD,30868,501,FORCE BALANCE SHEET (EXCL.FAR),BD98 1GG
Department for Transport,Driver & Vehicle Licensing Agency,30/04/2013,GR/IR  Non Sec stock,DfT Shared Services Centre,MBA GROUP LTD,2000010201,564.48,C4 manila window for S.S.C,MK11 3ET
Department for Transport,Driver & Vehicle Licensing Agency,13/04/2013,Training,DfT Shared Services Centre,ACAS,2000505067,570,#,CF4 5GJ
Department for Transport,Driver & Vehicle Licensing Agency,13/04/2013,Subscriptions to Pro,DfT Shared Services Centre,UK & IRELAND SAP USER GROUP LTD,2000010205,600,2013 membership,TS23 4EA
Department for Transport,Driver & Vehicle Licensing Agency,16/04/2013,Non Stock Machine Co,DfT Shared Services Centre,SUPPLIES TEAM,2000018565,679.7,CE271A Cyan Toner CE271A,S9 1XU
Department for Transport,Driver & Vehicle Licensing Agency,23/04/2013,Non Stock Machine Co,DfT Shared Services Centre,SUPPLIES TEAM,2000027874,899.18,#,S9 1XU
Department for Transport,Driver & Vehicle Licensing Agency,25/04/2013,Live Running,DfT Shared Services Centre,CABLE & WIRELESS COMMUNICATIONS,2000032497,999,#,MK3 5JP
Department for Transport,Driver & Vehicle Licensing Agency,19/04/2013,Agency Staff Costs,DfT Shared Services Centre,REED SPECIALIST RECRUITMENT,2000024794,1090.56,#,NN1 1UE
Department for Transport,Driver & Vehicle Licensing Agency,18/04/2013,Training,DfT Shared Services Centre,IT GOVERNANCE LTD,2000023065,1245,#,CB7 4EH
Department for Transport,Driver & Vehicle Licensing Agency,08/04/2013,Agency Staff Costs,DfT Shared Services Centre,REED SPECIALIST RECRUITMENT,2000008845,1363.2,#,NN1 1UE
Department for Transport,Driver & Vehicle Licensing Agency,28/04/2013,Agency Staff Costs,DfT Shared Services Centre,LA INTERNATIONAL COMPUTER CONSULTAN,2000001988,1371.22,#,ST1 5UB
Department for Transport,Driver & Vehicle Licensing Agency,12/04/2013,Stationery (Non-stk),DfT Shared Services Centre,HAGUE COMPUTER SUPPLIES LIMITED,2000015395,1743.36,Cheques,WF6 1TD
Department for Transport,Driver & Vehicle Licensing Agency,18/04/2013,Security Checking,DfT Shared Services Centre,DISCLOSURE SCOTLAND,2000023058,2375,#,G51 1YU
Department for Transport,Driver & Vehicle Licensing Agency,15/04/2013,Machinery Maintenanc,DfT Shared Services Centre,PARAGON GROUP UK LTD,2000505063,2551.6,#,SR4 6ST
Department for Transport,Driver & Vehicle Licensing Agency,19/04/2013,Agency Staff Costs,DfT Shared Services Centre,LA INTERNATIONAL COMPUTER CONSULTAN,2000508486,2742.43,#,ST1 5UB
Department for Transport,Driver & Vehicle Licensing Agency,15/04/2013,Charges  Ext Bodies,DfT Shared Services Centre,CABLE & WIRELESS COMMUNICATIONS,2000016909,3195.6,#,MK3 5JP
Department for Transport,Driver & Vehicle Licensing Agency,23/04/2013,Security Checking,DfT Shared Services Centre,DISCLOSURE SCOTLAND,2000027879,3200,#,G51 1YU
Department for Transport,Driver & Vehicle Licensing Agency,05/04/2013,Agency Staff Costs,DfT Shared Services Centre,LA INTERNATIONAL COMPUTER CONSULTAN,2000484855,3428.04,#,ST1 5UB
Department for Transport,Driver & Vehicle Licensing Agency,12/04/2013,Agency Staff Costs,DfT Shared Services Centre,LA INTERNATIONAL COMPUTER CONSULTAN,2000494290,3428.04,#,ST1 5UB
Department for Transport,Driver & Vehicle Licensing Agency,14/04/2013,Agency Staff Costs,DfT Shared Services Centre,BADENOCH & CLARK,2000505075,4510.44,#,W1T 5AE
Department for Transport,Driver & Vehicle Licensing Agency,16/04/2013,Live Running,DfT Shared Services Centre,IBM UNITED KINGDOM LTD,2000506746,6178.74,#,PO6 3AE
Department for Transport,Driver & Vehicle Licensing Agency,05/04/2013,Agency Staff Costs,DfT Shared Services Centre,EXPERIS LTD,2000484846,6491.1,#,EC1R 3DR
Department for Transport,Driver & Vehicle Licensing Agency,13/04/2013,Agency Staff Costs,DfT Shared Services Centre,EXPERIS LTD,2000494273,6491.1,#,EC1R 3DR
Department for Transport,Driver & Vehicle Licensing Agency,21/04/2013,Agency Staff Costs,DfT Shared Services Centre,EXPERIS LTD,2000510192,6491.1,#,EC1R 3DR
Department for Transport,Driver & Vehicle Licensing Agency,05/04/2013,Postage Paid Imprest,DfT Shared Services Centre,PITNEY BOWES PURCHASE POWER,2000006940,8080,#,CM20 2GZ
Department for Transport,Driver & Vehicle Licensing Agency,16/04/2013,Agency Staff Costs,DfT Shared Services Centre,MAGNETIC IT,2000506751,14280,#,WC2H 8AD
Department for Transport,Driver & Vehicle Licensing Agency,25/04/2013,Professional Services,DfT Shared Services Centre,SPECIALIST COMPUTER CENTRES PLC,2000032503,14455.15,#,B11 2LE
Department for Transport,Driver & Vehicle Licensing Agency,30/04/2013,Agency Staff Costs,DfT Shared Services Centre,CERTES COMPUTING LTD,2000006955,15840,#,B46 1HQ
Department for Transport,Driver & Vehicle Licensing Agency,07/04/2013,Agency Staff Costs,DfT Shared Services Centre,PARITY,2000486751,22046.16,#,SW19 3RU
Department for Transport,Driver & Vehicle Licensing Agency,17/04/2013,Live Running,DfT Shared Services Centre,CABLE & WIRELESS COMMUNICATIONS,2000020509,29265,#,MK3 5JP
Department for Transport,Driver & Vehicle Licensing Agency,29/04/2013,Agency Staff Costs,DfT Shared Services Centre,MAGNETIC IT,2000004326,54538.32,#,WC2H 8AD
Department for Transport,Driver & Vehicle Licensing Agency,22/04/2013,Estates PFI Unitary,DfT Shared Services Centre,TELEREAL TRILLIUM,2000512556,59048.14,#,LS11 9DX
Department for Transport,Driver & Vehicle Licensing Agency,19/04/2013,Charges  Ext Bodies,DfT Shared Services Centre,SAP (UK) LTD,2000508482,152304,#,TW14 8HD
Department for Transport,Driver & Vehicle Licensing Agency,16/04/2013,Project Developments,DfT Shared Services Centre,IBM UNITED KINGDOM LTD,2000508480,217142.76,#,PO6 3AE
Department for Transport,Air Travel Trust Fund,10/04/2012,Finance Charge,Operations,DfT,0,22531.25,DfT Guarantee Fee,SW1P4DR
Department for Transport,Air Travel Trust Fund,12/04/2012,Failure Expenditure,Operations,Cega Air Ambulance,0,2307.5,Claims Management Fees,BH236NE
Department for Transport,Air Travel Trust Fund,20/04/2012,Failure Expenditure,Operations,Huntswood,0,12000,Claims Management Fees,RG1 3BA
Department for Transport,Air Travel Trust Fund,11/05/2012,Failure Expenditure,Operations,Civil Aviation Authority,MIS0071230,2062.8,CMD Claims Management Fees,RH6 0YR
Department for Transport,Air Travel Trust Fund,17/05/2012,Failure Expenditure,Operations,Cega Air Ambulance,0,6077.5,Claims Management Fees,BH236NE
Department for Transport,Air Travel Trust Fund,31/05/2012,Audit,Operations,Deloitte,1110809243,35400,Audit Fees for YE 31.03.12,MK9 1FD
Department for Transport,Air Travel Trust Fund,13/06/2012,Failure Expenditure,Operations,Grant Thornton,0,3672,Failures Claims Audit Fees,RH109GT
Department for Transport,Air Travel Trust Fund,13/06/2012,Failure Expenditure,Operations,Cega Air Ambulance,0,2311,Claims Management Fees,BH236NE
Department for Transport,Air Travel Trust Fund,14/06/2012,Failure Expenditure,Operations,Huntswood,0,8366.4,Claims Management Fees,RG1 3BA
Department for Transport,Air Travel Trust Fund,22/06/2012,Legal & Professional Fees,Operations,Civil Aviation Authority,MIS0071723,27558.6,Legal Fees Recharge - Trust Deed,RH6 0YR
Department for Transport,Air Travel Trust Fund,27/06/2012,Insurance,Operations,Willis,0,2782500,Insurance 1 Jul - 30 Sep 2012,EC3M7DQ
Department for Transport,Air Travel Trust Fund,30/06/2012,Audit,Operations,Deloitte,2710128813,4080,Tax Advice,MK9 1FD
Department for Transport,Air Travel Trust Fund,03/07/2012,Failure Expenditure,Operations,Huntswood,0,4761.6,Claims Management Fees,RG1 3BA
Department for Transport,Air Travel Trust Fund,04/07/2012,Finance Charge,Operations,DfT,0,16916.67,DfT Guarantee Fee,SW1P4DR
Department for Transport,Air Travel Trust Fund,05/07/2012,Legal & Professional Fees,Operations,Civil Aviation Authority,MIS0073379,6092.4,Legal Fees Recharge - Policy Wording,RH6 0YR
Department for Transport,Air Travel Trust Fund,16/07/2012,Failure Expenditure,Operations,Cega Air Ambulance,0,877.5,Claims Management Fees,BH236NE
Department for Transport,Air Travel Trust Fund,20/07/2012,Audit,Operations,Deloitte,2710128813,12000,Advice on VAT,MK9 1FD
Department for Transport,Air Travel Trust Fund,20/07/2012,Failure Expenditure,Operations,Grant Thornton,0,1854,Failures Claims Audit Fees,RH109GT
Department for Transport,Air Travel Trust Fund,20/07/2012,Failure Expenditure,Operations,Grant Thornton,0,13296,Failures Claims Audit Fees - HFU,RH109GT
Department for Transport,Air Travel Trust Fund,25/07/2012,Failure Expenditure,Operations,Huntswood,0,4690.8,Claims Management Fees,RG1 3BA
Department for Transport,Air Travel Trust Fund,07/08/2012,Failure Expenditure,Operations,Cega Air Ambulance,0,1527.5,Claims Management Fees - Jul,BH236NE
Department for Transport,Air Travel Trust Fund,13/08/2012,Failure Expenditure,Operations,Huntswood,0,7256.4,Claims Management Fees - Jul,RG1 3BA
Department for Transport,Air Travel Trust Fund,14/09/2012,Failure Expenditure,Operations,Huntswood,0,3730.8,Claims Management Fees - Aug,RG1 3BA
Department for Transport,Air Travel Trust Fund,14/09/2012,Failure Expenditure,Operations,Cega Air Ambulance,0,967,Claims Management Fees - Aug,BH236NE
Department for Transport,Air Travel Trust Fund,26/09/2012,Insurance,Operations,Willis,0,2782500,Insurance 1 Oct - 31 Dec 2012,EC3M7DQ
Department for Transport,Air Travel Trust Fund,03/10/2012,Finance Charge,Operations,DfT,0,10937.5,DfT Guarantee Fee,SW1P4DR
Department for Transport,Air Travel Trust Fund,24/10/2012,Failure Expenditure,Operations,Huntswood,0,7915.2,Claims Management Fees - Sep,RG1 3BA
Department for Transport,Air Travel Trust Fund,12/11/2012,Failure Expenditure,Operations,Cega Air Ambulance,0,585,Claims Management Fees - Oct,BH236NE
Department for Transport,Air Travel Trust Fund,16/11/2012,Failure Expenditure,Operations,Huntswood,0,2882.4,Claims Management Fees - Oct,RG1 3BA
Department for Transport,Air Travel Trust Fund,29/11/2012,Failure Expenditure,Operations,Civil Aviation Authority,MIS0075304,156876,CMD Repatriation Management Fees,RH6 0YR
Department for Transport,Air Travel Trust Fund,29/11/2012,Failure Expenditure,Operations,Civil Aviation Authority,MIS0075246,10845.6,CMD Claims Management Fees,RH6 0YR
