Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode,
Department for Transport,DVSA,29/12/2014,Impounded Vehicles,Strategy and Customer,WINCANTON GROUP LIMITED,999841,4055.5,"VOSAPO19231,Value Added Tax - header level",SN14 0WT,
Department for Transport,DVSA,29/12/2014,Impounded Vehicles,Operations,WINCANTON GROUP LIMITED,999841,7145.44,"VOSAPO19231,Impounding charges Sept 14 - Dec 14",SN14 0WT,
Department for Transport,DVSA,29/12/2014,Impounded Vehicles,Strategy and Customer,WINCANTON GROUP LIMITED,999841,13132.09,"VOSAPO19231,Immobilisation costs Sept 14 - Dec 14",SN14 0WT,
Department for Transport,DVSA,29/12/2014,Insurance,Finance Estates and Performance,DSA,999506,73271.54,V-SIDE FLEET VEHICLES INSURANCE COSTS REIMBURSED TO D-SIDE,SA7 0EA,
Department for Transport,DVSA,29/12/2014,Legal Charges,Operations HQ,HEWITTS SOLICITORS,999863,40666.49,"VOSAPO20857,0910-0-43 ",DL5 4DH,
Department for Transport,DVSA,29/12/2014,Photographic,#,DSA,999048,84.98,MERGER RECHARGES QTR 3,SA7 0EA,
Department for Transport,DVSA,29/12/2014,Testing Equipment Maintenance,Finance Estates and Performance,MAHA U.K. LTD (CIS),999789,814.8,"VOSAPO20334,Replacement PC and labour for the Roller Brake Tester at Guildford GVTS used for Training. As per email dated 04/12/2014.",PE13 2TZ,
Department for Transport,DVSA,29/12/2014,Testing Equipment Maintenance,Finance Estates and Performance,MAHA U.K. LTD (CIS),999815,1718.4,"VOSAPO20587,Call out to Leighton Buzzard GVTS to investigate a fault with the RBT. Possible PC replacement needed.",PE13 2TZ,
Department for Transport,DVSA,29/12/2014,Testing Equipment Maintenance,Finance Estates and Performance,RING AUTOMOTIVE LTD,999848,1138.68,"VOSAPO20665,30x led lamps for BH stock",LS12 6NA,
Department for Transport,DVSA,29/12/2014,Travel and Subsistence,#,DSA,999048,379.17,MERGER RECHARGES QTR 3,SA7 0EA,
Department for Transport,DVSA,29/12/2014,Travel and Subsistence,Vehicle Testing,PACE FUELCARE LTD,999838,1114.94,"VOSAPO20378,Heating oil for Botley GVTS",TW20 9AB,
Department for Transport,DVSA,29/12/2014,Weighbridge Maintenance,Finance Estates and Performance,VPG SYSTEMS UK LTD,999844,733.2,"VOSAPO18356,Calibration of IVA weighpad serial no. 3727",BD2 1AG,
Department for Transport,DVSA,29/12/2014,Weighbridge Maintenance,Finance Estates and Performance,VPG SYSTEMS UK LTD,999844,733.2,"VOSAPO18356,Calibration of IVA weighpad serial no. 3726",BD2 1AG,
Department for Transport,DVSA,30/12/2014,Accommodation,Finance Estates and Performance,ASSOCIATED BRITISH PORTS,999904,1354.58,DISCONNECT/CONNECT UTILITIES OF CABIN AT KGD,HU9 5PQ,
Department for Transport,DVSA,30/12/2014,Accommodation,Finance Estates and Performance,EVAC+CHAIR INTERNATIONAL LTD,1000181,834,EVACUATION CHAIR ANNUAL MAINTENANCE (12 CHAIRS),B11 3RS,
Department for Transport,DVSA,30/12/2014,Accommodation,Finance Estates and Performance,M WARD CONTRACTING SERVICES LTD (CIS),1000191,793.98,SKIP CLEARANCE OF UNWANTED/BROKEN OFFICE FURNITURE @ NORTHLEIGH HOUSE,BS3 2TY,
Department for Transport,DVSA,30/12/2014,Accommodation,Finance Estates and Performance,M WARD CONTRACTING SERVICES LTD (CIS),1000192,857.88,DESK & FURNITURE MOVES & SKIP CLEARANCE @ JUBILEE HOUSE,BS3 2TY,
Department for Transport,DVSA,30/12/2014,Accommodation,Finance Estates and Performance,OCS GROUP UK LTD,1000214,181.7,"VOSAPO17594,Grounds Maintenance at Inverness GVTS",SE1 9WP,
Department for Transport,DVSA,30/12/2014,Accommodation,Finance Estates and Performance,BIFFA WASTE SERVICES LTD,1000215,741.78,"VOSAPO18783,Trade Waste Collection Jan 2015- March 2015",HP12 3TZ,
Department for Transport,DVSA,30/12/2014,Accommodation ,Finance Estates and Performance,CORONA ENERGY,999914,1093.13,GAS CHARGES NORTHLEIGH HOUSE 01/11/14-01/12/14,WD17 1JW,
Department for Transport,DVSA,30/12/2014,Accommodation ,Finance Estates and Performance,CORONA ENERGY,999915,732.6,GAS CHARGES JUBILEE HOUSE 01/11/14-01/12/14,WD17 1JW,
Department for Transport,DVSA,30/12/2014,Accommodation ,Finance Estates and Performance,ELEMENT UK LIMITED,1000180,513,OFFICE CLEANING NOV 14 @ GUILDFORD,SE14 5RW,
Department for Transport,DVSA,30/12/2014,Accommodation ,Finance Estates and Performance,OCS GROUP UK LTD,1000214,274.21,"VOSAPO17594,Office Cleaning at Inverness GVTS",SE1 9WP,
Department for Transport,DVSA,30/12/2014,Accommodation ,Finance Estates and Performance,OCS GROUP UK LTD,1000214,91.18,"VOSAPO17594,Value Added Tax - header level",SE1 9WP,
Department for Transport,DVSA,30/12/2014,Accommodation ,Vehicle Testing,PACE FUELCARE LTD,1000217,979.53,"VOSAPO20597,Gas Oil A2 for heating purposes only. Account: 8426375",TW20 9AB,
Department for Transport,DVSA,30/12/2014,Electricity,Finance Estates and Performance,EDF ENERGY - AP,999919,1452.61,ELECTRICITY CHARGES KIDDERMINSTER GVTS 01/11/14-30/11/14,PL3 5XQ,
Department for Transport,DVSA,30/12/2014,Electricity,Finance Estates and Performance,EDF ENERGY - AP,999920,3225.03,ELECTRICITY CHARGES CHADDERTON GVTS 01/11/14-30/11/14,PL3 5XQ,
Department for Transport,DVSA,30/12/2014,Electricity,Finance Estates and Performance,EDF ENERGY - AP,999921,3074.56,ELECTRICITY CHARGES BERKELEYH HOUSE 01/11/14-30/11/14,PL3 5XQ,
Department for Transport,DVSA,30/12/2014,Electricity,Finance Estates and Performance,EDF ENERGY - AP,999922,1076.08,ELECTRICITY CHARGES LEEDS GVTS 01/11/14-30/11/14,PL3 5XQ,
Department for Transport,DVSA,30/12/2014,Electricity,Finance Estates and Performance,EDF ENERGY - AP,999923,736.94,ELECTRICITY CHARGES NORTHAMPTON GVTS 01/11/14-30/11/14,PL3 5XQ,
Department for Transport,DVSA,30/12/2014,Legal Charges,Operations HQ,HUNT & COOMBS SOLICITORS,1000213,3936.84,"VOSAPO19489,1103-0-5.HN ",PE3 6AG,
Department for Transport,DVSA,30/12/2014,Recruitment ,Chief Information Officer,RMP ENTERPRISE LIMITED,1000200,654,PROVISION OF ONLINE UNDERGRADUATE ADVERTISING,SE1 7TJ,
Department for Transport,DVSA,30/12/2014,Rent,Finance Estates and Performance,THOMAS FREDERICK & CO LTD,999893,7200,RENT FOR BROMBOROUGH GVTS 25/12/14-24/03/15,M5 4LT,
Department for Transport,DVSA,30/12/2014,Rent,Finance Estates and Performance,MARLOW COMMERCIAL PROPERTY MANAGEMENT SERVICES,999895,4119.47,RENT/SERVICE CHARGES THETFORD VIC 25/12/14-24/03/15,SL7 1NW,
Department for Transport,DVSA,30/12/2014,Rent,Finance Estates and Performance,ROE GROUP PENSION SCHEME,999896,6150,RENT LINCOLN TRAINING 23/12/14-23/03/15,LN6 9NQ,
Department for Transport,DVSA,30/12/2014,Rent,Finance Estates and Performance,ACE (LEEDS) LTD,999898,48000,RENT 29/09/14-24/12/14 & SERVICE CHARGE 25/12/14-24/03/15 LEEDS TAN,SW1X 9EJ,
Department for Transport,DVSA,30/12/2014,Rent,Finance Estates and Performance,ACE (LEEDS) LTD,999898,8784.9,RENT 29/09/14-24/12/14 & SERVICE CHARGE 25/12/14-24/03/15 LEEDS TAN,SW1X 9EJ,
Department for Transport,DVSA,30/12/2014,Rent,Finance Estates and Performance,ASSOCIATED BRITISH PORTS,999899,1903.2,RENT CABIN KGD 01/01/15-31/12/15,HU9 5PQ,
Department for Transport,DVSA,30/12/2014,Rent,Finance Estates and Performance,HIGHLANDS & ISLANDS AIR PORT LTD,1000186,1593,RENT @ BENBECULA #45 PER HOUR,IV2 7JB,
Department for Transport,DVSA,30/12/2014,Room Hire,#,BEST WESTERN GROSVENOR HOTEL,999881,2556,ACCOMMODATION & CONFERENCE FACILITIES NGT TEAM MEETING,CV37 6YT,
Department for Transport,DVSA,30/12/2014,Trade Shows,Strategy and Customer,EXCEL PUBLISHING CO LTD,1000182,960,ARTICLE IN BUILDER & ENGINEER MAGAZINE,M3 4SB,
Department for Transport,DVSA,30/12/2014,Translation Services,Operations HQ,LANGUAGE LINE SERVICES,1000188,1226.84,TRANSLATION SERVICE NOV 14,E14 5NR,
Department for Transport,DVSA,30/12/2014,Japanese Data Verification,Finance Estates and Performance,VCA FINANCE,999902,2274,VISTA SUBSCRIPTION DVSA 01/12/14-30/11/15,BS5 6XX,
Department for Transport,DVSA,30/12/2014,Travel and Subsistence,Finance Estates and Performance,DOVER HARBOUR BOARD,999903,25080,CAR PARKING PERMITS FOR 12 MONTHS ENDING 31/12/15,CT17 9BU,
Department for Transport,DVSA,31/12/2014,Accommodation,Finance Estates and Performance,A B SOLUTIONS,1000471,2091,EXTERIOR LIGHT REPAIRS YEADING,WD18 0AT,
Department for Transport,DVSA,31/12/2014,Accommodation,Finance Estates and Performance,CHURCHES LTD,1000472,797.04,INSTALL NEW PUMP SOUTHAMPTON,PO15 5SE,
Department for Transport,DVSA,31/12/2014,Accommodation,Finance Estates and Performance,RIGGOTT & CO LIMITED,1000473,1020,LINE MARKINGS HANDCROSS,NG22 0NL,
Department for Transport,DVSA,31/12/2014,Accommodation,Finance Estates and Performance,JAMIESONS LTD,1000489,1142.4,"VOSAPO19055,Crimplesham. Seal 2no roof gullies at 50M x 1M each. Apply resin over whole length of roof gullies. All as per quotatiion supplied. Works to be agreed with station manager in advance. Works to be completed by end of Octo",NG10 4QE,
Department for Transport,DVSA,31/12/2014,Accommodation ,Finance Estates and Performance,CORONA ENERGY,1000259,516.83,GAS CHARGES KIDDERMINSTER GVTS 01/11/14-01/12/14,WD17 1JW,
Department for Transport,DVSA,31/12/2014,Accommodation ,Finance Estates and Performance,NORTHUMBRIAN WATER LTD,1000269,2213.13,WATER CHARGES DARLINGTON GVTS 01/10/14-31/12/14,DH1 9WQ,
Department for Transport,DVSA,31/12/2014,Accommodation ,Chief Information Officer,SPECIALIST COMPUTER CENTRES LIMITED,1000484,312.14,"VOSAPO20728,Value Added Tax - header level",B11 2LE,
Department for Transport,DVSA,31/12/2014,Accommodation ,Chief Information Officer,SPECIALIST COMPUTER CENTRES LIMITED,1000484,1553,"VOSAPO20728,Targus Notebook Backpack - notebook carrying backpack",B11 2LE,
Department for Transport,DVSA,31/12/2014,Computer Costs,Chief Information Officer,COMPUTACENTER UK LTD,1000487,943.91,"VOSAPO20144,Acer B246HLymdr - LED monitor - 24 - 1920 x 1080 FullHD - TN - 250 cd/m2 - 100000000:1 (dynamic) - 5 ms - DVI-D VGA - speakers - dark grey",AL10 9TW,
Department for Transport,DVSA,31/12/2014,Major Maintenance,Finance Estates and Performance,DTZ,1000262,645.5,RATES MANAGEMENT FEE ON 143 PROPERTIES NOVEMBER 2014,B4 6AJ,
Department for Transport,DVSA,31/12/2014,Major Maintenance,Finance Estates and Performance,DTZ,1000263,11635.6,MONTHLY MANAGEMENT FEE-NOVEMBER 2014,B4 6AJ,
Department for Transport,DVSA,31/12/2014,Major Maintenance,Finance Estates and Performance,DTZ,1000264,645.5,RATES MANAGEMENT FEE ON 143 PROPERTIES DECEMBER 14,B4 6AJ,
Department for Transport,DVSA,31/12/2014,Major Maintenance,Finance Estates and Performance,VEALE WASBROUGH VIZARDS LLP,1000265,1798.8,"LEGAL ADVICE DISPOSAL OF GVTS STONE,STAFFORDSHIRE PERIOD 21/10/14-05/12/14",BS1 5WS,
Department for Transport,DVSA,31/12/2014,Major Maintenance,Finance Estates and Performance,VEALE WASBROUGH VIZARDS LLP,1000266,600,LEGAL SERVICES RE SUBLEASE GARRETTS GREEN,BS1 5WS,
Department for Transport,DVSA,31/12/2014,Postage and Stationery,Vehicle Testing,NEOPOST LTD,1000234,600,FRANKING MACHINE TOP UP,RM1 2AR,
Department for Transport,DVSA,31/12/2014,Postage and Stationery,Chief Information Officer,SPECIALIST COMPUTER CENTRES LIMITED,1000484,7.7,"VOSAPO20728,Direct Delivery",B11 2LE,
Department for Transport,DVSA,31/12/2014,Testing Equipment Maintenance,Finance Estates and Performance,VL TEST SYSTEMS LTD,1000479,18000,"VOSAPO20874,Monthly maintenance charge for VLT. Equipment volumes of 33 RBTs and  2 WPDs for December 2014.",MK18 1WA,
Department for Transport,DVSA,31/12/2014,Testing Equipment Maintenance,Finance Estates and Performance,BM AUTOTEKNIK,1000482,33500,"VOSAPO19405,BM Monthly service charge for December 2014.  Contract number 016/005/1651.",#,
Department for Transport,DVSA,31/12/2014,Testing Equipment Maintenance,Finance Estates and Performance,GEMCO SERVICE LTD,1000494,7800,"VOSAPO20764,Contract No. 016/005/3241. Monthly maintenance charge December 2014.",HX2 6JB,
Department for Transport,DVSA,25/12/2014,Rent - L&B (non-PFI),HIGH WYCOMBE,3 PEAKS PROPERTY,5100005287,9000,RC - HIGH WYCOMBE DTC RENT,OX13 5QL,
Department for Transport,DVSA,11/12/2014,LGV/PCV Maintenance,CARDINGTON/VOC TRNG,A C CAR & COMMERCIAL SERVICES,5100005201,1069.14,Service/Parts,MK42 0LJ,
Department for Transport,DVSA,26/12/2014,Rent - L&B (non-PFI),YEOVIL,ABBEY MANOR GROUP LTD,5100005244,10029.6,RC - YEOVIL DTC RENT,BA20 2EN,
Department for Transport,DVSA,19/12/2014,Business Rates,ABERDEEN BALGOWNIE ROAD,ABERDEEN CITY COUNCIL,DIRECT DEBIT,618.1,ABERDEEN CITY COUN 00032680011536 NDR 802701,#,
Department for Transport,DVSA,19/12/2014,Business Rates,ABERDEEN MPTC,ABERDEENSHIRE COUNCIL,DIRECT DEBIT,3590.9,NDR - ABERDEENSHIR 9589456            802703,#,
Department for Transport,DVSA,01/12/2014,Building Service Charge,LEEDS,ACE (LEEDS) LIMITED,5100004857,515.1,Leeds Harehills DTC 25/12/14 - 24/03/15,SW1X 9EJ,
Department for Transport,DVSA,21/12/2014,Rent - L&B (non-PFI),LEEDS,ACE (LEEDS) LIMITED,5100005059,4050,RC - Leeds (Harehills) DTC,SW1X 9EJ,
Department for Transport,DVSA,15/12/2014,IT Healthcheck,ICT CONTRACT RE-LET,ACTICA CONSULTING LIMITED,5100005202,30240,TARS Roadmap - V2 - 08.08.2014,GU1 4AF,
Department for Transport,DVSA,20/12/2014,Rent - L&B (non-PFI),SLOUGH,ADIL PROPERTY INVESTMENT LIMITED,5100005016,3412.5,RC - SLOUGH DTC RENT,IG1 4LJ,
Department for Transport,DVSA,06/11/2014,Motorcycle Fleet Parts,ENFIELD MPTC,ALF ENGLAND BEDWORTH LTD BEDWORTH,GPC,550.74,Motorcycle repairs,#,
Department for Transport,DVSA,20/12/2014,Finance leases < 1 yr Other,HERNE BAY MPTC,ALTIRA BUSINESS PARK II LTD,5100005048,43509,RC - Herne Bay MPTC rent,EC3R 8HL,
Department for Transport,DVSA,20/12/2014,Rent - L&B (non-PFI),GOODMAYES (ILFORD) DTC,AMINGHAM LIMITED,5100005066,7250,RC - GOODMAYES DTC RENT,E5 9HX,
Department for Transport,DVSA,31/12/2014,Water,CARDINGTON,ANGLIAN WATER,DIRECT DEBIT,786.49,ANGLIAN WATER      133388033          980018,#,
Department for Transport,DVSA,19/12/2014,Rent - L&B (non-PFI),CHELTENHAM,xxxxxx,5100005027,1875,RC - CHELTENHAM DTC RENT,xxxxxx,
Department for Transport,DVSA,20/12/2014,Finance leases < 1 yr Other,KETTERING MPTC,APRIROSE REAL ESTATES INVESTMENT,5100005031,58739.4,RC - KETTERING MPTC RENT,HA8 7EQ,
Department for Transport,DVSA,20/12/2014,Finance leases < 1 yr Other,WOLVERHAMPTON MPTC,APRIROSE REAL ESTATES INVESTMENT,5100005054,50345.14,Wolverhampton MPTC rent,HA8 7EQ,
Department for Transport,DVSA,20/12/2014,Rent - L&B (non-PFI),DORCHESTER DTC,AQUA PEVERELL LLP,5100005082,8421.6,RC - DORCHESTER (POUNDBURY) DTC RENT,BH14 0HU,
Department for Transport,DVSA,19/12/2014,Fuel,VARIOUS DTCS,ARVAL,DIRECT DEBIT,28380.43,ALLSTAR BUSINESS   424803-HO          697682,#,
Department for Transport,DVSA,03/12/2014,Other Professional Fees,FINANCIAL CONTROL & GOVERNANCE,ARVATO LTD,5100004832,262264.8,arvato costs - November 2014,HU10 6FE,
Department for Transport,DVSA,31/12/2014,Business Rates,SUTTON IN ASHFIELD (SHERWOOD HOUSE),ASHFIELD DISTRICT COUNCIL,DIRECT DEBIT,753,ASHFIELD D.C.      23321441           973229,#,
Department for Transport,DVSA,20/12/2014,Rent - L&B (non-PFI),ASHFORD TRIAL,ASHFORD BOROUGH COUNCIL,5100005064,2190,RC - ASHFORD DTC RENT (KENT),TN23 1PL,
Department for Transport,DVSA,20/11/2014,LGV/PCV Maintenance,CARDINGTON/VOC TRNG,ATS EUROMASTER LTD,5100004678,1052.74,Repairs,EN11 1HH,
Department for Transport,DVSA,20/12/2014,Finance leases < 1 yr Other,BANGOR MPTC,AURORA (BANGOR) LTD,5100005034,49800,RC - BANGOR MPTC RENT,IM99 1RZ,
Department for Transport,DVSA,06/11/2014,LGV/PCV Maintenance,FLEET,AUTOTEC LTD              PORT GLASGOW,GPC,682.3,Fleet vehicle service and repairs,#,
Department for Transport,DVSA,19/12/2014,Rent - L&B (non-PFI),ASHFORD MIDDLESEX,BABA INVESTMENTS LTD,5100005094,6750,RC - ASHFORD DTC RENT,UB1 2ND,
Department for Transport,DVSA,26/11/2014,Agency Staff Costs,FINANCE BUSINESS PARTNERS,BADENOCH & CLARK,5100004846,1729.5,JT P/e 21.11.2014,W1T 5AE,
Department for Transport,DVSA,03/12/2014,Agency Staff Costs,FINANCE BUSINESS PARTNERS,BADENOCH & CLARK,5100004970,1729.5,JT w/e 28.11.2014,W1T 5AE,
Department for Transport,DVSA,10/12/2014,Agency Staff Costs,FINANCE BUSINESS PARTNERS,BADENOCH & CLARK,5100005311,1383.6,w/e 5/12/14 JT,W1T 5AE,
Department for Transport,DVSA,27/11/2014,Property Maintenance,VARIOUS DTCS,BAKER & JOINER LTD,5100004679,26658.48,Intrim Payment FRA Works North,WS12 4DH,
Department for Transport,DVSA,22/12/2014,Property Maintenance,VARIOUS DTCS,BAKER & JOINER LTD,5100005339,11373.12,App for second interim payment - 22.12.2014,WS12 4DH,
Department for Transport,DVSA,30/11/2014,Stationery (Non-Stk),HQ SITE COSTS,BANNER BUSINESS SERVICES LTD,5100004850,1064.88,Stationery Order November 2014,NR3 1QU,
Department for Transport,DVSA,30/11/2014,Stationery (Non-Stk),OPS LOGISTICS,BANNER BUSINESS SERVICES LTD,5100004902,10022.78,Banner November 2014,NR3 1QU,
Department for Transport,DVSA,20/12/2014,Rent - L&B (non-PFI),PONTYPRIDD,xxxxxx,5100005102,1037.5,RC - PONTYPRIDD DTC RENT,xxxxxx,
Department for Transport,DVSA,09/12/2014,Bank charges,FINANCIAL CONTROL & GOVERNANCE,BARCLAYS MERCHANT,DIRECT DEBIT,562.8,BARCLAYS MERCH CHG 034429548/3385226O 990385,#,
Department for Transport,DVSA,09/12/2014,Bank charges,FINANCIAL CONTROL & GOVERNANCE,BARCLAYS MERCHANT,DIRECT DEBIT,31119.16,BARCLAYS MERCH CHG 034351440/0930644C 990385 DRIVING STANDARDS,#,
Department for Transport,DVSA,09/12/2014,Bank charges,FINANCIAL CONTROL & GOVERNANCE,BARCLAYS MERCHANT,DIRECT DEBIT,33897.82,BARCLAYS MERCH CHG 034429547/3385192O 990385 DRIVING STANDARDS,#,
Department for Transport,DVSA,09/12/2014,Bank charges,FINANCIAL CONTROL & GOVERNANCE,BARCLAYS MERCHANT,DIRECT DEBIT,56449.71,BARCLAYS MERCH CHG 034441733/4566501O 990385 DRIVING STANDARDS,#,
Department for Transport,DVSA,20/12/2014,Finance leases < 1 yr Other,AYR MPTC,BAROCHAN HEATHFIELD LLP,5100005036,51000,RC - AYR MPTC RENT,G31 2HR,
Department for Transport,DVSA,05/12/2014,Business Rates,BASILDON MPTC,BASILDON COUNCIL,DIRECT DEBIT,3353,BASILDON COUNCIL   01      1700372286 990817,#,
Department for Transport,DVSA,28/12/2014,Rent - L&B (non-PFI),BASINGSTOKE,BASINGSTOKE & DEANE BOROUGH COUNCIL,5100005267,1800,RC - BASINGSTOKE DTC RENT,RG21 7EA,
Department for Transport,DVSA,19/12/2014,Rent - L&B (non-PFI),WEST WICKHAM,BAXTER PHILIPS,5100005055,3000,RC - WEST WICKHAM DTC RENT,BR1 1QA,
Department for Transport,DVSA,12/12/2014,Business Rates,CARDINGTON,BEDFORD BOROUGH COUNCIL,DIRECT DEBIT,7230,BEDFORD BOROUGH CO 1600225237         990788,#,
Department for Transport,DVSA,22/12/2014,Finance leases < 1 yr Other,BASILDON MPTC,BERKLEY ESTATES LONDON LIMITED,5100005271,87288,RC - BASILDON MPTC RENT,W1U 1QY,
Department for Transport,DVSA,08/12/2014,Finance leases < 1 yr Other,BASILDON MPTC,BERKLEY ESTATES LONDON LIMITED,1900003706,19195.01,Basildon MPTC Increased Rent - 25/2/14-23/6/14,W1U 1QY,
Department for Transport,DVSA,20/12/2014,Finance leases < 1 yr Other,BURTON-ON-TRENT MPTC,BERKLEY ESTATES LONDON LIMITED,5100005029,47220,RC - BURTON UPON TRENT MPTC RENT,W1U 1QY,
Department for Transport,DVSA,21/12/2014,Rent - L&B (non-PFI),ISLEWORTH,BEVIS TRADING LTD,5100005099,10800,RC - ISLEWORTH DTC RENT,GY1 4HW,
