Department,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LN READING STAFF COSTS,VODAFONE LTD (CORPORATE),321396,42,LN West Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LN MILTON KEYNES STAFF COSTS,VODAFONE LTD (CORPORATE),321396,42.87,LN West Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LN WCML MOTORCYCLE TEAM,VODAFONE LTD (CORPORATE),321396,50.29,LN West Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LS BROMLEY NPT,VODAFONE LTD (CORPORATE),321396,21,London South Inner London,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LS INNER LONDON TEAM 1,VODAFONE LTD (CORPORATE),321396,30,London South Inner London,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LS INNER LONDON TEAM 2,VODAFONE LTD (CORPORATE),321396,40.35,London South Inner London,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LS INNER LONDON TEAM 3,VODAFONE LTD (CORPORATE),321396,18.87,London South Inner London,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LS INNER LONDON TEAM 4,VODAFONE LTD (CORPORATE),321396,21.27,London South Inner London,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LS INNER LONDON TEAM 5,VODAFONE LTD (CORPORATE),321396,60.89,London South Inner London,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LS NORWOOD JUNCTION NPT,VODAFONE LTD (CORPORATE),321396,13.74,London South Inner London,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LS TRAVELSAFE,VODAFONE LTD (CORPORATE),321396,21.44,London South Inner London,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LS WIMBLEDON - BORIS 50,VODAFONE LTD (CORPORATE),321396,41.67,London South Inner London,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LU NON STAFF RECHARGE,VODAFONE LTD (CORPORATE),321396,3301.56,LONDON U'GROUND OFFCHARGE,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,Lond Stl AIB / FIO,VODAFONE LTD (CORPORATE),321396,31.74,Lond Stl AIB / FIO,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,Lond Stl Robbery Team,VODAFONE LTD (CORPORATE),321396,34.23,Lond Stl Robbery Team,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LS GUILDFORD STAFF COSTS,VODAFONE LTD (CORPORATE),321396,28.73,LS Outer London,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LS SOUTHAMPTON STAFF COSTS,VODAFONE LTD (CORPORATE),321396,90.06,LS Outer London,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LS PORTSMOUTH STAFF COSTS,VODAFONE LTD (CORPORATE),321396,19.92,LS Outer London,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LS BOURNEMOUTH STAFF COSTS,VODAFONE LTD (CORPORATE),321396,7.36,LS Outer London,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LS ASHFORD STAFF COSTS,VODAFONE LTD (CORPORATE),321396,93.45,LS Outer London,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LS CROYDON STAFF COSTS,VODAFONE LTD (CORPORATE),321396,82.82,LS Outer London,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LS BRIGHTON STAFF COSTS,VODAFONE LTD (CORPORATE),321396,91.78,LS Outer London,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LS CROYDON TRAM. STAFF COSTS,VODAFONE LTD (CORPORATE),321396,28.87,LS Outer London,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,WEST KENT SECTOR,VODAFONE LTD (CORPORATE),321396,100.67,LS Outer London,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,STATEMENT TAKERS,VODAFONE LTD (CORPORATE),321396,7.53,LS Outer London,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LS AREA COMMAND,VODAFONE LTD (CORPORATE),321396,196.08,LS Total Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LS SPECIAL CONSTABLES,VODAFONE LTD (CORPORATE),321396,38.61,LS Total Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LS OPERATIONS,VODAFONE LTD (CORPORATE),321396,172.32,LS Total Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LS TASKING UNIT,VODAFONE LTD (CORPORATE),321396,6,LS Total Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LS OP SUPPORT PLANNING,VODAFONE LTD (CORPORATE),321396,285.12,LS Total Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LS OPERATIONAL SUPPORT UNIT 2,VODAFONE LTD (CORPORATE),321396,12,LS Total Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LS CID,VODAFONE LTD (CORPORATE),321396,109.34,LS Total Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LS CAT (CBT),VODAFONE LTD (CORPORATE),321396,26.83,LS Total Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LS WORKPLACE VIOLENCE UNIT,VODAFONE LTD (CORPORATE),321396,26.15,LS Total Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LS PPU,VODAFONE LTD (CORPORATE),321396,6.5,LS Total Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LS A.I.B,VODAFONE LTD (CORPORATE),321396,137.24,LS Total Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LS CRIME REDUCTION,VODAFONE LTD (CORPORATE),321396,30.93,LS Total Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LS ROBBERY SQUAD,VODAFONE LTD (CORPORATE),321396,85.48,LS Total Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LS CRIME MANAGEMENT CENTRES,VODAFONE LTD (CORPORATE),321396,18,LS Total Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LS VIDEO SUITE,VODAFONE LTD (CORPORATE),321396,6.87,LS Total Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LS FINANCE,VODAFONE LTD (CORPORATE),321396,6.12,LS Total Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NE CID,VODAFONE LTD (CORPORATE),321396,161.96,NE Central Cost Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NE A.I.B,VODAFONE LTD (CORPORATE),321396,98.13,NE Central Cost Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NE ADMIN OF JUSTICE,VODAFONE LTD (CORPORATE),321396,18,NE Central Cost Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NE CASE MANAGEMENT,VODAFONE LTD (CORPORATE),321396,6,NE Central Cost Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NETWORK RAIL CABLE TEAM,VODAFONE LTD (CORPORATE),321396,12.06,NE Central Cost Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NE FINANCE,VODAFONE LTD (CORPORATE),321396,24.02,NE Central Cost Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NE SECTOR COMMAND LEEDS,VODAFONE LTD (CORPORATE),321396,18,NE Command Sector,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NE AREA COMMAND,VODAFONE LTD (CORPORATE),321396,116.66,NE Command Sector,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NE CRIME REDUCTION,VODAFONE LTD (CORPORATE),321396,12,NE Crime Supp Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NE CABLE TEAM,VODAFONE LTD (CORPORATE),321396,100.5,NE Crime Supp Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NE DERBY,VODAFONE LTD (CORPORATE),321396,18,NE EAST MIDLAND SECTOR COMMAND,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NE LEICESTER,VODAFONE LTD (CORPORATE),321396,12,NE EAST MIDLAND SECTOR COMMAND,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NE NOTTINGHAM,VODAFONE LTD (CORPORATE),321396,24,NE EAST MIDLAND SECTOR COMMAND,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NE SECTOR COMMAND EAST MIDS,VODAFONE LTD (CORPORATE),321396,18,NE EAST MIDLAND SECTOR COMMAND,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NE LEEDS STAFF COSTS,VODAFONE LTD (CORPORATE),321396,73.43,N.E East Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NE METRO TRANSPORT SYSTEMS,VODAFONE LTD (CORPORATE),321396,24,N.E East Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NEIGHBOURHOOD POLICING TEAM,VODAFONE LTD (CORPORATE),321396,20.4,NEIGHBOURHOOD POLICING TEAM,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NE SECTOR COMMAND SOUTH,VODAFONE LTD (CORPORATE),321396,18,N.E North Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NE NEWCASTLE STAFF COSTS,VODAFONE LTD (CORPORATE),321396,30.06,N.E North Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NE DARLINGTON STAFF COSTS,VODAFONE LTD (CORPORATE),321396,18.87,N.E North Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NE M'BROUGH STAFF COSTS,VODAFONE LTD (CORPORATE),321396,20.35,N.E North Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NE NPT,VODAFONE LTD (CORPORATE),321396,18,NE NPT,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NE YORK STAFF COSTS,VODAFONE LTD (CORPORATE),321396,42,NE South Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NE DONCASTER STAFF COSTS,VODAFONE LTD (CORPORATE),321396,102,NE South Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NE SHEFFIELD STAFF COSTS,VODAFONE LTD (CORPORATE),321396,12.14,NE South Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NE HULL STAFF COSTS,VODAFONE LTD (CORPORATE),321396,12,NE South Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NE GRIMSBY STAFF COSTS,VODAFONE LTD (CORPORATE),321396,12,NE South Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NE LINCOLN STAFF COSTS,VODAFONE LTD (CORPORATE),321396,13.05,NE South Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NE DOGS,VODAFONE LTD (CORPORATE),321396,12,N.E West Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NE OPERATIONS,VODAFONE LTD (CORPORATE),321396,111.51,N.E West Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NE MOTORCYCLE UNIT,VODAFONE LTD (CORPORATE),321396,6.04,N.E West Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NE OP SUPPORT 1,VODAFONE LTD (CORPORATE),321396,12,N.E West Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NE OP SUPPORT 2,VODAFONE LTD (CORPORATE),321396,12.14,N.E West Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,No Witness No Justice,VODAFONE LTD (CORPORATE),321396,60.87,No Witness No Justice,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NW A.I.B,VODAFONE LTD (CORPORATE),321396,220.14,NW Central Cost Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NW AJU,VODAFONE LTD (CORPORATE),321396,24,NW Central Cost Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NW FINANCE,VODAFONE LTD (CORPORATE),321396,36.87,NW Central Cost Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NW PROACTIVE UNIT,VODAFONE LTD (CORPORATE),321396,246.32,NW CRIME SECTOR COMMAND,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NW MANCHESTER,VODAFONE LTD (CORPORATE),321396,99.27,NW East Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NW PRESTON,VODAFONE LTD (CORPORATE),321396,18,NW East Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NW CARLISLE,VODAFONE LTD (CORPORATE),321396,56.4,NW East Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NW LANCASTER,VODAFONE LTD (CORPORATE),321396,6.87,NW East Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NW WIGAN,VODAFONE LTD (CORPORATE),321396,6.87,NW East Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NW LIVERPOOL PCSO,VODAFONE LTD (CORPORATE),321396,17.4,NW LIVERPOOL PCSO,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NW DOGS,VODAFONE LTD (CORPORATE),321396,17.14,NW OPERATIONS SECOTR COMMAND,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NW OPERATIONS,VODAFONE LTD (CORPORATE),321396,124.8,NW OPERATIONS SECOTR COMMAND,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NW OSU WEST,VODAFONE LTD (CORPORATE),321396,36.55,NW OPERATIONS SECOTR COMMAND,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NW OSU CENTRAL,VODAFONE LTD (CORPORATE),321396,24.71,NW OPERATIONS SECOTR COMMAND,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NW REACTIVE UNIT,VODAFONE LTD (CORPORATE),321396,18,NW SECTOR COMMAND,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NW CREWE,VODAFONE LTD (CORPORATE),321396,18.87,NW West Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NW LIVERPOOL,VODAFONE LTD (CORPORATE),321396,66.87,NW West Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,CENTRAL OPERATIONS AND EVENTS,VODAFONE LTD (CORPORATE),321396,174.08,OPERATIONS DEPT,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,FHQ CONTROL ROOMS,VODAFONE LTD (CORPORATE),321396,47.4,OPERATIONS DEPT,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,CONTROL ROOM BIRMINGHAM,VODAFONE LTD (CORPORATE),321396,73.33,OPERATIONS DEPT,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,COMMAND & CONTROL SYSTEMS,VODAFONE LTD (CORPORATE),321396,24,OPERATIONS DEPT,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,CRIME RECORDING CENTRE,VODAFONE LTD (CORPORATE),321396,30.61,OPERATIONS DEPT,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,PS FHQ PNC BUREAU,VODAFONE LTD (CORPORATE),321396,33.27,OPERATIONS DEPT,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,EVENT PLAN & CO-ORD. UNIT,VODAFONE LTD (CORPORATE),321396,328.33,OPERATIONS DEPT,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,FOOTBALL BANNING TEAM,VODAFONE LTD (CORPORATE),321396,18,OPERATIONS DEPT,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,FHQ FORCE CUSTODY MANAGEMENT,VODAFONE LTD (CORPORATE),321396,10.8,OPERATIONS DEPT,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,OPERATIONS MANAGEMENT,VODAFONE LTD (CORPORATE),321396,54.61,OPERATIONS DEPT,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,COUNTER TERRORISM,VODAFONE LTD (CORPORATE),321396,933.4,OPERATIONS DEPT,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,COUNTER TERRORISM - TEAM 2,VODAFONE LTD (CORPORATE),321396,6,OPERATIONS DEPT,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,SPECIALIST  RESPONSE UNIT,VODAFONE LTD (CORPORATE),321396,6,OPERATIONS DEPT,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,ACC TERRITORIAL POLICING,VODAFONE LTD (CORPORATE),321396,138.88,OPERATIONS DEPT,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NIAG,VODAFONE LTD (CORPORATE),321396,6,OPERATIONS DEPT,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NEIGHBRHOOD POLICE & PRTNRSHP,VODAFONE LTD (CORPORATE),321396,418.6,OPERATIONS DEPT,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,SUICIDE PREVENT& MENTAL HEALTH,VODAFONE LTD (CORPORATE),321396,60.87,OPERATIONS DEPT,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,FHQ TECHNOLOGY MANAGER,VODAFONE LTD (CORPORATE),321396,2162.45,OPERATIONS DEPT,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,MOBILE DATA PROJECT,VODAFONE LTD (CORPORATE),321396,18,OPERATIONS DEPT,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,PCSO HV,VODAFONE LTD (CORPORATE),321396,12,PCSO LS,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,PCSO HW,VODAFONE LTD (CORPORATE),321396,12.87,PCSO LS,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,PCSO HL,VODAFONE LTD (CORPORATE),321396,31.9,PCSO LS,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,WELLBEING,VODAFONE LTD (CORPORATE),321396,106.16,PEOPLE & DEVELOPMENT,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,HR OPERATIONS,VODAFONE LTD (CORPORATE),321396,213.74,PEOPLE & DEVELOPMENT,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,HR BUSINESS CENTRE(BIRMINGHAM),VODAFONE LTD (CORPORATE),321396,224.07,PEOPLE & DEVELOPMENT,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,HR BUSINESS PARTNERS,VODAFONE LTD (CORPORATE),321396,176.67,PEOPLE & DEVELOPMENT,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,HR RECRUITMENT BC BIRMINGHAM,VODAFONE LTD (CORPORATE),321396,268.49,PEOPLE & DEVELOPMENT,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,HR PAYROLL BIRMINGHAM,VODAFONE LTD (CORPORATE),321396,18,PEOPLE & DEVELOPMENT,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,FHQ HR CORPORATE SERVICES,VODAFONE LTD (CORPORATE),321396,103.2,PEOPLE & DEVELOPMENT,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,HR LEARNING AND DEVELOPMENT,VODAFONE LTD (CORPORATE),321396,28.8,PEOPLE & DEVELOPMENT,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,L&D BUSINESS ASSURANCE,VODAFONE LTD (CORPORATE),321396,82.8,PEOPLE & DEVELOPMENT,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,L&D OPERATIONS & TRAINING,VODAFONE LTD (CORPORATE),321396,150.03,PEOPLE & DEVELOPMENT,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,L&D SAFETY TEAMS,VODAFONE LTD (CORPORATE),321396,64.8,PEOPLE & DEVELOPMENT,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,REGIONAL TRAINER OUTER LONDON,VODAFONE LTD (CORPORATE),321396,198.23,PEOPLE & DEVELOPMENT,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,REGIONAL TRAINER LONDON-FHQ/LU,VODAFONE LTD (CORPORATE),321396,60,PEOPLE & DEVELOPMENT,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,LEADERSHIP & MGT DEV FACULTY,VODAFONE LTD (CORPORATE),321396,93,PEOPLE & DEVELOPMENT,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,FHQ TRAINING CENTRE DOGS,VODAFONE LTD (CORPORATE),321396,92.09,PEOPLE & DEVELOPMENT,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,CRIME+ADV TRAINING FACULTY,VODAFONE LTD (CORPORATE),321396,55.47,PEOPLE & DEVELOPMENT,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,INFORMATION MANAGEMENT,VODAFONE LTD (CORPORATE),321396,106.8,PROT SERV DISCLOSURE UNIT,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,Rhyl Police Station,VODAFONE LTD (CORPORATE),321396,18.74,Rhyl Police Station,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,SC CID,VODAFONE LTD (CORPORATE),321396,71.63,Sc Central Cost Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,SC A.I.B,VODAFONE LTD (CORPORATE),321396,180.97,Sc Central Cost Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,SC CRIME MANAGEMENT CENTRES,VODAFONE LTD (CORPORATE),321396,14.92,Sc Central Cost Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,SC FINANCE,VODAFONE LTD (CORPORATE),321396,36.87,Sc Central Cost Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,SC CAMERA ENFORCEMENT,VODAFONE LTD (CORPORATE),321396,26.61,Sc Crime Supp Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,NP WEST,VODAFONE LTD (CORPORATE),321396,12,Sc Crime Supp Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,SC SECTOR COMMAND WEST COAST,VODAFONE LTD (CORPORATE),321396,90.27,Scot Command Sector,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,SC AREA COMMAND,VODAFONE LTD (CORPORATE),321396,126.7,Scot Command Sector,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,SC SECTOR COMMAND EAST COAST,VODAFONE LTD (CORPORATE),321396,18.87,Scot East Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,SC EDINBURGH STAFF COSTS,VODAFONE LTD (CORPORATE),321396,18,Scot East Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,ACC SCOTLAND,VODAFONE LTD (CORPORATE),321396,33.27,Scot North Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,SC ABERDEEN STAFF COSTS,VODAFONE LTD (CORPORATE),321396,18.14,Scot North Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,SC INVERNESS STAFF COSTS,VODAFONE LTD (CORPORATE),321396,30.14,Scot North Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,SC DUNDEE STAFF COSTS,VODAFONE LTD (CORPORATE),321396,7.01,Scot North Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,SC PERTH STAFF COSTS,VODAFONE LTD (CORPORATE),321396,51.32,Scot North Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,SC DOGS,VODAFONE LTD (CORPORATE),321396,26.37,Scot West Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,SC OP SUPPORT PLANNING,VODAFONE LTD (CORPORATE),321396,88.55,Scot West Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,SC OPERATIONAL SUPPORT UNIT 2,VODAFONE LTD (CORPORATE),321396,151.36,Scot West Sector Command,MK3 5JP
Department for Transport,BTP,31/03/2014,TELEPHONE - MOBILES,BORDERS EPSA,VODAFONE LTD (CORPORATE),321396,32.4,Scot West Sector Command,MK3 5JP
