Department,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,
Department for Transport,Driver & Vehicle Licensing Agency,30/04/2014,Infrastructure Maintenance,Information Technology,IBM UNITED KINGDOM LTD,2000036234,947286.94,#,PO6 3AE,
Department for Transport,Driver & Vehicle Licensing Agency,30/04/2014,Infrastructure Maintenance,Information Technology,IBM UNITED KINGDOM LTD,2000036234,1993962.85,#,PO6 3AE,
Department for Transport,Driver & Vehicle Licensing Agency,30/04/2014,Infrastructure Maintenance,Information Technology,IBM UNITED KINGDOM LTD,2000036234,1670969.98,#,PO6 3AE,
Department for Transport,Driver & Vehicle Licensing Agency,30/04/2014,Infrastructure Maintenance,Information Technology,IBM UNITED KINGDOM LTD,2000036234,-1843166.25,#,PO6 3AE,
Department for Transport,Driver & Vehicle Licensing Agency,30/04/2014,Software Licence Expense,Finance & Commercial,Vodafone,2000036252,999,#,MK3 5JP,
Department for Transport,Driver & Vehicle Licensing Agency,30/04/2014,Mail Collection/Delivery Costs,Operations,ROYAL MAIL GROUP LTD,2000036254,669435.79,#,S49 1HQ,
Department for Transport,Driver & Vehicle Licensing Agency,30/04/2014,Mail Collection/Delivery Costs,Operations,ROYAL MAIL GROUP LTD,2000036254,863.17,#,S49 1HQ,
Department for Transport,Driver & Vehicle Licensing Agency,30/04/2014,Mail Collection/Delivery Costs,Operations,ROYAL MAIL GROUP LTD,2000036254,485712.06,#,S49 1HQ,
Department for Transport,Driver & Vehicle Licensing Agency,30/04/2014,Estate Advisors,Finance & Commercial,TELEREAL TRILLIUM,2000036256,1500,#,LS11 9DX,
Department for Transport,Driver & Vehicle Licensing Agency,30/04/2014,Building Service Charges,Finance & Commercial,TELEREAL TRILLIUM,2000036256,-1034.01,#,LS11 9DX,
Department for Transport,Driver & Vehicle Licensing Agency,30/04/2014,Info Broker Costs,Operations,MOTOR INSURERS INFORMATION CENTRE,2000036257,870,#,MK14 6XT,
Department for Transport,Driver & Vehicle Licensing Agency,30/04/2014,Corporate Clothing,Human Resource & Estates,BURLINGTON UNIFORMS LTD,2000036259,1646.61,#,EN3 7PX,
Department for Transport,Driver & Vehicle Licensing Agency,30/04/2014,Tel & Fax Repairs & Maintenance,Information Technology,VIRGIN MEDIA BUSINESS LTD,2000036262,226173.97,#,BD4 8YD,
Department for Transport,Driver & Vehicle Licensing Agency,30/04/2014,Agency Staff Costs,Information Technology,SPRING TECHNOLOGY STAFFING SERVICES,2000036263,2319.77,#,B37 7YE,
Department for Transport,Driver & Vehicle Licensing Agency,30/04/2014,Agency Staff Costs,Information Technology,SPRING TECHNOLOGY STAFFING SERVICES,2000036263,3093.02,#,B37 7YE,
Department for Transport,Driver & Vehicle Licensing Agency,30/04/2014,Non Stock Machine Consumables,Operations,GEMALTO UK LIMITED,2000036264,-6379.8,#,PO15 5RX,
Department for Transport,Driver & Vehicle Licensing Agency,30/04/2014,Machinery Maintenance,Operations,GEMALTO UK LIMITED,2000036264,8040,#,PO15 5RX,
Department for Transport,Driver & Vehicle Licensing Agency,30/04/2014,Medical Examinations,Operations,xx xxxxxxx xxxxxxxx,2000036266,2047.5,#,SO31 1BQ,
Department for Transport,Driver & Vehicle Licensing Agency,30/04/2014,Training,Finance & Commercial,ISACA,2000036273,1070.52,#,60674,
Department for Transport,Driver & Vehicle Licensing Agency,30/04/2014,Further Education Leading to Qualifications,Human Resource & Estates,xxx,2000036311,695,xxxxxx xxx,SA6 7JL,
Department for Transport,Driver & Vehicle Licensing Agency,30/04/2014,Ordinary Driving Licence Payments,Operations,GLOUCESTERSHIRE HOSPS NHSFT   ,#,550,COST OF MEDICAL CHECK,GL1 2EL,
Department for Transport,Driver & Vehicle Licensing Agency,30/04/2014,Ordinary Driving Licence Payments,Operations,xx x xxxxxxxx          ,#,500,COST OF MEDICAL CHECK,L35 5DR,
Department for Transport,Driver & Vehicle Licensing Agency,05/04/2014,Recruitment,Human Resource & Estates,LANGET BUSINESS SERVICES LTD,2000450866,1530,#,SA14 7AN,
Department for Transport,Driver & Vehicle Licensing Agency,05/04/2014,Agency Staff Costs,Information Technology,Evolve Business Consultancy Ltd,2000450869,14688,#,GU10 1DW,
Department for Transport,Driver & Vehicle Licensing Agency,05/04/2014,Agency Staff Costs,Information Technology,Evolve Business Consultancy Ltd,2000450869,16416,#,GU10 1DW,
Department for Transport,Driver & Vehicle Licensing Agency,01/04/2014,Debt Collection,Finance & Commercial,Advantis Credit Limited,2000450880,877.45,#,ST4 7RY,
Department for Transport,Driver & Vehicle Licensing Agency,01/04/2014,Debt Collection,Finance & Commercial,Advantis Credit Limited,2000450880,740.6,#,ST4 7RY,
Department for Transport,Driver & Vehicle Licensing Agency,06/04/2014,IT Equipment Capital Cost,Operations,FUTRONICS LTD,2000453561,9600,#,TN15 7RS,
Department for Transport,Driver & Vehicle Licensing Agency,06/04/2014,Telecom Equipment,Finance & Commercial,TELEREAL TRILLIUM,2000453562,37615.6,#,LS11 9DX,
Department for Transport,Driver & Vehicle Licensing Agency,04/04/2014,Property Maintenance,Finance & Commercial,TELEREAL TRILLIUM,2000453563,2251.21,#,LS11 9DX,
Department for Transport,Driver & Vehicle Licensing Agency,04/04/2014,Training,Policy & Strategy,MORGAN COLE SOLICITORS,2000453564,2500,#,SA1 8PG,
Department for Transport,Driver & Vehicle Licensing Agency,05/04/2014,Telephone Line Rental,Information Technology,VIRGIN MEDIA BUSINESS LTD,2000453567,2780.45,#,BD4 8YD,
Department for Transport,Driver & Vehicle Licensing Agency,04/04/2014,Non Secured stock,Operations,WILLIAMS LEA LIMITED,2000453570,548.64,#,NR3 1PD,
Department for Transport,Driver & Vehicle Licensing Agency,04/04/2014,Printing Stock ,Operations,WILLIAMS LEA LIMITED,2000453570,0.2,#,NR3 1PD,
Department for Transport,Driver & Vehicle Licensing Agency,04/04/2014,Secured Stock ,Operations,WILLIAMS LEA LIMITED,2000453570,8583.12,#,NR3 1PD,
Department for Transport,Driver & Vehicle Licensing Agency,04/04/2014,Printing Stock ,Operations,WILLIAMS LEA LIMITED,2000453570,-2.34,#,NR3 1PD,
Department for Transport,Driver & Vehicle Licensing Agency,04/04/2014,Non Secured stock,Operations,WILLIAMS LEA LIMITED,2000453570,4226.88,#,NR3 1PD,
Department for Transport,Driver & Vehicle Licensing Agency,04/04/2014,Printing Stock ,Operations,WILLIAMS LEA LIMITED,2000453570,-4.08,#,NR3 1PD,
Department for Transport,Driver & Vehicle Licensing Agency,06/04/2014,Government Broker Costs,Finance & Commercial,Skyscape Cloud Services Ltd,2000453578,13369.54,#,SN13 0RP,
Department for Transport,Driver & Vehicle Licensing Agency,06/04/2014,Government Broker Costs,Finance & Commercial,Skyscape Cloud Services Ltd,2000453578,8219.44,#,SN13 0RP,
Department for Transport,Driver & Vehicle Licensing Agency,06/04/2014,Debt Collection,Finance & Commercial,Advantis Credit Limited,2000453579,9804.69,#,ST4 7RY,
Department for Transport,Driver & Vehicle Licensing Agency,01/04/2014,Debt Collection,Finance & Commercial,Advantis Credit Limited,2000453580,7783.71,#,ST4 7RY,
Department for Transport,Driver & Vehicle Licensing Agency,05/04/2014,Machinery Rental,Finance & Commercial,KONICA MINOLTA BUS. SOLUTIONS  (UK),2000455382,853.03,#,SS14 3AR,
Department for Transport,Driver & Vehicle Licensing Agency,07/04/2014,Project Developments,Information Technology,IBM UNITED KINGDOM LTD,2000455383,65614.4,#,PO6 3AE,
Department for Transport,Driver & Vehicle Licensing Agency,08/04/2014,Property Maintenance,Finance & Commercial,TELEREAL TRILLIUM,2000455385,7407.31,#,LS11 9DX,
Department for Transport,Driver & Vehicle Licensing Agency,08/04/2014,Water,Finance & Commercial,TELEREAL TRILLIUM,2000455385,10420,#,LS11 9DX,
Department for Transport,Driver & Vehicle Licensing Agency,08/04/2014,Property Maintenance,Finance & Commercial,TELEREAL TRILLIUM,2000455385,25460.11,#,LS11 9DX,
Department for Transport,Driver & Vehicle Licensing Agency,08/04/2014,Estate Advisors,Finance & Commercial,TELEREAL TRILLIUM,2000455385,1500,#,LS11 9DX,
Department for Transport,Driver & Vehicle Licensing Agency,08/04/2014,Property Maintenance,Finance & Commercial,TELEREAL TRILLIUM,2000455385,33366.55,#,LS11 9DX,
Department for Transport,Driver & Vehicle Licensing Agency,08/04/2014,Estate Advisors,Finance & Commercial,TELEREAL TRILLIUM,2000455385,1500,#,LS11 9DX,
Department for Transport,Driver & Vehicle Licensing Agency,08/04/2014,Property Maintenance,Finance & Commercial,TELEREAL TRILLIUM,2000455385,19209.94,#,LS11 9DX,
Department for Transport,Driver & Vehicle Licensing Agency,08/04/2014,Property Maintenance,Finance & Commercial,TELEREAL TRILLIUM,2000455385,1958.79,#,LS11 9DX,
Department for Transport,Driver & Vehicle Licensing Agency,08/04/2014,Electricity,Finance & Commercial,TELEREAL TRILLIUM,2000455385,186700,#,LS11 9DX,
Department for Transport,Driver & Vehicle Licensing Agency,07/04/2014,Secured Stock ,Operations,WILLIAMS LEA LIMITED,2000455391,8603.17,#,NR3 1PD,
Department for Transport,Driver & Vehicle Licensing Agency,07/04/2014,Printing Stock ,Operations,WILLIAMS LEA LIMITED,2000455391,-0.11,#,NR3 1PD,
Department for Transport,Driver & Vehicle Licensing Agency,01/04/2014,Non-stock Printing Purchases,Operations,WILLIAMS LEA LIMITED,2000455392,41288.99,#,NR3 1PD,
Department for Transport,Driver & Vehicle Licensing Agency,01/04/2014,Secured Stock ,Information Technology,WILLIAMS LEA LIMITED,2000455392,5136.38,#,NR3 1PD,
Department for Transport,Driver & Vehicle Licensing Agency,01/04/2014,Machine Consumables,Information Technology,WILLIAMS LEA LIMITED,2000455392,0.53,#,NR3 1PD,
Department for Transport,Driver & Vehicle Licensing Agency,07/04/2014,Debt Collection,Finance & Commercial,Advantis Credit Limited,2000455399,699.2,#,ST4 7RY,
Department for Transport,Driver & Vehicle Licensing Agency,07/04/2014,Debt Collection,Finance & Commercial,Sigma Red,2000455400,8212.8,#,B97 4DL,
Department for Transport,Driver & Vehicle Licensing Agency,07/04/2014,Debt Collection,Finance & Commercial,Sigma Red,2000455400,1137.6,#,B97 4DL,
Department for Transport,Driver & Vehicle Licensing Agency,07/04/2014,Software Licence Expense,Finance & Commercial,SCAN-OPTICS LTD,2000457043,5900,#,WD24 7QJ,
Department for Transport,Driver & Vehicle Licensing Agency,08/04/2014,Oil,Finance & Commercial,TELEREAL TRILLIUM,2000457045,1057.14,#,LS11 9DX,
Department for Transport,Driver & Vehicle Licensing Agency,08/04/2014,Gas,Finance & Commercial,TELEREAL TRILLIUM,2000457045,59507.5,#,LS11 9DX,
Department for Transport,Driver & Vehicle Licensing Agency,08/04/2014,Recruitment,Human Resource & Estates,LANGET BUSINESS SERVICES LTD,2000457046,2720,#,SA14 7AN,
Department for Transport,Driver & Vehicle Licensing Agency,08/04/2014,Professional Services,Finance & Commercial,PRICEWATERHOUSECOOPERS LLP,2000457052,4300,#,E14 9SQ,
Department for Transport,Driver & Vehicle Licensing Agency,08/04/2014,Subsistence UK,Finance & Commercial,REDFERN TRAVEL LTD,2000457055,28108.25,#,BD1 3AZ,
Department for Transport,Driver & Vehicle Licensing Agency,08/04/2014,Travel Expenses UK,Finance & Commercial,REDFERN TRAVEL LTD,2000457055,8.64,Air Expenditure Feb 2014,BD1 3AZ,
Department for Transport,Driver & Vehicle Licensing Agency,08/04/2014,Travel Expenses UK,Finance & Commercial,REDFERN TRAVEL LTD,2000457055,478.79,Hotel Expenditure Feb 2014,BD1 3AZ,
Department for Transport,Driver & Vehicle Licensing Agency,08/04/2014,Travel Expenses UK,Finance & Commercial,REDFERN TRAVEL LTD,2000457055,223.35,Rail Expenditure Feb 2014,BD1 3AZ,
Department for Transport,Driver & Vehicle Licensing Agency,08/04/2014,Travel Expenses UK,Finance & Commercial,REDFERN TRAVEL LTD,2000457055,38489.97,#,BD1 3AZ,
Department for Transport,Driver & Vehicle Licensing Agency,01/04/2014,Government Broker Costs,Finance & Commercial,Skyscape Cloud Services Ltd,2000457062,28232.68,#,SN13 0RP,
Department for Transport,Driver & Vehicle Licensing Agency,07/04/2014,Debt Collection,Finance & Commercial,Sigma Red,2000457063,583.2,#,B97 4DL,
Department for Transport,Driver & Vehicle Licensing Agency,07/04/2014,Debt Collection,Finance & Commercial,Sigma Red,2000457063,8126.83,#,B97 4DL,
Department for Transport,Driver & Vehicle Licensing Agency,07/04/2014,Debt Collection,Finance & Commercial,Sigma Red,2000457063,6717.82,#,B97 4DL,
Department for Transport,Driver & Vehicle Licensing Agency,07/04/2014,Debt Collection,Finance & Commercial,Sigma Red,2000457063,1245.6,#,B97 4DL,
Department for Transport,Driver & Vehicle Licensing Agency,09/04/2014,Professional Services,Operations,xx xxxxx xxxxxxx,2000458672,801.72,xxxxxxx xxxxx xxx xxxxxxxx x x xxxxx,BN16 3DA,
Department for Transport,Driver & Vehicle Licensing Agency,03/04/2014,Professional Services,Operations,xxxx xxxxxxx,2000458673,1170.6,xxxx xxx xx xxxxxx xxxxxxxx xxxxxx,BN16 3DA,
Department for Transport,Driver & Vehicle Licensing Agency,11/04/2014,Hospitality,Finance & Commercial,TELEREAL TRILLIUM,2000458709,3843.2,#,LS11 9DX,
Department for Transport,Driver & Vehicle Licensing Agency,11/04/2014,Professional Services,Finance & Commercial,TELEREAL TRILLIUM,2000458709,2829,#,LS11 9DX,
Department for Transport,Driver & Vehicle Licensing Agency,11/04/2014,Rent - L&B (non-PFI),Finance & Commercial,TELEREAL TRILLIUM,2000458709,-11212.19,#,LS11 9DX,
Department for Transport,Driver & Vehicle Licensing Agency,11/04/2014,Property Maintenance,Finance & Commercial,TELEREAL TRILLIUM,2000458709,38871.82,#,LS11 9DX,
Department for Transport,Driver & Vehicle Licensing Agency,12/04/2014,Machinery Maintenance,Operations,BANCTEC LTD,2000458710,6660.38,#,SL3 0HF,
Department for Transport,Driver & Vehicle Licensing Agency,12/04/2014,Machinery Maintenance,Operations,BANCTEC LTD,2000458710,13249.88,#,SL3 0HF,
Department for Transport,Driver & Vehicle Licensing Agency,11/04/2014,Debt Collection,Finance & Commercial,Collectica Limited,2000458711,3693,#,DL3 9WT,
Department for Transport,Driver & Vehicle Licensing Agency,11/04/2014,Debt Collection,Finance & Commercial,Collectica Limited,2000458711,8230,#,DL3 9WT,
Department for Transport,Driver & Vehicle Licensing Agency,07/04/2014,Debt Collection,Finance & Commercial,Collectica Limited,2000458712,3322.76,#,DL3 9WT,
Department for Transport,Driver & Vehicle Licensing Agency,11/04/2014,Translation Services,Policy & Strategy,K INTERNATIONAL PLC,2000458713,872.45,#,MK5 8PL,
Department for Transport,Driver & Vehicle Licensing Agency,11/04/2014,Non-stock Printing Purchases,Operations,WILLIAMS LEA LIMITED,2000458714,36192.71,DVL Watermark Paper,NR3 1PD,
Department for Transport,Driver & Vehicle Licensing Agency,11/04/2014,Secured Stock ,Operations,WILLIAMS LEA LIMITED,2000458714,1478.1,#,NR3 1PD,
Department for Transport,Driver & Vehicle Licensing Agency,11/04/2014,Printing Stock ,Operations,WILLIAMS LEA LIMITED,2000458714,-0.12,#,NR3 1PD,
Department for Transport,Driver & Vehicle Licensing Agency,12/04/2014,Agency Staff Costs,Information Technology,IndigoBlue Consulting LTD,2000458726,28800,#,SW1Y 6JP,
Department for Transport,Driver & Vehicle Licensing Agency,08/04/2014,Electricity,Finance & Commercial,TELEREAL TRILLIUM,2000460449,2818.75,#,LS11 9DX,
Department for Transport,Driver & Vehicle Licensing Agency,13/04/2014,Agency Staff Costs,Information Technology,CAPITA RESOURCING LTD,2000460451,16652.88,#,RG21 7JB,
Department for Transport,Driver & Vehicle Licensing Agency,13/04/2014,Agency Staff Costs,Information Technology,CAPITA RESOURCING LTD,2000460451,17485.63,#,RG21 7JB,
Department for Transport,Driver & Vehicle Licensing Agency,12/04/2014,Mail Collection/Delivery Costs,Operations,DX SECURE LIMITED,2000460454,1073.05,#,NN3 6YG,
Department for Transport,Driver & Vehicle Licensing Agency,12/04/2014,Debt Collection,Finance & Commercial,Sigma Red,2000460471,1036.8,#,B97 4DL,
Department for Transport,Driver & Vehicle Licensing Agency,05/04/2014,Medical Examinations,Operations,xx x x xxxxxxxxx,2000460472,546,#,NE9 6SX,
Department for Transport,Driver & Vehicle Licensing Agency,11/04/2014,Training,Human Resource & Estates,CAPITA BUSINESS SERVICES LTD,2000462933,1454.27,#,SW1P 2AF,
Department for Transport,Driver & Vehicle Licensing Agency,11/04/2014,Training,Human Resource & Estates,CAPITA BUSINESS SERVICES LTD,2000462933,36667.43,#,SW1P 2AF,
Department for Transport,Driver & Vehicle Licensing Agency,12/04/2014,Machinery Maintenance,Operations,BOWE SYSTEC LTD,2000462940,1360,#,SL6 4DP,
Department for Transport,Driver & Vehicle Licensing Agency,13/04/2014,Debt Collection,Finance & Commercial,Advantis Credit Limited,2000462942,10565.08,#,ST4 7RY,
Department for Transport,Driver & Vehicle Licensing Agency,14/04/2014,Info Broker Costs,Information Technology,Cloud Technology Solutions Ltd,2000462943,1980,#,M2 3AW,
Department for Transport,Driver & Vehicle Licensing Agency,12/04/2014,Debt Collection,Finance & Commercial,Sigma Red,2000462944,8945.97,#,B97 4DL,
Department for Transport,Driver & Vehicle Licensing Agency,14/04/2014,Rent - L&B (non-PFI),Finance & Commercial,TELEREAL TRILLIUM,2000464607,3412.19,#,LS11 9DX,
Department for Transport,Driver & Vehicle Licensing Agency,14/04/2014,Property Maintenance,Finance & Commercial,TELEREAL TRILLIUM,2000464607,22869.13,#,LS11 9DX,
Department for Transport,Driver & Vehicle Licensing Agency,14/04/2014,Gas,Finance & Commercial,TELEREAL TRILLIUM,2000464607,554.38,#,LS11 9DX,
Department for Transport,Driver & Vehicle Licensing Agency,14/04/2014,Estates PFI Unitary Service Charge,Finance & Commercial,TELEREAL TRILLIUM,2000464607,-8500,#,LS11 9DX,
Department for Transport,Driver & Vehicle Licensing Agency,14/04/2014,Rates,Finance & Commercial,TELEREAL TRILLIUM,2000464607,-70120,#,LS11 9DX,
Department for Transport,Driver & Vehicle Licensing Agency,14/04/2014,Estates PFI Unitary Service Charge,Finance & Commercial,TELEREAL TRILLIUM,2000464607,-78000,#,LS11 9DX,
Department for Transport,Driver & Vehicle Licensing Agency,14/04/2014,Estates PFI Unitary Service Charge,Finance & Commercial,TELEREAL TRILLIUM,2000464607,9810.78,#,LS11 9DX,
Department for Transport,Driver & Vehicle Licensing Agency,14/04/2014,Estate Advisors,Finance & Commercial,TELEREAL TRILLIUM,2000464607,2035,#,LS11 9DX,
Department for Transport,Driver & Vehicle Licensing Agency,14/04/2014,Building Service Charges,Finance & Commercial,TELEREAL TRILLIUM,2000464607,7616.14,#,LS11 9DX,
