DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT|DESCRIPTION|SUPPLIERPOSTCODE|
Department for Transport|BTP|11/07/2014|BUILDING RENTAL|NE METRO TRANSPORT SYSTEMS|LAMBERT SMITH HAMPTON|325836|840|LEEDS|NG1 7DR|
Department for Transport|BTP|30/07/2014|BUILDING RENTAL|FHQ TRAINING CENTRE DOGS|MAYOR'S OFFICE FOR POLICING AND CRIME|329617|22500|PEOPLE & DEVELOPMENT|SW6 1TR|
Department for Transport|BTP|05/07/2014|BUILDING RENTAL|FHQ ESTATES MANAGER|xxxxxx|328333|11344|CORPORATE SERVICES|xxxxxx|
Department for Transport|BTP|05/07/2014|BUILDING RENTAL|NE NOTTINGHAM|NETWORK RAIL|324391|10800|EAST MIDLANDS|M60 3BP|
Department for Transport|BTP|05/07/2014|BUILDING RENTAL|NE NEWCASTLE STAFF COSTS|NETWORK RAIL|324394|12000|LEEDS|M60 3BP|
Department for Transport|BTP|05/07/2014|BUILDING RENTAL|NW CHESTER|NETWORK RAIL|324959|2100|LIVERPOOL|M60 3BP|
Department for Transport|BTP|25/07/2014|BUILDING RENTAL|NE LEEDS STAFF COSTS|NETWORK RAIL|326632|18000|LEEDS|M60 3BP|
Department for Transport|BTP|11/07/2014|BUILDING RENTAL|FHQ ESTATES MANAGER|SAFFRON PROPERTY LTD|317528|1993.33|CORPORATE SERVICES|NW1 7PP|
Department for Transport|BTP|02/07/2014|BUILDING RENTAL|NW LIVERPOOL|SANDERSON WEATHERALL|325576|31328.1|LIVERPOOL|LS1 4WG|
Department for Transport|BTP|16/07/2014|BUILDING RENTAL|NW LIVERPOOL|SANDERSON WEATHERALL|325578|2928.5|LIVERPOOL|LS1 4WG|
Department for Transport|BTP|16/07/2014|BUILDING RENTAL|NW CUSTODY SUITE|SANDERSON WEATHERALL|325577|1950|OPERATIONS - PROACTIVE|LS1 4WG|
Department for Transport|BTP|18/07/2014|BUILDING RENTAL|COMMAND|SAVILLS (UK) LTD|328242|24763.27|COMMAND - COMAND DISTRICT|M2 4AW|
Department for Transport|BTP|02/07/2014|BUILDING RENTAL|SC AREA COMMAND|TCS FREEHOLD INVESTMENTS LTD|327761|13308|SCOTLAND - COMMAND|LS2 8LY|
Department for Transport|BTP|02/07/2014|BUILDING RENTAL|FHQ POLICE AUTHORITY|THREADNEEDLE INVESTMENTS/ZURICH ASSURANCE LTD|327743|16614|FHQ POLICE AUTHORITY|SN3 9AP|
Department for Transport|BTP|11/07/2014|BUILDING RENTAL|NW CREWE|TPT LTD CLIENTS GENERAL RECEIPTS ACCOUNT|326469|7320|LIVERPOOL|SE1 0LH|
Department for Transport|BTP|11/07/2014|BUILDING RENTAL|LS BOURNEMOUTH STAFF COSTS|TPT LTD CLIENTS GENERAL RECEIPTS ACCOUNT|326471|2400|NEIGHBOURHOOD AND SECTOR-SOUTH|SE1 0LH|
Department for Transport|BTP|11/07/2014|BUILDING RENTAL|NE SHEFFIELD STAFF COSTS|TPT LTD CLIENTS GENERAL RECEIPTS ACCOUNT|326463|4290|MANCHESTER|SE1 0LH|
Department for Transport|BTP|16/07/2014|BUILDING RENTAL|LS GUILDFORD STAFF COSTS|TPT LTD CLIENTS GENERAL RECEIPTS ACCOUNT|328472|2010|NEIGHBOURHOOD AND SECTOR-SOUTH|SE1 0LH|
Department for Transport|BTP|16/07/2014|BUILDING RENTAL|LS PORTSMOUTH STAFF COSTS|TPT LTD CLIENTS GENERAL RECEIPTS ACCOUNT|328471|2205|NEIGHBOURHOOD AND SECTOR-SOUTH|SE1 0LH|
Department for Transport|BTP|16/07/2014|BUILDING RENTAL|NE LEICESTER|TPT LTD CLIENTS GENERAL RECEIPTS ACCOUNT|328475|1638.9|EAST MIDLANDS|SE1 0LH|
Department for Transport|BTP|23/07/2014|BUILDING RENTAL|NE DERBY|TPT LTD CLIENTS GENERAL RECEIPTS ACCOUNT|328473|2366.4|EAST MIDLANDS|SE1 0LH|
Department for Transport|BTP|23/07/2014|BUILDING RENTAL|NE LINCOLN STAFF COSTS|TPT LTD CLIENTS GENERAL RECEIPTS ACCOUNT|328476|1200|EAST MIDLANDS|SE1 0LH|
Department for Transport|BTP|25/07/2014|BUILDING RENTAL|WN WOLVERHAMPTON STAFF COSTS|TPT LTD CLIENTS GENERAL RECEIPTS ACCOUNT|328470|3990|WEST MIDLANDS|SE1 0LH|
Department for Transport|BTP|11/07/2014|BUILDING RENTAL|NE DONCASTER STAFF COSTS|Trafcourt Properties Limited|328532|8310|MANCHESTER|DE6 1DG|
Department for Transport|BTP|11/07/2014|BUILDING RENTAL|NE DONCASTER STAFF COSTS|Trafcourt Properties Limited|328533|8640|MANCHESTER|DE6 1DG|
Department for Transport|BTP|11/07/2014|BUILDING RENTAL|SC DALMUIR STAFF COSTS|WERNICK HIRE LTD|328539|648|SCOTLAND|SS11 8BL|
Department for Transport|BTP|18/07/2014|PARKING SPACE RENTAL|SUPT PENNINES|BRUNTWOOD RB LIMITED RECEIPTS ACCOUNT|328892|525|SUPT COMMAND - PENNINES|M1 4BD|
Department for Transport|BTP|30/07/2014|PARKING SPACE RENTAL|WN OPERATIONS|S A BRAIN & COMPANY LIMITED|329700|780|OPERATIONS - OPERATIONS|CF10  1SP|
Department for Transport|BTP|18/07/2014|PARKING SPACE RENTAL|COMMAND|SAVILLS (UK) LTD|328242|825|COMMAND - COMAND DISTRICT|M2 4AW|
Department for Transport|BTP|16/07/2014|BUSINESS RATES|LN FINANCE|LONDON BOROUGH OF ISLINGTON|322102|98894|DIVISIONAL FINANCE - EAST||
Department for Transport|BTP|02/07/2014|BUSINESS RATES|LS FINANCE|LONDON BOROUGH OF SOUTHWARK|327755|1322.4|DIVISIONAL FINANCE - SOUTH|BR1 3YE|
Department for Transport|BTP|18/07/2014|BUSINESS RATES|COMMAND|MANCHESTER CITY COUNCIL|320078|34222|COMMAND - COMAND DISTRICT|M15 5BA|
Department for Transport|BTP|30/07/2014|SERVICE CHARGES|LN L'POOL ST STAFF COSTS|CITY OF LONDON POLICE|322275|2891.27|NEIGHBOURHOOD AND SECTOR-EAST|EC1A 2DP|
Department for Transport|BTP|16/07/2014|SERVICE CHARGES|LN READING STAFF COSTS|FIRST GREAT WESTERN LINK LTD|322277|271.66|OLD COST CENTRES - HOLDING|SN1 1HL|
Department for Transport|BTP|18/07/2014|SERVICE CHARGES|FHQ AXIS FACILITIES|GVA GRIMLEY LTD - CLIENT|327229|22470|CORPORATE SERVICES|B1 2JJ|
Department for Transport|BTP|18/07/2014|SERVICE CHARGES|FHQ AXIS FACILITIES|GVA GRIMLEY LTD - CLIENT|327227|13688.7|CORPORATE SERVICES|B1 2JJ|
Department for Transport|BTP|16/07/2014|SERVICE CHARGES|LS CROYDON STAFF COSTS|JONES LANG LASALLE|326694|10109.4|NEIGHBOURHOOD AND SECTOR-SOUTH|BS8 9AQ|
Department for Transport|BTP|02/07/2014|SERVICE CHARGES|NE ADMIN OF JUSTICE|KNIGHT FRANK LLP|325321|3173.98|OPERATIONS - REACTIVE|NE13 3BB|
Department for Transport|BTP|04/07/2014|SERVICE CHARGES|NE ADMIN OF JUSTICE|KNIGHT FRANK LLP|325054|1825.33|OPERATIONS - REACTIVE|NE13 3BB|
Department for Transport|BTP|25/07/2014|SERVICE CHARGES|NE LEEDS STAFF COSTS|NETWORK RAIL|326633|11277|LEEDS|M60 3BP|
Department for Transport|BTP|16/07/2014|SERVICE CHARGES|NW LIVERPOOL|SANDERSON WEATHERALL|325578|29220.7|LIVERPOOL|LS1 4WG|
Department for Transport|BTP|16/07/2014|SERVICE CHARGES|NW CUSTODY SUITE|SANDERSON WEATHERALL|325577|2405.4|OPERATIONS - PROACTIVE|LS1 4WG|
Department for Transport|BTP|18/07/2014|SERVICE CHARGES|COMMAND|SAVILLS (UK) LTD|328242|8173.73|COMMAND - COMAND DISTRICT|M2 4AW|
Department for Transport|BTP|02/07/2014|SERVICE CHARGES|SC AREA COMMAND|TCS FREEHOLD INVESTMENTS LTD|327761|3702.3|SCOTLAND - COMMAND|LS2 8LY|
Department for Transport|BTP|18/07/2014|SERVICE CHARGES|SC SECT. COMM. CENT STF COSTS|TCS FREEHOLD INVESTMENTS LTD|328928|1416.07|SCOTLAND - COMMAND|LS2 8LY|
Department for Transport|BTP|02/07/2014|SERVICE CHARGES|FHQ POLICE AUTHORITY|THREADNEEDLE INVESTMENTS/ZURICH ASSURANCE LTD|327743|5070.94|FHQ POLICE AUTHORITY|SN3 9AP|
Department for Transport|BTP|11/07/2014|SERVICE CHARGES|NE SHEFFIELD STAFF COSTS|TPT LTD CLIENTS GENERAL RECEIPTS ACCOUNT|326463|148.5|MANCHESTER|SE1 0LH|
Department for Transport|BTP|16/07/2014|SERVICE CHARGES|NE LEICESTER|TPT LTD CLIENTS GENERAL RECEIPTS ACCOUNT|328475|90|EAST MIDLANDS|SE1 0LH|
Department for Transport|BTP|23/07/2014|SERVICE CHARGES|NE DERBY|TPT LTD CLIENTS GENERAL RECEIPTS ACCOUNT|328473|27|EAST MIDLANDS|SE1 0LH|
Department for Transport|BTP|11/07/2014|ELECTRICITY|NE NOTTINGHAM|BRITISH GAS BUSINESS|325014|611.65|EAST MIDLANDS|LE19 1SZ|
Department for Transport|BTP|16/07/2014|ELECTRICITY|NE NOTTINGHAM|BRITISH GAS BUSINESS|326952|607.42|EAST MIDLANDS|LE19 1SZ|
Department for Transport|BTP|30/07/2014|ELECTRICITY|SC AREA COMMAND|BRITISH GAS BUSINESS|329302|2116.7|SCOTLAND - COMMAND|LE19 1SZ|
Department for Transport|BTP|23/07/2014|ELECTRICITY|NW MANCHESTER|BRUNTWOOD RB LIMITED RECEIPTS ACCOUNT|328681|1673.84|MANCHESTER|M1 4BD|
Department for Transport|BTP|25/07/2014|ELECTRICITY|WN CARDIFF STAFF COSTS|DTZ DEBENHAM TIE LEUNG|329541|9013.74|WALES|B4 6AJ|
Department for Transport|BTP|11/07/2014|ELECTRICITY|NE DERBY|EAST MIDLANDS TRAINS|325051|500.65|EAST MIDLANDS|SK3 0DU|
Department for Transport|BTP|04/07/2014|ELECTRICITY|LN CUSTODY|EDF ENERGY|323927|3019.43|OPS / EVENTS|PL3 5XQ|
Department for Transport|BTP|05/07/2014|ELECTRICITY|LN CUSTODY|EDF ENERGY|318793|3152.89|OPS / EVENTS|PL3 5XQ|
Department for Transport|BTP|16/07/2014|ELECTRICITY|LN CUSTODY|EDF ENERGY|324745|518.4|OPS / EVENTS|PL3 5XQ|
Department for Transport|BTP|25/07/2014|ELECTRICITY|BLUNDELL STREET|EDF ENERGY|329412|4274.17|CORPORATE SERVICES|PL3 5XQ|
Department for Transport|BTP|04/07/2014|ELECTRICITY|LN KINGS CROSS STAFF COSTS|ENTECH BUREAU (HOTELS) LTD|325028|23364.72|NEIGHBOURHOOD AND SECTOR-EAST|LS19 7EA|
Department for Transport|BTP|30/07/2014|ELECTRICITY|SC EDINBURGH STAFF COSTS|ENTECH BUREAU (HOTELS) LTD|329452|782.39|SCOTLAND|LS19 7EA|
Department for Transport|BTP|30/07/2014|ELECTRICITY|SC EDINBURGH STAFF COSTS|ENTECH BUREAU (HOTELS) LTD|329443|1229.87|SCOTLAND|LS19 7EA|
Department for Transport|BTP|30/07/2014|ELECTRICITY|WN BIRMINGHAM STAFF COSTS|ENTECH BUREAU (HOTELS) LTD|329442|2062.5|WEST MIDLANDS|LS19 7EA|
Department for Transport|BTP|30/07/2014|ELECTRICITY|NE LEEDS STAFF COSTS|ENTECH BUREAU (HOTELS) LTD|329454|1711.62|LEEDS|LS19 7EA|
Department for Transport|BTP|18/07/2014|ELECTRICITY|WN TRURO STAFF COSTS|FIRST GREAT WESTERN LINK LTD|328633|90|WESTERN|SN1 1HL|
Department for Transport|BTP|18/07/2014|ELECTRICITY|WN EXETER STAFF COSTS|FIRST GREAT WESTERN LINK LTD|328496|4222.37|WESTERN|SN1 1HL|
Department for Transport|BTP|04/07/2014|ELECTRICITY|LS CROYDON STAFF COSTS|JONES LANG LASALLE|326693|1800|NEIGHBOURHOOD AND SECTOR-SOUTH|BS8 9AQ|
Department for Transport|BTP|18/07/2014|ELECTRICITY|COMMAND|SAVILLS (UK) LTD|328242|1572|COMMAND - COMAND DISTRICT|M2 4AW|
Department for Transport|BTP|05/07/2014|ELECTRICITY|LS INNER LONDON TEAM 5|THAMES WATER UTILITIES LTD|327601|665.96|RESPONSE - SOUTH|SN38 3TW|
Department for Transport|BTP|23/07/2014|GAS|NE LINCOLN STAFF COSTS|EAST MIDLANDS TRAINS|325052|996.35|EAST MIDLANDS|SK3 0DU|
Department for Transport|BTP|23/07/2014|GAS|NE LINCOLN STAFF COSTS|EAST MIDLANDS TRAINS|327686|-996.35|EAST MIDLANDS|SK3 0DU|
Department for Transport|BTP|18/07/2014|WATER RATES|WN EXETER STAFF COSTS|FIRST GREAT WESTERN LINK LTD|328632|180|WESTERN|SN1 1HL|
Department for Transport|BTP|18/07/2014|WATER RATES|WN TRURO STAFF COSTS|FIRST GREAT WESTERN LINK LTD|328633|30|WESTERN|SN1 1HL|
Department for Transport|BTP|25/07/2014|WATER RATES|FHQ FACILITIES|THAMES WATER UTILITIES LTD|328374|2677.73|CORPORATE SERVICES|SN38 3TW|
Department for Transport|BTP|02/07/2014|PLANNED MTCE - BUILD (NONCAP)|FORCEWIDE MAINTENANCE|Carillion Planned Maintenance|327592|17801.86|CORPORATE SERVICES|G72 0FT|
Department for Transport|BTP|02/07/2014|PLANNED MTCE - BUILD (NONCAP)|FORCEWIDE MAINTENANCE|Carillion Planned Maintenance|327593|8732.63|CORPORATE SERVICES|G72 0FT|
Department for Transport|BTP|30/07/2014|PLANNED MTCE - BUILD (NONCAP)|FORCEWIDE MAINTENANCE|Carillion Planned Maintenance|329811|9212.27|CORPORATE SERVICES|G72 0FT|
Department for Transport|BTP|30/07/2014|PLANNED MTCE - BUILD (NONCAP)|FORCEWIDE MAINTENANCE|Carillion Planned Maintenance|329810|10087.25|CORPORATE SERVICES|G72 0FT|
Department for Transport|BTP|18/07/2014|PLANNED MTCE - BUILD (NONCAP)|FORCEWIDE MAINTENANCE|Integral (Birmingham)|323484|1113.89|CORPORATE SERVICES|B66  1PE|
Department for Transport|BTP|18/07/2014|PLANNED MTCE - BUILD (NONCAP)|FORCEWIDE MAINTENANCE|Integral (Birmingham)|326255|1113.89|CORPORATE SERVICES|B66  1PE|
Department for Transport|BTP|23/07/2014|PLANNED MTCE - BUILD (NONCAP)|FORCEWIDE MAINTENANCE|MSL PROPERTY CARE SERVICES LTD|327264|524.88|CORPORATE SERVICES|HX3 9HT|
Department for Transport|BTP|18/07/2014|PLANNED MTCE - BUILD (NONCAP)|FORCEWIDE MAINTENANCE|OFFICE TEST LTD|325304|9655.66|CORPORATE SERVICES|EC1R ODP|
Department for Transport|BTP|02/07/2014|ADHOC MTCE - BUILDINGS|FORCEWIDE MAINTENANCE|Bellard Electronics Limited|327847|3516.82|CORPORATE SERVICES|CW6 0EU|
Department for Transport|BTP|04/07/2014|ADHOC MTCE - BUILDINGS|FORCEWIDE MAINTENANCE|Carillion Planned Maintenance|327965|1536.62|CORPORATE SERVICES|G72 0FT|
Department for Transport|BTP|23/07/2014|ADHOC MTCE - BUILDINGS|FORCEWIDE MAINTENANCE|Carillion Planned Maintenance|329159|7445.41|CORPORATE SERVICES|G72 0FT|
Department for Transport|BTP|23/07/2014|ADHOC MTCE - BUILDINGS|FORCEWIDE MAINTENANCE|Carillion Planned Maintenance|329148|8824.32|CORPORATE SERVICES|G72 0FT|
Department for Transport|BTP|23/07/2014|ADHOC MTCE - BUILDINGS|FORCEWIDE MAINTENANCE|Carillion Planned Maintenance|329144|7836.31|CORPORATE SERVICES|G72 0FT|
Department for Transport|BTP|23/07/2014|ADHOC MTCE - BUILDINGS|FORCEWIDE MAINTENANCE|Carillion Planned Maintenance|329165|2527.55|CORPORATE SERVICES|G72 0FT|
Department for Transport|BTP|23/07/2014|ADHOC MTCE - BUILDINGS|FORCEWIDE MAINTENANCE|Carillion Planned Maintenance|329162|1179.05|CORPORATE SERVICES|G72 0FT|
Department for Transport|BTP|25/07/2014|ADHOC MTCE - BUILDINGS|FORCEWIDE MAINTENANCE|Carillion Planned Maintenance|327679|2888.11|CORPORATE SERVICES|G72 0FT|
Department for Transport|BTP|30/07/2014|ADHOC MTCE - BUILDINGS|FORCEWIDE MAINTENANCE|Comprehensive Elevator Services Ltd (CES Ltd)|329805|816|CORPORATE SERVICES|CM16 6NJ|
Department for Transport|BTP|25/07/2014|ADHOC MTCE - BUILDINGS|FORCEWIDE MAINTENANCE|GEAGROUP|327725|2473.92|CORPORATE SERVICES|HR4 8DS|
Department for Transport|BTP|25/07/2014|ADHOC MTCE - BUILDINGS|FORCEWIDE MAINTENANCE|GEAGROUP|329489|-843.96|CORPORATE SERVICES|HR4 8DS|
Department for Transport|BTP|04/07/2014|ADHOC MTCE - BUILDINGS|FORCEWIDE MAINTENANCE|JCW ENERGY SERVICES LTD|327979|2938.8|CORPORATE SERVICES|SG8 6DN|
Department for Transport|BTP|05/07/2014|ADHOC MTCE - BUILDINGS|FORCEWIDE MAINTENANCE|JCW ENERGY SERVICES LTD|328201|2599.99|CORPORATE SERVICES|SG8 6DN|
Department for Transport|BTP|18/07/2014|ADHOC MTCE - BUILDINGS|FORCEWIDE MAINTENANCE|JCW ENERGY SERVICES LTD|328670|4247.04|CORPORATE SERVICES|SG8 6DN|
Department for Transport|BTP|18/07/2014|ADHOC MTCE - BUILDINGS|FORCEWIDE MAINTENANCE|JCW ENERGY SERVICES LTD|328672|2609.14|CORPORATE SERVICES|SG8 6DN|
Department for Transport|BTP|05/07/2014|ADHOC MTCE - BUILDINGS|FORCEWIDE MAINTENANCE|MSL PROPERTY CARE SERVICES LTD|327234|527.04|CORPORATE SERVICES|HX3 9HT|
Department for Transport|BTP|05/07/2014|ADHOC MTCE - BUILDINGS|FORCEWIDE MAINTENANCE|MSL PROPERTY CARE SERVICES LTD|328167|848.16|CORPORATE SERVICES|HX3 9HT|
Department for Transport|BTP|05/07/2014|ADHOC MTCE - BUILDINGS|FORCEWIDE MAINTENANCE|MSL PROPERTY CARE SERVICES LTD|328169|595.01|CORPORATE SERVICES|HX3 9HT|
Department for Transport|BTP|05/07/2014|ADHOC MTCE - BUILDINGS|FORCEWIDE MAINTENANCE|MSL PROPERTY CARE SERVICES LTD|328171|503.35|CORPORATE SERVICES|HX3 9HT|
Department for Transport|BTP|05/07/2014|ADHOC MTCE - BUILDINGS|FORCEWIDE MAINTENANCE|MSL PROPERTY CARE SERVICES LTD|328197|718.42|CORPORATE SERVICES|HX3 9HT|
Department for Transport|BTP|05/07/2014|ADHOC MTCE - BUILDINGS|FORCEWIDE MAINTENANCE|MSL PROPERTY CARE SERVICES LTD|328198|1048.8|CORPORATE SERVICES|HX3 9HT|
Department for Transport|BTP|05/07/2014|ADHOC MTCE - BUILDINGS|FORCEWIDE MAINTENANCE|MSL PROPERTY CARE SERVICES LTD|328189|1265.76|CORPORATE SERVICES|HX3 9HT|
Department for Transport|BTP|16/07/2014|ADHOC MTCE - BUILDINGS|FORCEWIDE MAINTENANCE|MSL PROPERTY CARE SERVICES LTD|328683|1104.72|CORPORATE SERVICES|HX3 9HT|
Department for Transport|BTP|16/07/2014|ADHOC MTCE - BUILDINGS|FORCEWIDE MAINTENANCE|MSL PROPERTY CARE SERVICES LTD|328686|540|CORPORATE SERVICES|HX3 9HT|
Department for Transport|BTP|16/07/2014|ADHOC MTCE - BUILDINGS|FORCEWIDE MAINTENANCE|MSL PROPERTY CARE SERVICES LTD|328703|565.08|CORPORATE SERVICES|HX3 9HT|
Department for Transport|BTP|16/07/2014|ADHOC MTCE - BUILDINGS|FORCEWIDE MAINTENANCE|MSL PROPERTY CARE SERVICES LTD|328704|543.84|CORPORATE SERVICES|HX3 9HT|
Department for Transport|BTP|16/07/2014|ADHOC MTCE - BUILDINGS|FORCEWIDE MAINTENANCE|MSL PROPERTY CARE SERVICES LTD|328705|1188.12|CORPORATE SERVICES|HX3 9HT|
Department for Transport|BTP|16/07/2014|ADHOC MTCE - BUILDINGS|FORCEWIDE MAINTENANCE|MSL PROPERTY CARE SERVICES LTD|328685|1183.76|CORPORATE SERVICES|HX3 9HT|
Department for Transport|BTP|16/07/2014|ADHOC MTCE - BUILDINGS|FORCEWIDE MAINTENANCE|MSL PROPERTY CARE SERVICES LTD|328710|548.76|CORPORATE SERVICES|HX3 9HT|
Department for Transport|BTP|16/07/2014|ADHOC MTCE - BUILDINGS|FORCEWIDE MAINTENANCE|MSL PROPERTY CARE SERVICES LTD|328714|915.84|CORPORATE SERVICES|HX3 9HT|
Department for Transport|BTP|16/07/2014|ADHOC MTCE - BUILDINGS|FORCEWIDE MAINTENANCE|MSL PROPERTY CARE SERVICES LTD|328715|700.68|CORPORATE SERVICES|HX3 9HT|
Department for Transport|BTP|18/07/2014|ADHOC MTCE - BUILDINGS|FORCEWIDE MAINTENANCE|MSL PROPERTY CARE SERVICES LTD|328863|919.54|CORPORATE SERVICES|HX3 9HT|
Department for Transport|BTP|18/07/2014|ADHOC MTCE - BUILDINGS|FORCEWIDE MAINTENANCE|MSL PROPERTY CARE SERVICES LTD|328017|1607.76|CORPORATE SERVICES|HX3 9HT|
Department for Transport|BTP|25/07/2014|ADHOC MTCE - BUILDINGS|FORCEWIDE MAINTENANCE|MSL PROPERTY CARE SERVICES LTD|329447|15924.76|CORPORATE SERVICES|HX3 9HT|
Department for Transport|BTP|23/07/2014|ADHOC MTCE - BUILDINGS|FORCEWIDE MAINTENANCE|STRATEGIC TEAM GROUP CO LTD|329028|5096.67|CORPORATE SERVICES|WF10 4UA|
Department for Transport|BTP|04/07/2014|ADHOC MTCE - BUILDINGS|FORCEWIDE MAINTENANCE|Tocanos Ltd t/a Arc Electrical|327944|1197.6|CORPORATE SERVICES|SE1 1PN|
Department for Transport|BTP|04/07/2014|ADHOC MTCE - BUILDINGS|FORCEWIDE MAINTENANCE|Tocanos Ltd t/a Arc Electrical|327948|816|CORPORATE SERVICES|SE1 1PN|
Department for Transport|BTP|11/07/2014|ADHOC MTCE - BUILDINGS|FORCEWIDE MAINTENANCE|VOLERO CONTRACT LTD|328536|-1171.44|CORPORATE SERVICES|ML6 8QH|
Department for Transport|BTP|11/07/2014|ADHOC MTCE - BUILDINGS|FORCEWIDE MAINTENANCE|VOLERO CONTRACT LTD|319675|1224.24|CORPORATE SERVICES|ML6 8QH|
Department for Transport|BTP|25/07/2014|ADHOC MTCE - BUILDINGS|FORCEWIDE MAINTENANCE|WPB CONTRACTORS LTD|327649|2700|CORPORATE SERVICES|TN24 8DB|
Department for Transport|BTP|04/07/2014|IMPROVEMENT WORKS (NON CAP)|FORCEWIDE MAINTENANCE|AVENTE LTD|327997|907.2|CORPORATE SERVICES|WD25 8HR|
Department for Transport|BTP|04/07/2014|IMPROVEMENT WORKS (NON CAP)|FORCEWIDE MAINTENANCE|Carillion Planned Maintenance|327966|1171.82|CORPORATE SERVICES|G72 0FT|
Department for Transport|BTP|04/07/2014|IMPROVEMENT WORKS (NON CAP)|FORCEWIDE MAINTENANCE|Carillion Planned Maintenance|328001|12961.72|CORPORATE SERVICES|G72 0FT|
Department for Transport|BTP|04/07/2014|IMPROVEMENT WORKS (NON CAP)|FORCEWIDE MAINTENANCE|Carillion Planned Maintenance|327999|3949.32|CORPORATE SERVICES|G72 0FT|
Department for Transport|BTP|04/07/2014|IMPROVEMENT WORKS (NON CAP)|FORCEWIDE MAINTENANCE|Carillion Planned Maintenance|328000|3710.84|CORPORATE SERVICES|G72 0FT|
Department for Transport|BTP|04/07/2014|IMPROVEMENT WORKS (NON CAP)|FORCEWIDE MAINTENANCE|FES LTD|327980|1420.19|CORPORATE SERVICES|FK7 8HW|
Department for Transport|BTP|02/07/2014|SECURITY SYSTEM MAINTENANCE|SPRING HOUSE|Bellard Electronics Limited|327846|1307.75|CORPORATE SERVICES|CW6 0EU|
Department for Transport|BTP|30/07/2014|SECURITY SYSTEM MAINTENANCE|FHQ FACILITIES|Bellard Electronics Limited|329790|605.48|CORPORATE SERVICES|CW6 0EU|
Department for Transport|BTP|30/07/2014|SECURITY SYSTEM MAINTENANCE|BLUNDELL STREET|Bellard Electronics Limited|329780|639.62|CORPORATE SERVICES|CW6 0EU|
Department for Transport|BTP|30/07/2014|SECURITY SYSTEM MAINTENANCE|FHQ FACILITIES|Bellard Electronics Limited|329780|897.31|CORPORATE SERVICES|CW6 0EU|
Department for Transport|BTP|30/07/2014|SECURITY SYSTEM MAINTENANCE|SPRING HOUSE|Bellard Electronics Limited|329780|498.74|CORPORATE SERVICES|CW6 0EU|
Department for Transport|BTP|30/07/2014|SECURITY SYSTEM MAINTENANCE|PDU CAMDEN ROAD|Bellard Electronics Limited|329780|517.9|CORPORATE SERVICES|CW6 0EU|
Department for Transport|BTP|30/07/2014|SECURITY SYSTEM MAINTENANCE|EBURY BRIDGE|Bellard Electronics Limited|329780|904.88|CORPORATE SERVICES|CW6 0EU|
Department for Transport|BTP|30/07/2014|SECURITY SYSTEM MAINTENANCE|SUPT PENNINES|Bellard Electronics Limited|329821|512.16|SUPT COMMAND - PENNINES|CW6 0EU|
Department for Transport|BTP|11/07/2014|SECURITY SYSTEM MAINTENANCE|FHQ FACILITIES|LOCKTEC SECURITY LIMITED|328315|600|CORPORATE SERVICES|IG6 3UT|
Department for Transport|BTP|05/07/2014|SECURITY SYSTEM MAINTENANCE|SC EDINBURGH STAFF COSTS|Spectra Security Ltd|328273|3354|SCOTLAND|BL5 3QE|
Department for Transport|BTP|05/07/2014|SECURITY SYSTEM MAINTENANCE|SC GLASGOW STAFF COSTS|Spectra Security Ltd|328273|3354|SCOTLAND|BL5 3QE|
Department for Transport|BTP|05/07/2014|H&S - NON CAPITAL|HR BUSINESS CENTRE(BIRMINGHAM)|POSTURITE UK LTD|327700|789.29|PEOPLE & DEVELOPMENT|BN26 6SZ|
Department for Transport|BTP|25/07/2014|PEST CONTROL|BLUNDELL STREET|MITIE PEST CONTROL LTD|329184|244.8|CORPORATE SERVICES|GL52 6QP|
Department for Transport|BTP|25/07/2014|PEST CONTROL|SPRING HOUSE|MITIE PEST CONTROL LTD|329184|122.1|CORPORATE SERVICES|GL52 6QP|
Department for Transport|BTP|25/07/2014|PEST CONTROL|PDU CAMDEN ROAD|MITIE PEST CONTROL LTD|329184|151.2|CORPORATE SERVICES|GL52 6QP|
Department for Transport|BTP|25/07/2014|PEST CONTROL|EBURY BRIDGE|MITIE PEST CONTROL LTD|329184|405|CORPORATE SERVICES|GL52 6QP|
Department for Transport|BTP|04/07/2014|WINDOW CLEANING CONTRACT|SC KILWINNING STAFF COSTS|Ocs Group T/A Cannon Hygiene Ltd|327828|33.74|SCOTLAND|LA3 3BJ|
Department for Transport|BTP|16/07/2014|CLEANING CONTRACT - BUILDINGS|EBURY BRIDGE|8 SOLUTIONS LTD|328736|578.04|CORPORATE SERVICES|SG1 DX|
Department for Transport|BTP|02/07/2014|CLEANING CONTRACT - BUILDINGS|SC DALMUIR STAFF COSTS|ABBY CLEANING SCOTLAND LIMITED|327830|110.23|SCOTLAND|G4 9SA|
Department for Transport|BTP|02/07/2014|CLEANING CONTRACT - BUILDINGS|SC EDINBURGH STAFF COSTS|ABBY CLEANING SCOTLAND LIMITED|327830|992.16|SCOTLAND|G4 9SA|
Department for Transport|BTP|02/07/2014|CLEANING CONTRACT - BUILDINGS|SC GLASGOW STAFF COSTS|ABBY CLEANING SCOTLAND LIMITED|327830|3307.18|SCOTLAND|G4 9SA|
