DEPARTMENTALFAMILY|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT|DESCRIPTION|SUPPLIER2POSTCODE|2
DEPARTMENT FOR TRANSPORT|VCA|17/07/2015|PROFESSIONAL FEES|VCA UK|UTAC|FC-SAS1503937|1468.88|UTAC - Labelling testing|FRANCE|
DEPARTMENT FOR TRANSPORT|VCA|06/07/2015|SSC PAYROLL PROCESSING|VCA UK|ARVATO|INV 4383|800|JUN 15 - SSC RUNNING COSTS|HU10 6FE|
DEPARTMENT FOR TRANSPORT|VCA|09/07/2015|Contractors T&S - MSC|VCA UK|PETIT|INV 4416|531.67|6-8/7/15 - TRINITY MIRROR MERSEYSIDE - EXPENSES|SS17 7QL|
DEPARTMENT FOR TRANSPORT|VCA|30/07/2015|Contractors T&S - MSC|VCA UK|PETIT|INV 4614|789.24|20-23/7/15 - FORD-SOLLERS CHELNEY - EXPENSES|SS17 7QL|
DEPARTMENT FOR TRANSPORT|VCA|09/07/2015|Contractors T&S - MSC|VCA UK|PETIT|INV 4415|815.38|29/6 - 3/7/15 - JLR HALEWOOD - EXPENSES|SS17 7QL|
DEPARTMENT FOR TRANSPORT|VCA|10/07/2015|Contractors T&S - MSC|VCA UK|xxxxxx|INV 4450|816.52|30/5-6/6/15 - FORD MOTOR CO. - PRETORIA - EXPENSES|xxxxxx|
DEPARTMENT FOR TRANSPORT|VCA|14/07/2015|Contractors T&S - MSC|VCA UK|888 PRT INTERNATIONAL LTD|INV 4482|820.95|8-12/9/15 - JLR HALEWOOD - EXPENSES|LE10 1NU|
DEPARTMENT FOR TRANSPORT|VCA|22/07/2015|Contractors T&S - MSC|VCA UK|xxxxxx|xxxxxx|893.07|Travel fees|TURKEY|
DEPARTMENT FOR TRANSPORT|VCA|22/07/2015|Contractors T&S - MSC|VCA UK|xxxxxx|xxxxxx|1096.44|Travel fees|TURKEY|
DEPARTMENT FOR TRANSPORT|VCA|23/07/2015|Computing Technical Services|VCA UK|TRIAD GROUP PLC|INV 4555|2550|Lot 4 Specialist Cloud Services:  Business Intelli|GU7 1XE|
DEPARTMENT FOR TRANSPORT|VCA|23/07/2015|Computing Technical Services|VCA UK|TRIAD GROUP PLC|INV 4555|12750|Lot 4 Specialist Cloud Services:  Business Intelli|GU7 1XE|
DEPARTMENT FOR TRANSPORT|VCA|02/07/2015|Contractors Fees - TA|VCA UK|xxxxxx|INV 4331|511.85|CoP Audit @ Panema Trailers|xxxxxx|
DEPARTMENT FOR TRANSPORT|VCA|13/07/2015|Contractors Fees - TA|VCA UK|888 PRT INTERNATIONAL LTD|INV 4461|525|13-14/1/14 - GSK MALAYSIA - COP AUDIT|LE10 1NU|
DEPARTMENT FOR TRANSPORT|VCA|08/07/2015|Contractors Fees - TA|VCA UK|xxxxxx|xxxxxx|712|Audit fees|TURKEY|
DEPARTMENT FOR TRANSPORT|VCA|03/07/2015|Contractors Fees - TA|VCA UK|xxxxxx|INV 4371|920|AUDIT HOURS FOR JUNE 2015|xxxxxx|
DEPARTMENT FOR TRANSPORT|VCA|02/07/2015|OFFICE EQUIPMENT HIRE|VCA UK|PITNEY BOWES LTD|INV 4332|1263.51|Service contract for DM400/DM500/DM550 Printer & D|CM19 5LS|
DEPARTMENT FOR TRANSPORT|VCA|30/07/2015|OFFICE EQUIPMENT HIRE|VCA UK|SIEMENS FINANCIAL SERVICES|Siemans DD|2620.8|Quarterly charge for photocopiers|SL2 4JS|
DEPARTMENT FOR TRANSPORT|VCA|14/07/2015|BANK CHARGES - UK OFFICE|VCA UK|LLOYDS CARDNET|CARDNET|671.88|SVC CHG JUNE 15|SS14 3WF|
DEPARTMENT FOR TRANSPORT|VCA|02/07/2015|COS: S&C - TEST FEES (TECH)|VCA SOUTH AMERICA|MINISTRIO DA FAZENDA|VCASAM-201507-005|501.08|DARF relating to May 2015|BRAZIL|
DEPARTMENT FOR TRANSPORT|VCA|02/07/2015|COS: S&C - TEST FEES (TECH)|VCA SOUTH AMERICA|PREFEITURA DO MUNICIPIO DE SAO PAULO|VCASAM-201507-004|501.08|ISS (City tax - 5% of invoice)|BRAZIL|
DEPARTMENT FOR TRANSPORT|VCA|06/07/2015|Rent|VCA SOUTH AMERICA|UDO KOPTE|VCASAM-201507-007|515.46|Rental (office)|BRAZIL|
DEPARTMENT FOR TRANSPORT|VCA|16/07/2015|PROFESSIONAL FEES|VCA SOUTH AMERICA|CASTRO, BARROS, SOBRAL, GOMES ADVOGADOS|VCASAM-201507-017|745.09|CBSG (attorney)|BRAZIL|
DEPARTMENT FOR TRANSPORT|VCA|06/07/2015|MISC. OFFICE CONSUMABLES|VCA SOUTH AMERICA|SUBMARINO|VCASAM-201507-010|556.52|TV for meeting room|BRAZIL|
DEPARTMENT FOR TRANSPORT|VCA|15/07/2015|ACCREDITATION FEES|VCA JAPAN|VSCC|18486|539.81|Report fee: A104TS066|TAIWAN|
DEPARTMENT FOR TRANSPORT|VCA|14/07/2015|UK T&S: SUBSISTENCE|VCA JAPAN|xxxxxx|18476|2972.67|09/07 EAO - Subsistence 24 hour flat rate|JAPAN|
DEPARTMENT FOR TRANSPORT|VCA|31/07/2015|Rent|VCA JAPAN|xxxxxx|18486|2972.67|Office rent: AUG15|JAPAN|
DEPARTMENT FOR TRANSPORT|VCA|07/07/2015|Computer Running Costs|VCA JAPAN|Dell|18486|1150.00|TC laptop|JAPAN|
DEPARTMENT FOR TRANSPORT|VCA|17/07/2015|US - T&S|VCA NORTH AMERICA|Amex|22046|531.85|xxxxxx|USA|
DEPARTMENT FOR TRANSPORT|VCA|17/07/2015|US - T&S|VCA NORTH AMERICA|Amex|22046|544.67|xxxxxx|USA|
DEPARTMENT FOR TRANSPORT|VCA|17/07/2015|US - T&S|VCA NORTH AMERICA|Amex|22046|551.09|xxxxxx|USA|
DEPARTMENT FOR TRANSPORT|VCA|17/07/2015|US - T&S|VCA NORTH AMERICA|Amex|22046|571.26|xxxxxx|USA|
DEPARTMENT FOR TRANSPORT|VCA|17/07/2015|US - T&S|VCA NORTH AMERICA|Amex|22046|580.27|xxxxxx|USA|
DEPARTMENT FOR TRANSPORT|VCA|17/07/2015|US - T&S|VCA NORTH AMERICA|Amex|22046|611.13|xxxxxx|USA|
DEPARTMENT FOR TRANSPORT|VCA|17/07/2015|US - T&S|VCA NORTH AMERICA|Amex|22046|614.59|xxxxxx|USA|
DEPARTMENT FOR TRANSPORT|VCA|17/07/2015|US - T&S|VCA NORTH AMERICA|Amex|22046|649.60|xxxxxx|USA|
DEPARTMENT FOR TRANSPORT|VCA|17/07/2015|US - T&S|VCA NORTH AMERICA|Amex|22046|658.33|xxxxxx|USA|
DEPARTMENT FOR TRANSPORT|VCA|17/07/2015|US - T&S|VCA NORTH AMERICA|Amex|22046|675.34|xxxxxx|USA|
DEPARTMENT FOR TRANSPORT|VCA|17/07/2015|US - T&S|VCA NORTH AMERICA|Amex|22046|676.16|xxxxxx|USA|
DEPARTMENT FOR TRANSPORT|VCA|17/07/2015|US - T&S|VCA NORTH AMERICA|Amex|22046|676.16|xxxxxx|USA|
DEPARTMENT FOR TRANSPORT|VCA|17/07/2015|US - T&S|VCA NORTH AMERICA|Amex|22046|691.59|xxxxxx|USA|
DEPARTMENT FOR TRANSPORT|VCA|17/07/2015|US - T&S|VCA NORTH AMERICA|Amex|22046|752.33|xxxxxx|USA|
DEPARTMENT FOR TRANSPORT|VCA|17/07/2015|US - T&S|VCA NORTH AMERICA|Amex|22046|961.61|xxxxxx|USA|
DEPARTMENT FOR TRANSPORT|VCA|17/07/2015|US - T&S|VCA NORTH AMERICA|Amex|22046|1297.94|xxxxxx|USA|
DEPARTMENT FOR TRANSPORT|VCA|03/08/2015|US - T&S AIRFARES|VCA NORTH AMERICA|Gepper Certification|22087|576.74|Airfare US Office June 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|24/07/2015|Rent|VCA NORTH AMERICA|Newburgh Six Mile 5945|22095|3679.58|Rent  US Office 23 Jul 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|13/07/2015|Telephone|VCA NORTH AMERICA|American Express|22089|651.66|Phone US Office June 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|14/07/2015|Telephone|VCA NORTH AMERICA|TDS 5976|22095|876.24|Telephone US Office  8 Jul 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|03/08/2015|Computer Running Costs|VCA NORTH AMERICA|CIS 5954|22087|590.08|Computers US Office 1 Jul 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|08/07/2015|Computer Running Costs|VCA NORTH AMERICA|Total Solutions|2015-2786|1589.73|Custom System Maintenance|USA|
DEPARTMENT FOR TRANSPORT|VCA|08/07/2015|Computer Running Costs|VCA NORTH AMERICA|xxxxxx|2015-2826|1803.93|SharePoint Administration Services|USA|
DEPARTMENT FOR TRANSPORT|VCA|08/07/2015|Computer Running Costs|VCA NORTH AMERICA|xxxxxx|2015-2785|1807.25|2015 GeAR Maintenance|USA|
DEPARTMENT FOR TRANSPORT|VCA|08/07/2015|Computer Running Costs|VCA NORTH AMERICA|xxxxxx|2014-2571|1827.98|CoP Reports changes|USA|
DEPARTMENT FOR TRANSPORT|VCA|08/07/2015|Computer Running Costs|VCA NORTH AMERICA|xxxxxx|2015-2784|6161.21|GeMS Custom System Maintenance|USA|
DEPARTMENT FOR TRANSPORT|VCA|16/07/2015|Computer Running Costs|VCA NORTH AMERICA|xxxxxx|2015-2847|17317.68|TSI - Custom software development|USA|
DEPARTMENT FOR TRANSPORT|VCA|03/08/2015|Contractors Fees - MSC|VCA NORTH AMERICA|QBO Corporation|22087|577.26|MSC Contract Auditor Time 17 Jun 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|03/08/2015|Contractors Fees - MSC|VCA NORTH AMERICA|xxxxxx|22088|601.31|MSC Contract Auditor Time 5 June 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|03/08/2015|Contractors Fees - MSC|VCA NORTH AMERICA|xxxxxx|22088|801.74|MSC Contract Auditor Time 16 Jun 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|03/08/2015|Contractors Fees - MSC|VCA NORTH AMERICA|xxxxxx|22088|801.74|MSC Contract Auditor Time 18 Jun 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|07/10/2015|Contractors Fees - MSC|VCA NORTH AMERICA|QBO Corporation|22095|897.95|MSC Contract Auditor Time 30 June 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|03/08/2015|Contractors Fees - MSC|VCA NORTH AMERICA|xxxxxx|22088|962.09|MSC Contract Auditor Time 12 June 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|03/08/2015|Contractors Fees - MSC|VCA NORTH AMERICA|QBO Corporation|22087|962.09|MSC Contract Auditor Time 12 June 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|17/07/2015|Contractors Fees - MSC|VCA NORTH AMERICA|Q-Quest International|22095|962.09|MSC Contract Auditor Time 19 Jun 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|13/07/2015|Contractors Fees - MSC|VCA NORTH AMERICA|Galaxy Mgt Systems 5977|22095|1002.18|MSC Contract Auditor Time 4 Jun 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|13/07/2015|Contractors Fees - MSC|VCA NORTH AMERICA|Galaxy Mgt Systems 5977|22095|1154.51|MSC Contract Auditor Time 1 Jul 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|03/08/2015|Contractors Fees - MSC|VCA NORTH AMERICA|xxxxxx|22088|1154.51|MSC Contract Auditor Time 12 June 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|03/08/2015|Contractors Fees - MSC|VCA NORTH AMERICA|Southwestern Consultants|22087|1202.62|MSC Contract Auditor Time 19 June 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|17/07/2015|Contractors Fees - MSC|VCA NORTH AMERICA|Q-Quest International|22095|1202.62|MSC Contract Auditor Time 19 Jun 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|03/08/2015|Contractors Fees - MSC|VCA NORTH AMERICA|Q-Quest International|22087|1202.62|MSC Contract Auditor Time 5 June 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|07/10/2015|Contractors Fees - MSC|VCA NORTH AMERICA|xxxxxx|22095|1250.72|MSC Contract Auditor Time 1 Jul 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|17/07/2015|Contractors Fees - MSC|VCA NORTH AMERICA|xxxxxx|22095|1346.93|MSC Contract Auditor Time 4 Jun 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|31/07/2015|Contractors Fees - MSC|VCA NORTH AMERICA|Quantum Quality 5991|22096|1539.35|MSC Contract Auditor Time 13 Jun 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|13/07/2015|Contractors Fees - MSC|VCA NORTH AMERICA|Galaxy Mgt Systems 5977|22095|1667.63|MSC Contract Auditor Time 19 Jun 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|03/08/2015|Contractors Fees - MSC|VCA NORTH AMERICA|xxxxxx|22087|1731.77|MSC Contract Auditor Time 19 Jun 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|03/08/2015|Contractors Fees - MSC|VCA NORTH AMERICA|xxxxxx|22088|1731.77|MSC Contract Auditor Time 25 Jun 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|03/08/2015|Contractors Fees - MSC|VCA NORTH AMERICA|xxxxxx|22088|1860.05|MSC Contract Auditor Time 25 Jun 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|03/08/2015|Contractors Fees - MSC|VCA NORTH AMERICA|Q-Quest International|22087|1948.24|MSC Contract Auditor Time 12 June 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|03/07/2015|Contractors T&S - MSC|VCA NORTH AMERICA|xxxxxx|22099|582.50|MSC Contract Auditor Expenses 25 Jun 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|03/07/2015|Contractors T&S - MSC|VCA NORTH AMERICA|xxxxxx|22097|582.50|MSC Contract Auditor Expenses 25 Jun 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|03/07/2015|Contractors T&S - MSC|VCA NORTH AMERICA|xxxxxx|22098|582.50|MSC Contract Auditor Expenses 25 Jun 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|13/07/2015|Contractors T&S - MSC|VCA NORTH AMERICA|Galaxy Mgt Systems 5977|22095|605.37|MSC Contract Auditor Expenses 19 Jun 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|03/08/2015|Contractors T&S - MSC|VCA NORTH AMERICA|xxxxxx|22088|794.61|MSC Contract Auditor Expenses 25 Jun 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|03/08/2015|Contractors T&S - MSC|VCA NORTH AMERICA|Q-Quest International|22087|797.76|MSC Contract Auditor Expenses 5 June 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|17/07/2015|Contractors T&S - MSC|VCA NORTH AMERICA|Q-Quest International|22095|818.49|MSC Contract Auditor Expense 19 Jun 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|24/07/2015|Contractors T&S - MSC|VCA NORTH AMERICA|Quantum Quality 5986|22095|961.05|MSC Contract Auditor Expenses 22 Jun 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|03/08/2015|Contractors T&S - MSC|VCA NORTH AMERICA|Southwestern Consultants|22087|1029.18|MSC Contract Auditor  Expenses 19 Jun 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|31/07/2015|Contractors T&S - MSC|VCA NORTH AMERICA|Quantum Quality 5991|22096|1043.84|MSC Contract Auditor Expenses 13 Jun 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|13/07/2015|Contractors T&S - MSC|VCA NORTH AMERICA|Galaxy Mgt Systems 5977|22095|1071.53|MSC Contract Auditor Expenses 4 Jun 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|03/08/2015|Contractors T&S - MSC|VCA NORTH AMERICA|xxxxxx|22087|1182.30|MSC Contract Auditor Expenses 19 Jun 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|03/08/2015|Contractors T&S - MSC|VCA NORTH AMERICA|Q-Quest International|22087|1243.09|MSC Contract Auditor Expenses 12 June 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|17/07/2015|Contractors T&S - MSC|VCA NORTH AMERICA|xxxxxx|22095|1423.58|MSC Contract Auditor Expense 4 Jun 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|03/07/2015|Contractors T&S - MSC|VCA NORTH AMERICA|xxxxxx|22099|1627.54|MSC Contract Auditor Time 25 Jun 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|24/07/2015|Contractors Fees - TA|VCA NORTH AMERICA|Pinnacle Business Solutions|22095|561.22|TA Contract Engineer Time Jul 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|03/08/2015|Contractors Fees - TA|VCA NORTH AMERICA|xxxxxx|22088|626.96|TA Contract Engineer Time Jun 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|03/08/2015|Contractors Fees - TA|VCA NORTH AMERICA|xxxxxx|22088|644.60|TA Contract Engineer Time Jun 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|17/07/2015|Contractors Fees - TA|VCA NORTH AMERICA|xxxxxx|22095|657.43|TA Contract Engineer Time Jul 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|24/07/2015|Contractors Fees - TA|VCA NORTH AMERICA|xxxxxx|22095|769.67|TA Contract Engineer Time Jul 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|03/08/2015|Contractors Fees - TA|VCA NORTH AMERICA|Pinnacle Business Solutions|22088|837.02|TA Contract Engineer Time Jun 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|31/07/2015|Contractors Fees - TA|VCA NORTH AMERICA|Gepper Certification|22096|5900.84|TA Contract Engineer Time Jul 2015|USA|
DEPARTMENT FOR TRANSPORT|VCA|23/07/2015|AUD - Subsistence|VCA AUSTRALIA|xxxxxx|674|710.28|June 15 T&S|Australia|
DEPARTMENT FOR TRANSPORT|VCA|14/07/2015|Rent|VCA AUSTRALIA|xxxxxx|667|1013.17|AUS RENT|Australia|
DEPARTMENT FOR TRANSPORT|VCA|07/07/2015|Training|VCA ITALY|Neotrad Consult|31|792.34|Neotrad Consult - ISO 9001 Lead Auditor Course Fee|Gran Canaria|
DEPARTMENT FOR TRANSPORT|VCA|07/07/2015|HEALTH & SAFETY|VCA ITALY|aDSecuro S.r.l|219-2015|527.26|aDSecuro S.r.l. - Health and safety|Italy|
DEPARTMENT FOR TRANSPORT|VCA|07/07/2015|O/S Other Travel|VCA ITALY|xxxxxx|12/2015|1404.60|O/S T&S: OTHER TRAVEL - Flight|Italy|
DEPARTMENT FOR TRANSPORT|VCA|13/07/2015|Flights|VCA ITALY|xxxxxx|14/2015|1505.44|Flights - PT Tara CoP Audit Indonesia|Italy|
DEPARTMENT FOR TRANSPORT|VCA|13/07/2015|Telephone|VCA ITALY|xxxxxx|14/2015|624.01|Vodafone invoice|Italy|
DEPARTMENT FOR TRANSPORT|VCA|07/07/2015|Computer Running Costs|VCA ITALY|Telecom Italia|7X02611083|726.88|Telecom Italia - Mobiles & internet April - May 15|Italy|
DEPARTMENT FOR TRANSPORT|VCA|20/07/2015|Computer Running Costs|VCA ITALY|Telecom Italia|7X02611083|726.88|Telecom Italia - Mobiles & internet April - May 15|Italy|
DEPARTMENT FOR TRANSPORT|VCA|13/07/2015|Contractors T&S - TA|VCA ITALY|GCS|A000110|792.34|GCS Test - Type Approval Expenses|Turkey|
DEPARTMENT FOR TRANSPORT|VCA|13/07/2015|Contractors T&S - TA|VCA ITALY|GCS|A000109|3301.88|GCS Test - Type Approval Expenses|Turkey|
DEPARTMENT FOR TRANSPORT|VCA|07/07/2015|Contractors Fees - TA|VCA ITALY|TUV Italia|1221509551|950.80|TUV Italia - Type approval fees|Italy|
DEPARTMENT FOR TRANSPORT|VCA|13/07/2015|Contractors Fees - TA|VCA ITALY|GCS|A000089|1037.24|GCS Test - Type Approval Fees|Turkey|
DEPARTMENT FOR TRANSPORT|VCA|13/07/2015|Contractors Fees - TA|VCA ITALY|GCS|A000111|1336.89|GCS Test - Type Approval Fees|Turkey|
DEPARTMENT FOR TRANSPORT|VCA|07/07/2015|Contractors Fees - TA|VCA ITALY|TUV Italia|1221509563|1569.19|TUV Italia - Type approval fees|Italy|
DEPARTMENT FOR TRANSPORT|VCA|07/07/2015|Contractors Fees - TA|VCA ITALY|TUV Italia|1221509564|1803.93|TUV Italia - Type approval fees|Italy|
DEPARTMENT FOR TRANSPORT|VCA|13/07/2015|Contractors Fees - TA|VCA ITALY|GCS|A000108|2158.04|GCS Test - Type Approval Fees|Turkey|
DEPARTMENT FOR TRANSPORT|VCA|13/07/2015|Contractors Fees - TA|VCA ITALY|GCS|A000110|2281.93|GCS Test - Type Approval Fees|Turkey|
DEPARTMENT FOR TRANSPORT|VCA|13/07/2015|Contractors Fees - TA|VCA ITALY|GCS|A000109|8254.12|GCS Test - Type Approval Fees|Turkey|
Department for Transport|Driver & Vehicle Licensing Agency|07/07/2015|Info Broker Costs|PACT Services|ADVANTAGE IT Ltd|2000141378|29169|#|WD6 1QQ|
Department for Transport|Driver & Vehicle Licensing Agency|07/07/2015|IT Consultancy - Non Rec (DVLA only)|PACT Services|ADVANTAGE IT Ltd|2000141378|13104|#|WD6 1QQ|
Department for Transport|Driver & Vehicle Licensing Agency|01/07/2015|Ordinary Driving Licence Payments|Operations|POOLE HOSPITAL NHSFT          |#|660|COST OF MEDICAL CHECK|BB3 0FG|
Department for Transport|Driver & Vehicle Licensing Agency|01/07/2015|Ordinary Driving Licence Payments|Operations|ROYAL LIVERPOOL HOSPITAL      |#|614.8|COST OF MEDICAL CHECK|L7 8XP|
Department for Transport|Driver & Vehicle Licensing Agency|01/07/2015|Ordinary Driving Licence Payments|Operations|THE SURREY CARDIO CLINIC LTD  |#|614.5|COST OF MEDICAL CHECK|GU2 7RE|
Department for Transport|Driver & Vehicle Licensing Agency|01/07/2015|Ordinary Driving Licence Payments|Operations|GLOUCESTERSHIRE HOSPS NHSFT   |#|550|COST OF MEDICAL CHECK|GL1 2EL|
Department for Transport|Driver & Vehicle Licensing Agency|01/07/2015|Ordinary Driving Licence Payments|Operations|PORTSMOUTH HOSP TRUST         |#|500|COST OF MEDICAL CHECK|WF3 1WE|
Department for Transport|Driver & Vehicle Licensing Agency|01/07/2015|Ordinary Driving Licence Payments|Operations|ECHO E/FUND (U706)            |#|500|COST OF MEDICAL CHECK|FK5 4WR|
Department for Transport|Driver & Vehicle Licensing Agency|01/07/2015|Ordinary Driving Licence Payments|Operations|PORTSMOUTH HOSP TRUST         |#|500|COST OF MEDICAL CHECK|WF3 1WE|
Department for Transport|Driver & Vehicle Licensing Agency|01/07/2015|Ordinary Driving Licence Payments|Operations|ECHO E/FUND (U706)            |#|500|COST OF MEDICAL CHECK|FK5 4WR|
Department for Transport|Driver & Vehicle Licensing Agency|07/07/2015|Debt Collection|Finance & Commercial|Advantis Credit Limited|2000141375|1718|#|ST4 7RY|
Department for Transport|Driver & Vehicle Licensing Agency|07/07/2015|Debt Collection|Finance & Commercial|Advantis Credit Limited|2000141375|6595.2|#|ST4 7RY|
Department for Transport|Driver & Vehicle Licensing Agency|07/07/2015|Debt Collection|Finance & Commercial|Advantis Credit Limited|2000141375|8898.19|#|ST4 7RY|
Department for Transport|Driver & Vehicle Licensing Agency|07/07/2015|Debt Collection|Finance & Commercial|Advantis Credit Limited|2000146063|524.4|#|ST4 7RY|
Department for Transport|Driver & Vehicle Licensing Agency|13/07/2015|Debt Collection|Finance & Commercial|Advantis Credit Limited|2000152520|8119.07|#|ST4 7RY|
Department for Transport|Driver & Vehicle Licensing Agency|14/07/2015|Debt Collection|Finance & Commercial|Advantis Credit Limited|2000155039|3567|#|ST4 7RY|
Department for Transport|Driver & Vehicle Licensing Agency|20/07/2015|Debt Collection|Finance & Commercial|Advantis Credit Limited|2000165726|6677.06|#|ST4 7RY|
Department for Transport|Driver & Vehicle Licensing Agency|27/07/2015|Debt Collection|Finance & Commercial|Advantis Credit Limited|2000178651|1154.6|#|ST4 7RY|
Department for Transport|Driver & Vehicle Licensing Agency|27/07/2015|Debt Collection|Finance & Commercial|Advantis Credit Limited|2000185482|759|#|ST4 7RY|
Department for Transport|Driver & Vehicle Licensing Agency|27/07/2015|Debt Collection|Finance & Commercial|Advantis Credit Limited|2000185482|7349.57|#|ST4 7RY|
Department for Transport|Driver & Vehicle Licensing Agency|02/07/2015|Ordinary Driving Licence Payments|Operations|GLOUCESTERSHIRE HOSP NHSFT    |#|550|COST OF MEDICAL CHECK|GL1 2EL|
Department for Transport|Driver & Vehicle Licensing Agency|02/07/2015|Ordinary Driving Licence Payments|Operations|GLOUCESTERSHIRE HOSP NHSFT    |#|550|COST OF MEDICAL CHECK|GL1 2EL|
Department for Transport|Driver & Vehicle Licensing Agency|02/07/2015|Ordinary Driving Licence Payments|Operations|ABERTAWE BRO M UNIV L H/BOARD |#|500|COST OF MEDICAL CHECK|SA12 7BR|
Department for Transport|Driver & Vehicle Licensing Agency|10/07/2015|Live Running Non IBM|PACT Services|Agilesphere LLP|2000155043|37418.7|#|SN7 7RQ|
Department for Transport|Driver & Vehicle Licensing Agency|27/07/2015|Computer equipment|PACT Services|Akhter Computers plc|2000195950|7921.63|#|CM18 7PN|
Department for Transport|Driver & Vehicle Licensing Agency|13/07/2015|Cars Fuel|Operations|Allstar Business Solutions|2000195939|1287.03|#|SN5 6PS|
Department for Transport|Driver & Vehicle Licensing Agency|22/07/2015|Legal Consultancy - Non Rec (DVLA only)|Corporate Affairs|Anderson Strathern LLP|2000212604|554.4|Fee for xxxxxx V Sec of State for transport|EH3 8EY|
Department for Transport|Driver & Vehicle Licensing Agency|08/07/2015|Other Professional Fees|Human Resource & Estates|Arvato Ltd|2000187880|2265|#|HU10 6FE|
Department for Transport|Driver & Vehicle Licensing Agency|09/07/2015|Medical Advisory Service|Human Resource & Estates|ATOS IT Services UK Ltd|2000191587|1824.69|#|WV10 6UH|
Department for Transport|Driver & Vehicle Licensing Agency|08/07/2015|Machinery Maintenance|Human Resource & Estates|AVM Impact Ltd|2000187874|1240.5|#|TW16 7HB|
Department for Transport|Driver & Vehicle Licensing Agency|24/07/2015|Machinery Maintenance|Human Resource & Estates|AVM Impact Ltd|2000218034|10867.55|#|TW16 7HB|
Department for Transport|Driver & Vehicle Licensing Agency|17/07/2015|Machinery Maintenance|Operations|BANCTEC LTD|2000159322|15468.71|#|SL3 0HF|
Department for Transport|Driver & Vehicle Licensing Agency|15/07/2015|Stationery (Non-stock)|Operations|Banner Business Services Ltd|2000200425|2604|EMS1956096 V53 Sticker|NR3 1QU|
Department for Transport|Driver & Vehicle Licensing Agency|14/07/2015|Purchasing Card Charges|Finance & Commercial|Barclaycard Card Payments|2000197973|1348385.73|#|NN4 7BR|
Department for Transport|Driver & Vehicle Licensing Agency|15/07/2015|Cars Fuel|Finance & Commercial|BARCLAYS BANK PLC|2000200417|161.99|#|NN4 7SG|
Department for Transport|Driver & Vehicle Licensing Agency|15/07/2015|Cars Fuel|Finance & Commercial|BARCLAYS BANK PLC|2000200417|2629.59|#|NN4 7SG|
Department for Transport|Driver & Vehicle Licensing Agency|15/07/2015|Cars Fuel|Operations|BARCLAYS BANK PLC|2000200417|1988.74|#|NN4 7SG|
Department for Transport|Driver & Vehicle Licensing Agency|15/07/2015|Cars Fuel|Operations|BARCLAYS BANK PLC|2000200417|1513.27|#|NN4 7SG|
